	0	1	2	3	4	5	6	7	8	9
GSM743008_PAO1-SC24-b.CEL	0	0	5.0889	0.11289	4.7394	0	0	0	0.043451	5.4857
GSM1112050_PGAS_37_2B.CEL	0	0	5.7753	5.8025	2.6095	0	1.7722	0	0.064591	4.7467
GSM743009_PAO1-SC24-c.CEL	0	0	2.3768	0.28287	4.1005	0	0	0	0.16806	5.7934
GSM1112047_PGAS_25_2A.CEL	0	0	7.5929	2.1262	3.8569	0	0.056211	0	0.033164	4.5089
GSM743003_PAO1-PC4-c.CEL	0	2.0312	1.7807	0	3.8114	0	0	0	0.28578	6.9748
GSM743007_PAO1-SC24-a.CEL	0.10282	0	2.6799	0.15615	4.2639	0	0	0	0.15331	6.1366
GSM567667.CEL	0.37348	0	0	4.1634	6.5311	0	1.025	0	0.17583	0
GSM637574.CEL	0.37348	0	0	4.1634	6.5311	0	1.025	0	0.17583	0
GSM1112046_PGAS_25_1A.CEL	0	0	6.5175	5.0145	3.385	0	2.2321	0	0.062023	4.3565
GSM1112051_PGAS_37_3A.CEL	0	0	5.7797	5.6675	1.5822	0	3.3133	0	0	4.4505
GSM1112049_PGAS_37_1B.CEL	0	0	5.7015	5.2346	3.4515	0	1.5268	0	0	4.7952
1_7hr_CSV86(Pae_G1a).CEL	0	0	5.6199	0	7.437	0.79379	0	0	0.21058	2.7026
GSM1618385_Wound1.CEL	0	0.078583	4.4204	1.4679	5.3153	0	0	0	0.015817	1.7887
GSM743005_PAO1-PC24-b.CEL	0	0.10008	1.4691	0	4.0693	0	0	0	0.22492	7.2166
GSM1112048_PGAS_25_4A.CEL	0	0	6.3929	4.3767	3.5677	0	1.7711	0	0	4.6947
GSM743001_PAO1-PC4-a.CEL	0	2.2448	2.9958	0	2.8864	0	0	0	0.26224	6.6759
MBU_PAER_PT51.CEL	0	0	3.0815	3.9301	1.2831	0	0.59293	0	0	6.2206
GSM562110_PAK_GI_colonization_4_6-9-04.CEL	2.2431	2.2471	1.6596	0	0.20471	2.7273	0	0	0.72522	3.5149
GSM637591.CEL	6.3279	0	0	0.090236	6.9554	0	1.2999	0.16487	0	1.4009
0.1_7hr_CSV86(Pae_G1a).CEL	0	0	5.5379	0	7.964	1.1208	0	0	0.15819	2.0383
GSM567675.CEL	4.8943	0	0	3.4243	8.715	0	0.2896	0	0.14487	0
GSM954580_Nomura_PA2449-1_Pae_G1a_.CEL	0	1.0113	3.0689	3.8337	0.83452	0	5.2906	0	0	4.2437
GSM1306128_Nomura_PAO1_KG-1_Pae_G1a_.CEL	0	0.93781	1.914	0	3.6653	0	0	0	0.18288	6.7719
GSM637573.CEL	0.3612	0	0	3.7938	6.6039	0	0.50776	0	0.16821	0
GSM567666.CEL	0.3612	0	0	3.7938	6.6039	0	0.50776	0	0.16821	0
1_12hr_CSV86(Pae_G1a).CEL	0	0	5.9468	0	7.6082	1.1984	0	0	0.45352	2.2097
GSM567670.CEL	3.6361	0	0	0	6.8501	0	0.09887	0	0.38941	0
Pae_Fe02_13.CEL	0	0	1.8183	0	9.4703	0	0	0	0.047322	0.29178
GSM994500_HM4-replicate-02.CEL	5.674	0	0	2.6782	7.2438	0	2.1649	0	0.014268	0
GSM637592.CEL	6.5937	0	0	0.23554	6.625	0	1.3576	0.14349	0	1.3456
GSM637587.CEL	4.2797	0	0	3.0267	7.6292	0	1.0202	0	0.18555	0
GSM567688.CEL	4.2797	0	0	3.0267	7.6292	0	1.0202	0	0.18555	0
GSM637588.CEL	4.5919	0	0	3.1073	7.796	0	1.1727	0	0.14544	0
GSM567689.CEL	4.5919	0	0	3.1073	7.796	0	1.1727	0	0.14544	0
GSM743006_PAO1-PC24-c.CEL	0	0.063269	1.4432	0	4.1032	0	0	0	0.27384	7.132
GSM954582_Nomura_PA2449-3_Pae_G1a_.CEL	0	2.322	0.91449	5.6887	0	0	6.6673	0	0	3.3609
GSM743004_PAO1-PC24-a.CEL	0	0	1.58	0	3.9114	0	0	0	0.27423	7.0304
1_9hr_CSV86(Pae_G1a).CEL	0	0	5.3058	0	7.573	0.78602	0	0	0.54044	2.0824
GSM807327.CEL	0	0	4.674	0.21901	6.3359	0	0	0	0.21328	4.2737
Pae_Fe02_15.CEL	0	0	1.8806	0	8.7117	0	0	0	0.072318	0
Pae_Fe02_14.CEL	0	0	1.767	0	9.146	0	0	0	0.022178	0
