	0	1
GSM560759.CEL	2.2174321026955486	2.7975444510751464
GSM1889281_D-Hyp_02.CEL	2.2229187383249225	2.7925267853246383
GSM1267092_HZI1955_Pae_G1a.CEL	2.2253572430490887	2.790296711657746
GSM774135_B6-0_3.CEL	2.2292921029449015	2.786698183695261
GSM2070517_OCio-07-MutS-1-d94-cipro-Pae_G1a-a1.CEL	2.2307330375546357	2.7853804128920974
GSM794228_A29.CEL	2.2445881780328514	2.772709539784755
GSM741213.CEL	2.2459736920806734	2.7714424524740204
GSM208610.CEL	2.26005051480654	2.758568845396961
GSM208617.CEL	2.2616022905401003	2.757149707608938
DC3.CEL	2.2730189262941503	2.7467089081684883
GSM2070501_OCio-06-Pao1-B-Cip-D94-3-Pae_G1a-a1.CEL	2.2767875245042246	2.743262430683291
GSM838220_PAO1-5344-4_Pae_G1a.CEL	2.280279019904735	2.740069370660241
GSM251201.CEL	2.283216309686117	2.7373831455614837
GSM1958026_L-lysine_1.CEL	2.2847126648577643	2.736014691265891
MSC_10.CEL	2.286984907896192	2.7339366680762867
GSM1267111_HZI1977_G1a.CEL	2.2873174312676685	2.733632567121711
GSM743006_PAO1-PC24-c.CEL	2.2881487396963616	2.7328723147352703
GSM251203.CEL	2.2904209827347892	2.7307942915456658
GSM838210_OXYR-PM-3_Pae_G1a.CEL	2.2919727584683494	2.729375153757643
GSM546246.CEL	2.2928040668970424	2.728614901371203
fos1_anaerobic_Pae_G1a.CEL	2.297681076345374	2.7241547540374182
GSM743008_PAO1-SC24-b.CEL	2.301782197926926	2.720404175597645
GSM856031_PA01.CEL	2.3081555625469052	2.7145755739682675
GSM821086_HZI0141_Pae_G1a.CEL	2.3124229458141956	2.710672945051206
GSM637573.CEL	2.3151385533479254	2.708189453922167
GSM92166.CEL	2.328217805959361	2.6962281497088356
GSM45591.CEL	2.3301575256263116	2.6944542274738077
GSM546277.CEL	2.330822572369266	2.693846025564655
GSM208613.CEL	2.3321526658551748	2.69262962174635
GSM864521.CEL	2.334424908893602	2.690551598556746
GSM871967.CEL	2.334702011703166	2.690298181094599
GSM1191068_sphR-surf-1.CEL	2.3360321051890756	2.689081777276294
GSM567671.CEL	2.3385260304751543	2.6868010201169725
GSM1267105_HZI1971_Pae_G1a.CEL	2.338747712722806	2.686598286147255
GSM625978.CEL	2.350275189600681	2.676056119721946
20mM_CF600.CEL	2.3514390214008505	2.6749917663809297
GSM767704.CEL	2.353323320505888	2.673268527638331
GSM349047.CEL	2.3636315450216805	2.6638413980464684
GSM1958037_Glutaric_acid_2.CEL	2.3656266852505436	2.662016792319011
GSM261926.CEL	2.3669013581745397	2.660851071993135
GSM546244.CEL	2.3816432276433606	2.647369263006923
GSM92175.CEL	2.384026311805614	2.64518987283246
GSM838218_PAO1-5344-1_Pae_G1a.CEL	2.3947224802547966	2.6354079587935915
GSM994497_PAO1-replicate-02.CEL	2.3984356579029584	2.6320121648008237
GSM243224.CEL	2.4075800506185807	2.623649388549978
GSM334314.CEL	2.4086330412949253	2.6226864021938194
GSM567683.CEL	2.413620891867083	2.618124887875176
GSM743007_PAO1-SC24-a.CEL	2.4240399575067006	2.6085963912984553
GSM261937.CEL	2.426035097735564	2.6067717855709978
GSM1553187_Persisters_C1.CEL	2.4283627613359045	2.604643078888964
GSM711451.CEL	2.439945658775693	2.5940502289712253
GSM774148_B38-1_1.CEL	2.4463744439575845	2.588170943849419
GSM897995_MHH0094_Pae_G1a.CEL	2.4478707991292317	2.586802489553826
Pae_Fe03_17.CEL	2.4497550982342693	2.5850792508112272
GSM774157_B38-6M_1.CEL	2.4545212665587752	2.5807204704623015
GSM663162_Pae-Mix-1_5-22-07_S2.CEL	2.4556850983589453	2.5796561171212846
Overhage10003_Pae_G1a.CEL	2.4571260329686804	2.578338346318121
GSM2070491_OCio-05-MutS_A_d94_2-Pae_G1a-a1.CEL	2.4585669675784145	2.5770205755149576
GSM625979.CEL	2.4595645376928457	2.5761082726512288
GSM349048.CEL	2.4638319209601365	2.5722056437341676
GSM429480.CEL	2.486720613030149	2.5512733613608374
GSM1958029_D-Lysine_2.CEL	2.4894362205638787	2.5487898702317984
GSM854800.CEL	2.4899350056210947	2.5483337187999338
L_14.CEL	2.491375940230829	2.547015947996771
GSM198190.CEL	2.4989685572128915	2.540072309533947
GSM1420991_PAO1_control2.CEL	2.5017950058704472	2.537487451420049
MSC_04.CEL	2.5025708937372277	2.5367778825260374
HH-PA14_7-6-09_7-8-09_s1.CEL	2.5050648190233065	2.534497125366716
GSM954580_Nomura_PA2449-1_Pae_G1a_.CEL	2.52235603434012	2.5186838757287524
GSM567542.CEL	2.525016221311937	2.5162510680921426
Van_Delden_Kohler_0311_BAL6_3.CEL	2.536211174818335	2.50601300262141
GSM1419146_PAO3_FOX.CEL	2.5371533243708537	2.505151383250111
GSM261922.CEL	2.5467965021436916	2.496332455567401
GSM242676.CEL	2.5579360350881775	2.486145073589097
GSM741205.CEL	2.5607070631838207	2.4836108989676284
Van_Delden_Kohler_0311_BAL6+_3.CEL	2.561870894983991	2.4825465456266116
GSM617300.CEL	2.5741742597286463	2.4712948103072914
GSM307123.CEL	2.5853692132350443	2.461056744836559
GSM462353.CEL	2.5977834191035254	2.44970364253238
PA14_cDNA_labeled_4-09-08_S2.CEL	2.6013857556278617	2.446409215524471
GSM2070496_OCio-01-Pao1-B-D94-1-Pae_G1a-a1.CEL	2.6023279051803807	2.4455475961531716
FT2_aerobic_wdh_Pae_G1a.CEL	2.6060965033904546	2.4421011186679746
GSM625973.CEL	2.6083687464288823	2.44002309547837
GSM1662234_WFPA510_3.CEL	2.6187323915065877	2.4305452823940783
GSM741207.CEL	2.62787678422221	2.422182506143232
GSM199983.CEL	2.6299827655748986	2.420256533430916
GSM2070510_OCio-15-PAO1-3-d94-Pae_G1a-c1.CEL	2.6490474388729233	2.4028214120352134
SJ16_Treated_1.CEL	2.6580255699028075	2.3946106862616547
GSM774160_PAO1a.CEL	2.6668374392469523	2.386552010965385
Van_Delden_Kohler_0311_PT5_1.CEL	2.66910968228538	2.384473987775781
PA01_Control_1.CEL	2.672434916000152	2.3814329782300185
GSM685449.CEL	2.6863454770402804	2.368711421630247
GSM198191.CEL	2.6900586546884417	2.365315627637479
MSC_05.CEL	2.695489869755902	2.360348645379401
GSM393045.CEL	2.69970183246128	2.3564966999547687
GSM252505.CEL	2.70995463641516	2.347120253855335
GSM1420998_dnr_control1.CEL	2.7244194030744167	2.33389186233127
GSM1608072_Biofilm+12hrtobra_rep3.CEL	2.7263037021794543	2.3321686235886707
GSM822713_delta_cbrBLB_B.CEL	2.7318457583707407	2.327100274345734
GSM821095_HZI0150_Pae_G1a.CEL	2.7472526745825165	2.3130102634503693
GSM774139_B12-0_1.CEL	2.766594450690105	2.2953217245925197
