	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
GSM199985.CEL	1.8763	0	0	6.204	2.0221	0.14822	0	0	0	0	0	0.24939	0	0	0	0	3.2578	4.0935	0	0	0	1.3206	0	4.5544	2.1409	1.4874	0	0.22542	6.2017	0.38143	1.3354	0.26623	0.80796	0.033648	3.572	0	0	0	0	2.8118	1.1912	0	0	3.7284	0.5501	0	0	0.055845	0	0	0	2.1034	0.68721	2.6679	0	0	5.9206	1.2805	2.1151	0	0	0.0078032	0	4.8446	0.023963	3.9528	0.33109	0	8.6787	0	0	0.021549	0	0	0.61576	0	0	0	0	0	7.3716	0	0	0.56878	1.8355	0.38294	0	0.10133	0.090657	3.5117	0.25135	0	0.060984	0	0	0.072877	0.38979	0	0.28134	0
GSM2055818_7629_B-_20130705.CEL	0.63359	0	0	1.7423	5.2477	2.3149	0	0	0	0	0.10646	4.8571	1.1983	0.1515	0	0	2.2901	4.3083	0	0	0.027052	0	0	1.1128	1.4238	0	0	0	5.5081	0	0	0.73064	0.31086	0	0	0.029832	2.7661	0	0	2.4438	3.5069	0.41748	0.52181	5.9465	0	0	0	3.5352	0	0.56553	0	0.66393	0.094726	0	0	3.8332	0.17801	1.524	0	0	0.12461	4.3013	2.4029	0	0	0.38059	2.8987	0	2.1138	2.6377	2.1973	3.5856	0.58281	0	0	0	2.911	0.70564	0.88354	0	6.0874	0	3.2496	0	0.17543	0.61766	2.6435	0.90235	0.23095	3.2396	0.19074	0	0.49013	0	0	0.19224	0	0.22228	0.053411	3.6019
GSM900179_F2_Pae_G1a_.CEL	3.7257	0	0.12041	0	0.81208	3.1903	2.3492	0	0.69275	0.27306	0	0.67511	0.3506	0.89451	0.24202	1.5444	0.36785	0	0	6.3056	6.2204	0.87256	5.8784	2.2422	0.76205	3.6716	0	0	0	0.81534	0	1.3341	1.3906	1.3035	0.97067	0	0	0	1.35	0	1.0965	5.6241	0	0	0	0	0	0	0.55598	0	0	0.35591	0	4.922	3.728	0.6963	0.5188	1.0757	0.40788	0	8.497	0	0	0	3.873	0	1.354	0	0.4976	9.0414	0	2.3457	0	0	0	0	0	0.058188	0	0	0.5224	0	2.0628	0	1.3309	0.2901	0.70322	3.627	0.52835	0.1413	1.4788	0	0	0	0	0	0	0.63528	0	0.15986
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	0	0	5.8133	0	0.42397	0	0	0	2.4191	0.92126	1.883	0.81964	0	0.14596	2.2615	0	0.71921	2.3029	0	2.959	0.98545	0.18348	0	0.19394	0.5225	2.3402	0	0	0	6.2266	0	0.36408	0.24099	0.61623	0	0	0	0	4.1034	0	2.6838	5.2189	0	0	0	0	1.8039	0	0	0	0.20454	1.2657	0	5.428	0	0.0177	6.4477	0.31323	0	0	0.95333	0	0	4.252	0.40503	1.605	1.8487	0	2.4283	0	0	0.86058	0	0	0	0	0.37639	1.1818	1.1981	0	0	0	0	0	9.2744	0	0.54847	0	0.24815	0	1.513	4.6003	6.1881	0	0.5749	0	0	0	0.052285	0
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0.85767	1.6155	2.8257	0.1139	0	0	0	0	0.30243	0	0.31303	0.3844	5.0378	0.35216	1.0058	0.79571	0.067446	1.3092	0	0	1.363	0	0	0	0	3.5465	1.2601	1.5972	0	0	0	2.0983	0	1.8111	0.50636	1.5839	0	0	2.6439	0	0	2.4281	0	4.8791	0.55172	0	0	3.4401	0.50339	0	0	0	2.4041	0	0	3.0637	0	0.5918	0	0	0.1053	1.4676	3.561	1.319	0	0.41102	1.7597	0	1.1351	0.27986	4.0342	5.8168	0	2.0566	0.11297	0	0	0	0	0	1.8123	2.0224	3.7856	0.94926	1.3293	2.6375	5.2049	0	0.97575	0	4.8472	0	0.56845	0	5.5179	0	0.37906	0	6.2834	7.5788
GSM821495.CEL	0	0.31319	4.0216	0.58352	0.80611	3.9294	0	0.038451	0.28607	0	0	0.073985	0	0	0	0	0.8036	3.4934	0	0	0	2.8319	0	1.2372	2.709	5.2819	0	0	0.67956	3.6659	1.701	3.0328	0	0.31577	0	0	0	0	0	0	0.39658	0.18758	0	5.2357	5.8503	0.68869	0	0	2.6345	0	1.9783	0	4.9515	3.0266	0	0.90947	6.5456	0.83493	0.40258	0	0	0	0	3.6511	0.084612	5.3789	0.093011	0	4.8279	0	0	0	0	0.25461	2.7213	0	0	0	0	0	2.5124	0	1.3863	5.9397	7.7746	0	0	0	0	1.0594	0.62044	0	0	0	0	0	0.10748	0.21884	0	0
GSM822689_wtBSM_A.CEL	4.789	0	2.6612	0.18801	3.2134	0.26279	0	0	1.3154	0	0	1.0304	0	0	0.49712	2.5099	0.59038	0.50352	0	0	0	0.23603	0	0.17598	0.43497	1.1834	0.75883	0	0.08217	0	0.69502	0	0	0.6355	4.7361	0	0	0.94301	3.5929	0	0	0.50896	0	3.7689	1.4028	1.037	0	1.3287	0	0	0.34566	2.64	7.1201	2.7781	0	5.6204	0	0.58857	0	1.3744	0.62852	0	0	0	0	0	0.18667	0	4.1034	0	1.3979	1.9403	0	0.5654	0	0	0	0	0	0	5.0377	4.3609	5.1414	4.4511	6.088	1.5887	0	0.023269	1.6623	0	2.8853	0.12558	0	0	0	0	4.3888	0	0.40689	0
GSM560759.CEL	0.85759	6.1721	2.1179	1.3642	0.40964	0	0	4.2039	0.015191	0	0	2.2055	0.68721	1.5611	0	0	0	0	0.27938	2.4673	1.8958	0	0	4.452	0.37969	0	0	2.104	0	4.6195	1.1088	1.2372	0.11961	2.6625	2.4044	0	3.4172	0	0	0	0	1.2781	0	0	0	0.054878	0	0	0	1.2759	0	0	0.58902	5.7595	0	0	0.52315	5.2773	0.94575	0	0	0	5.7197	0	2.4672	2.68	0.36874	0	4.4403	0	0	0.47811	0.63973	0	0	0	0	0	5.4558	0	0.11322	2.2813	0	0	4.679	2.9983	0.33537	0	0	0.59675	4.7336	0.89881	0	0.015068	0.31633	0	1.6995	0.0088904	0.52119	0.71761
GSM2070494_OCio-14-MutS_A_d94_cipro_2-Pae_G1a-a1.CEL	1.5016	0	0	1.0223	0	4.8444	0.11144	0	0	0	0	0	3.8312	0.06487	0	0.6281	0.85905	0	0.41628	0	0	6.157	0.77837	0	0	0.50875	0	0	0	0	0	0	2.0827	2.9541	0	3.2665	0	0	0	2.2326	3.6581	1.4746	0	2.735	1.1682	0	0	0	1.1594	0.99427	0	0.7569	0.44359	0.018059	5.43	0.040903	0.50849	2.0161	0	0	4.0201	0	1.485	0	1.2182	0	0	0	0.48081	0.16965	0.071484	2.8178	0	0	0	0	0	0	0.076578	1.2014	0.14268	0.25423	5.4905	1.1959	0.98657	0	5.3461	0	0.42359	4.1997	1.6336	3.6099	0	0.96239	0	0	1.1911	0	0	2.3676
GSM1267104_HZI1970_Pae_G1a.CEL	0	0.6273	0	0	3.3768	0	0	1.053	0	0	0	0.94407	0	0	0	0	0	3.0342	0	0.26469	0.13776	0.40592	0	0.0038997	0.49785	3.7638	0	0	0	0	0	3.0799	0.032693	0.43198	0.64867	0.20938	0	0	3.8862	0	0	0.035837	0	4.1665	0	0.55517	0	0.12339	5.9737	0	0.1871	0.20412	2.0675	2.4642	0	0.31565	0.27538	0.13033	0	0	4.389	0.74004	0.43016	4.9554	3.6938	0	1.3224	0	2.9612	0	0	0	0	0	0	3.6406	0	0.048977	0	3.0622	3.5551	3.1779	4.0533	0	2.7941	1.4102	4.5754	0.68982	0	1.0471	0	0	3.8093	1.968	0	2.8557	0	0	0.53517	0
