	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299
GSM774161_PAO1b.CEL	0	1.4503	0	1.0611	4.025	0	0	0.23296	0.69857	0.4749	0	3.5811	0	3.5018	0	1.089	0	0.0024714	1.3304	0	0.023584	0.2126	0	3.7791	0	3.0626	0	0.0025541	4.2326	1.8315	2.5407	0	0	0.61088	0.07292	0.29755	0	0	2.6652	1.5362	0	0.084677	0.57574	0	3.1572	0.78034	0.52542	1.9816	0	0	2.8456	1.4795	1.213	0.19435	0	3.656	0	0	0	0.40555	1.0842	2.7294	0.50322	1.6944	0.1836	0	0	4.5617	0	0.88016	2.3018	2.5624	0.32062	0.209	0.13211	0	0	1.5404	5.0064	0	1.5504	0	0	0.45692	0.061356	0	0.69609	0	0	0.056273	0	0.74088	1.1046	0	1.5323	0.077454	0	1.994	6.3559	0.19681	2.4855	0.68646	0	0	0	0	0	1.2606	0	1.407	0	2.4884	0	0	0	1.3443	0	0	0.62532	0.83577	0	2.4718	0	4.6222	1.3085	1.8379	0	0.30918	3.6904	0	0.18306	1.5938	2.0333	0.61813	0	0	0.4	0	0	0	0.29764	4.895	0.075915	0.66972	1.2203	0	2.1553	1.8642	3.7039	0	0	0	0	1.1321	0	0	3.7423	0	3.6443	1.6985	0.61912	0.42868	0	1.0242	0.18371	0.056816	0	0.87024	0	2.6443	0.76928	0	1.9545	0.33817	0.22409	2.1007	0.30674	0	0.29701	0.69989	0.20923	2.4641	0.014882	0.30074	0	0	0	0	0.22817	0.87955	0	1.8712	2.9308	3.729	0	0	0	4.5448	0	0	0	0.2093	0	0	0	0.15487	2.6095	0	0.0057618	4.3444	0	0	0	0	0	0.97031	0.096899	4.1779	5.6376	0.87894	0	0	6.1409	2.8663	0	0	4.0385	1.1061	0.54141	2.1722	0.12018	0	0	0.25198	0	0.87052	3.2308	2.8719	3.3224	0.18565	0	0.048729	1.5341	0	0	0	0	0	0	0	0	1.5329	2.8029	0	0	0.49772	0	0	3.4524	0.14168	0	1.0457	0	0	0.2652	0.77401	0	5.4854	4.226	1.1831	0	0	0	0	4.2425	0.46116	0	2.031	0	0	1.7866	0.44731	0	0	0	0.37049	0	1.0323	2.9501	4.1109	0	0	0	0	1.3148	0	0	0	1.5078	1.0392
Overhage3002_(Pae_G1a).CEL	0	0	0	0	0	0	0	3.6564	5.0126	0	3.5179	4.7455	0	0	0	3.0323	5.8079	0	0.85762	0	0	0	0	0	0	1.0283	0	0.27419	0	1.8873	0	0	4.1541	2.1186	0	0.32825	0	0	1.2834	3.1109	0	0	0	3.2938	1.3052	0	0	1.175	0.45802	0.34083	0	1.7886	0	4.6139	0	2.8941	3.5997	0	0.5808	0	3.2291	0	0	0	0	0	3.6165	0.26686	7.2194	0	0	0	0	0	0	1.2118	1.4258	6.0171	0	0	6.1483	0	1.0547	0	0	0	1.0194	0	0	3.9166	0	0.53805	0	0	0	0	0	4.524	4.2908	0	0.75236	0	0	0	0	0	0	0	0	0	1.9123	1.0225	4.8748	1.1465	0	0	0	0	0.68825	0	0	3.3947	0	0	0.2208	0	3.0756	4.8109	0	0	0.38744	0	0.91311	0	0	1.1838	0	0	0	0	0	0	0	0	0	1.9078	0.02948	0.63843	0.51851	0	0	3.0472	0	0	0	0	0	2.3029	4.9975	0	0.22391	0.066504	2.5644	0	5.8785	0	0.21381	6.4724	0	0	0	0	0	0.23316	5.6951	0	3.1869	0	0	0.25956	0	0	0	0	0	0	0.30327	0	0	0	0.80832	0	0	0	3.9727	0	0	3.4246	0	0.65538	0.59924	2.7182	0	0	3.5127	3.331	3.5397	0.065658	0	0.92952	0.77047	0	0	0	0	1.4072	0.44041	0	0.01038	0	0.75398	0	0	0	0	0.58941	0	0	0.0044428	0	8.6286	2.2251	0	0	0.1843	0	1.2063	0	0	0	2.476	0	2.7535	0	0	0	0	2.4149	0	1.1999	0	0	0	0	3.3977	0.16731	0	0	0	0.59344	0	0	5.7523	1.5314	3.5509	0	0	0	0	2.1786	0	0	0.88556	2.8152	0	0	0.90003	0	0	0	6.7267	2.0331	0	0.62927	2.0076	0	0	0.30106	0	0	0	0	2.4274	3.3522	3.9668	0	0	0	0	0
GSM432861.CEL	0	0	0	2.4413	5.3293	0.41801	2.3629	0	0.033464	0	0	3.9865	0	0	0	0.54669	0.48916	1.4093	0.34467	0	0.084787	0.62874	0	3.272	0	5.6007	1.9831	0.10601	3.4199	0	1.8011	0	1.514	0.26288	1.5675	0.059367	0	0	1.7915	1.193	0	0	0	0.53251	0.35739	4.1096	0.094391	1.6013	0	0.4706	4.2635	1.3019	0.98002	0	0	3.087	0	3.2538	0.10188	0	4.9635	0.26442	0	0	0.37885	0	1.324	4.4671	0	0.66071	0.52865	2.6619	1.0122	0.080297	0	0	0	0.75068	3.8942	0	1.4228	0	0.24456	1.5178	0	0	1.4296	0	0	0.77196	4.274	0.4289	0.13975	0.15882	0	0.81086	0	0.01863	5.8523	0	4.8282	0	0	0	1.2138	0	0	1.5264	0	0.22734	0	1.0129	0.49231	0	0.45691	3.7691	0.22622	0	0.47091	1.4058	0	2.2169	0	3.2219	0.13832	5.0348	0	0	0	2.7657	0	2.4719	0	0.53634	1.9099	0	0	0	0	0	0.069803	3.1546	0.64625	1.775	1.4842	0	2.049	0.33879	2.5918	0	0	0	0	0.20369	0	0	3.2564	0.84165	4.0182	2.6726	0	0	0	4.1385	0.29573	0	2.7639	0	0	2.2836	1.4817	0	0	0.47017	0	2.5261	0.26772	0	0	3.0067	2.2111	0	1.0752	0.16791	0	0	0	0	0	0	0.052946	0.2493	2.2786	0.92342	2.2989	0	0	4.9036	0	0	0.40147	0.78976	0	0	0	0	4.6174	0	0.00078174	0.97319	0.62846	0.069325	0	0	0	0	0	2.8503	3.5435	0.88751	0.50918	0	1.3037	0.91381	0	1.8101	0	0.49572	1.0472	1.0053	0.052934	0	1.283	4.1681	1.9551	1.0646	4.0335	2.66	0.11646	0	0	2.0886	0.86567	0	1.4782	0	0	0	0	0	0	3.1666	2.4909	0	0	0.9209	0.14233	1.9758	0.74191	0.095304	0.49439	1.9591	0	0.54046	0	0	0.061004	3.4612	5.337	0	0	0	0	0.62625	0	1.3505	0	0.74797	0	0	5.9246	0.18694	0	0	0	0.27455	0	0.2964	0.191	1.9623	0	3.4775	0	0	0.76777	0	4.429	0.090743	1.8124	0
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0	1.337	0	0	0	0	0	0.81105	1.6324	0	0	1.6798	0	0	1.0053	3.3224	0	1.6255	0	0	0.22943	0.24298	5.313	3.6356	0	0.73658	5.371	0.64852	1.2628	1.9003	0	0.67167	1.823	0	0.72608	0	0	2.6544	0	0.79465	0	0	0	0	0	2.344	0.56987	1.9375	0	2.9631	1.8855	1.376	2.7439	1.6003	0	3.0346	0	0.39766	2.052	0	4.7577	0	1.8453	1.4264	0.769	0	0.56614	0.053972	2.3174	0	0	0	0.31226	3.0678	0.96451	0	0	2.0531	3.0368	0	0	0	0	0	0	0	2.4165	0	0	0.50133	2.644	1.3002	1.9329	0	0	0	0.3974	0	4.9517	0	0.42822	0.49057	0	0	5.2859	0	0	3.6961	0.086694	0.17021	0	2.6966	1.1046	0.59845	0.26549	6.3354	0	0	0.14209	1.7303	0	0	0	0	1.0169	1.698	0	0	0.82931	0.99736	0	0	0	0	0.8273	0	0	0	1.5628	1.2363	0.75535	2.7079	1.8803	5.7916	4.6885	4.5525	0	0.045695	0	0	0	2.1877	0	0	0	0.84774	1.2094	2.9356	5.4149	4.1915	0	0.20936	0	1.8346	1.2128	0	0	0.85443	0	0	0	0.37624	0	0.2548	3.8055	1.4564	0.017889	0.52442	0	0.15801	0.19554	0	4.5111	0	0.80581	0	1.6719	0	3.252	0	0	0	3.7121	0	6.8799	0	0.39815	1.1644	0	0	0	0	0.32218	0	0	0.1873	2.8926	0	0.88886	1.8264	2.1488	0.067014	0	0.79496	0.83211	0	0.60527	0	2.832	2.3726	2.8607	0	0	0	0	0	0.47681	0.027658	0.41223	0.29906	1.2783	0	0	0.042601	1.7795	0	1.7661	4.0473	2.8263	0	2.1316	1.3274	2.8318	0.27399	0	0	0	1.3416	0	0.27847	0	0	1.7433	0	0	1.9882	0.67528	0.2376	1.6345	0	2.7539	0	0	0	1.3296	3.0569	0	1.7939	7.8289	0	0	1.3952	0.98583	0.29804	0	1.9304	0	0	0	0	0.40166	0.68968	1.558	1.7753	0	0.19895	0	0.34092	0.082849	0	0	0.68502	1.4583	0.092001	1.936	2.5515	2.1253	0	1.1154	0
GSM1517347_MK-1.CEL	0	0	0	0	0	4.2085	0	1.7203	0	0	0	3.5555	0	0	0.11228	0	0	0	0	0	0.086172	0	0	0	0	0	2.7911	0.50723	0	1.7354	0	2.4063	3.803	3.6583	0	1.0295	2.3638	0	5.2514	0	0	0	0.84057	1.6883	2.9919	0	0	0.36836	3.2252	0.064955	0	0	0	0.065585	0	2.6493	3.325	0	0	0	4.3707	0	3.2501	0	0	0.036732	1.0377	0	2.1574	3.1481	0.306	0	0.15856	0	0	0	0	0	0.80703	2.1919	0.4614	0	0.47074	0	0	0	0.31621	0	0	0.51784	0.36796	0	0.99651	0.067894	0	0	0	0	0.30845	0	0	0	0.025491	0.72359	2.4445	0.081574	4.4156	0	0.070947	0	4.3751	1.6572	0	1.4463	3.5267	0.76913	0	0	0.18763	3.5807	0.028232	0.8385	0	0	0.0076058	0	0	0	0.9775	0.025927	0.13325	2.7617	0	1.9677	0.3207	0	0	0	1.0726	0.035608	0	0	3.2297	0	0.56352	0	2.9677	0	0	3.8713	4.3211	1.5979	0	3.6256	0	0	0	5.3308	2.2654	2.0216	1.2577	0.27805	1.9696	0	2.1622	1.5181	0	0	0	0	2.051	0	1.3518	0.93423	0	0	0.94019	0.47199	6.5568	0	0.11085	1.2137	2.1754	0.60641	0	0	0	0	0	0	2.311	5.414	0	0	0	0	4.1339	0	0.56172	0.48622	0	0	4.0137	0.3664	0	0	1.4384	0	2.2146	0.52839	0	0	0	0.89222	0	0	0.34836	0	0	0.42876	4.7546	3.0326	2.7984	0	0	0	0.86406	0	0.25536	0.93552	0.89265	1.1753	4.5209	0.23323	0	0	1.3511	0.22142	0	0.12475	0.35098	0.047154	2.562	0.02051	0	2.8367	0	1.1189	0.30532	0	1.2174	0.035841	0	0.75316	3.7112	0.37178	0	0	0	0	4.4761	0	4.9361	0	0	3.5159	0	0	2.0884	4.6197	0	2.949	0	2.5483	0.077144	0.51919	0	1.3936	1.1386	0	0	1.1982	0	0	0	0	0	1.4285	1.6625	1.9162	0	0	0.71371	0.10464	2.2368	0	2.0855	0	0	0
GSM462063.CEL	0	1.6494	0	0.92391	0	1.9327	0	0	0	2.6121	1.234	0	0	0.19222	0	0	1.9187	0	2.7152	0	0	0	0	0	0	0	0	1.5248	0	6.7952	0	0	3.0042	1.1246	0	1.564	0.10561	0	0	0	3.879	0	0.00086176	3.9002	0	0.10759	0.12773	0	0.36685	1.0202	0	0.52782	0	1.5954	0	4.8673	0	0	0	0	2.5025	0	0	0	0	0	1.5651	0	0	0	0	0	0.037074	0	0.53578	0	0	1.9868	5.601	0	0.57105	0	8.7561	2.7652	0.11502	0	0	0	0	0	0	2.7754	0.53588	0	0	0	4.6827	0.38722	0	0.066232	0	5.0356	5.1767	0.46714	3.8347	0	0.48228	0	0	0.13759	0	0	0.87437	0	5.4545	0.52539	0.89428	0	0	1.9191	0	0	0	0.1664	1.4166	0.081502	0	4.1071	0.77696	0	0.56315	0.27776	2.7552	1.2131	0	0	0	0.59455	0.00058866	0.059725	0	0	0	0	0	0	0	0.71714	0	0	4.5817	2.9659	0	0.15177	0	0	0	4.8855	1.7992	0	0.43993	0.20355	1.4012	0	0	1.8381	0	4.0787	0	0	4.1266	0.84893	3.0052	0	5.8818	0	0	0.054525	3.5559	0	0.18799	0	0.18312	0.27899	0	0	0	0	8.1155	0	0.37312	1.9702	0.16312	0	0.75506	3.7904	2.8406	0	0.84414	0	0	0	0	0.89558	2.3332	0	0.20682	0	0	0.34218	1.1066	0	0	0	0.13522	0	0.11583	1.0979	0	0.99629	0	1.2175	1.5246	0	0	0	0.096818	0	0.10275	0	0	0	4.6584	0	0.88387	0	0	0	0	0	3.2055	0	2.379	0	0	2.6175	2.7039	1.2944	0	0	4.1396	0	0.12486	0.11438	3.4518	0	0	2.1725	0.05545	0	0	0	0	2.7327	4.4178	0	2.4046	0.04547	2.8717	1.0308	0.27061	2.438	0	0	0.4266	0	2.8047	0.26221	1.0956	0	0	0	2.8079	0	0	0	1.9057	0.94059	0	0.92612	0	0	1.4277	0	5.4686	0	0	0	0	0
GSM591623.CEL	0	0	0.44382	1.6555	0.2915	4.2069	0	0.43436	0.21874	4.4822	3.9248	0	0	0	0	0	3.3324	4.6783	0	0	0	0.3072	1.1804	0.058102	0	0	0.22605	0.54289	1.1313	5.1958	0	0	1.9067	0	0.22928	2.248	0	0	0	1.787	2.3086	0	0.40391	0	0	0.091931	0	0	0	5.8277	0	0	0.30619	2.7104	0	3.9378	0	0	0	0.32464	1.7925	0.27532	0	2.5698	0.50682	0.10914	0.44285	0	0	0.67825	0.17928	0	0.033126	0.5725	3.418	0	1.6588	1.3621	1.2741	0	0	0	5.0775	1.9071	0	0.42487	1.4372	0	0	0	0	0.42005	1.4205	0	0	1.2452	1.6149	2.5406	0.45496	0	0	1.4064	3.0762	0	5.9898	0	0	0	0	1.1625	0	3.9034	5.3954	0	0	1.5689	0	0	0.70447	3.2693	0	0	0	0	0	0.024759	0	1.9052	0.87987	0	0.85671	0	0.43499	0.95045	0	0	0	2.3944	0.73442	0.79333	0	0	1.7457	0	0	0	0	3.1085	0	0.58543	0.051686	4.848	0.4074	1.1672	0	0	2.394	2.0632	3.5147	0	0	0.30254	0	0	0.61053	0	0	1.7917	0	0	0	2.226	0	0.40789	2.5863	0	0.73039	0.19738	0.85883	2.7464	0	0	0.41996	0.63117	0	0	0	0	4.7932	0	0	0	0	0	5.2707	4.7437	2.7406	0	0	0	0	0	0	0.66366	0	1.3737	0.81863	0	0	0	1.9197	0	0	0	0.66396	0	0	1.5437	0	1.8122	0.02051	0	3.5064	0	0	0	0	0	0.42181	0.6984	0.44698	0	0	0.75253	4.7285	0	0	0	0.84012	0.69197	2.9295	0	3.0271	0	0	1.5661	5.2513	0.15998	0	0.44661	0	0	0	1.1348	0	6.4135e-05	1.8084	3.0063	0	0	0.79963	0.83518	2.1829	1.2045	3.5532	1.3226	1.5094	0.93702	4.9938	0.91065	1.3298	1.4343	0.14819	0	0	0	4.6005	0	1.5422	0	0	0.15747	1.3706	0.53949	0	0.33586	0.092887	2.2558	0.095851	3.0194	0	1.1391	0	2.0757	2.2534	0	0	0	0	0
GSM199986.CEL	0	0	2.6828	0	0	2.241	0	1.3243	1.1381	3.4045	0	0	0	0	0	0	0	2.5384	0	0.3407	0	0.85129	0.85923	0	0	0	0	0.60445	0	4.2184	0	0.032829	0.53346	2.4203	0	0	0	0	0	1.3159	3.2497	0	0.45531	0	0.26925	0.30509	0	0.46319	0.78196	0.29303	0	0	3.7518	2.9089	1.4761	6.0121	0	0	0.10968	0	0.88158	0.003161	0	2.561	0.43519	0	0	0.068803	0	1.9245	5.288	0	0	3.2109	3.4695	0	0	0.43933	0	0	0	0	0.34598	0	0	0.41989	0.99527	0	0	0.30619	0	0	1.4659	0	0	0.74899	0.57247	1.288	0	0	0	0	0	0	4.5891	3.5833	0	0	0.15951	1.1447	0	1.217	2.6298	2.2693	0	0.53408	0	0	0.69724	4.8328	0.33059	1.1073	0	0	0.84395	0	0	0	0	0	1.1617	0	0	0.75512	0	0	3.9472	3.9891	0	0	4.5959	0	2.4567	0	0.57372	1.6587	0	0	0	6.3423	0	4.6573	0	0	0	1.8856	0	0	3.9842	0	1.1259	1.3758	5.1375	0	0.039636	2.0309	0	0	0	0	0	0	0	1.3109	0	2.1777	2.3187	0	0	0	0	3.4869	0	0	0	0	0	0	0	0.77676	0	0	0	0	0	0.39202	0.57127	0	0	0	0	0	2.3863	2.3765	0	1.0334	0	0	0	0	0	0	0	0	1.6173	0	0	0.20235	0	0	0	3.24	0	0	0	1.2987	0	0	0.16109	1.5765	1.3765	0	0	3.9668	0.68332	0	2.1518	0.96871	0.93537	0	0	0.69888	0.46875	0.079423	0	0	4.1461	0	0	4.0183	0	0	0	8.2787	0	0.14597	2.0014	0	0	1.4331	0	0	5.498	0	2.0303	1.3858	5.2726	0	1.5282	0.14977	0.21502	0.97163	0	0	0	2.6723	1.5432	0	0.080424	2.2716	0	1.1248	0.24482	5.5922	0	0.39597	2.1609	4.4478	4.8781	0	0	0	0	5.9071	3.4525	0	0	0	0	0.18022
GSM1958030_Cadaverine_1.CEL	0	2.8836	0	0.73991	0.83397	1.6018	0	0	1.0802	0	0	5.329	0	0	0	0	0	0.76043	0	0	0	1.0437	0	3.6405	0	1.3664	0	0.26963	0	4.5083	0	0	1.8569	0.41422	1.9989	0.13293	0	0.72557	0	7.0153	0	0	0.35359	0	1.2074	0.19529	0	0	0	1.6314	0	0	1.4476	2.8481	0	5.9411	0	0.11647	0.61209	0.80071	1.7789	0	0	0	0	0	0	1.7444	4.346	2.5178	2.0656	0	0	0.4455	5.0463	1.679	0	2.9233	0	0	0.44895	0	1.3567	0	0	0.20645	0	2.5676	0	0	2.8631	1.0859	0	2.4159	0.65298	0	0	5.2908	0.59621	0	2.1941	0	0.28218	0	0.25649	0.28746	0	0.7539	0.044719	0	0	0.76063	0.49308	3.3711	0	1.1455	0	0	0.53061	1.0572	0	0	0	0	0	0	0	1.6071	3.5728	0	0	0	4.9291	1.081	0	0	0.023458	0	0	5.2325	0	3.5746	0	2.2915	3.1117	2.2839	0	1.7495	0	1.309	0	0.56485	0	1.4524	0	0	1.7765	0.66059	4.9632	0	1.2897	0	1.7412	0.72029	2.8605	0	4.7509	0.043298	0	0	0	0	0	0.29968	0	0	1.6474	1.181	0	6.2423	0	0	0.1207	0	0	0	1.4311	0	1.3889	0	0	0	0	1.0119	0.055655	0	0	1.7633	1.264	0	0	1.6143	0	0	0	0.65938	0	0	0.50548	0	0	0	0	1.4534	0.21295	4.9697	0.577	2.3117	0.36929	0	2.6504	2.0622	4.7798	0	0	0	0	0	0	3.3296	3.6313	0	0	0.17845	1.02	0.018297	0	0	1.828	0	1.3811	0.86155	0	0	0.028229	0	1.2064	0	0	0.24545	1.5369	0	0	0	0.083832	0.89684	3.0823	0	6.5819	0	0.47193	1.1917	0	0	1.9629	3.3369	0	1.1593	3.3117	2.972	0	0.39757	2.0361	1.7641	0	0.26145	0	0	0.59089	0	0	0.57452	0	0.15081	0	0	0	0	0	0	0	0	0	0.52143	1.804	0	0.81347	0	0	0.44825
GSM1419138_PAO.CEL	0	3.6291	0	1.1232	0	5.3214	0	0.33006	0	0	0	0	0	0	0	0	0.39266	0	0	0	0.33139	2.7094	0	0.087783	0	0	0	0.82449	0	5.3948	0	2.1893	0	1.5643	0	0.11393	3.4904	0	0	0.42935	4.8061	0	1.4024	0	0	0	0.0048306	0.28504	1.542	0.072054	0	3.6544	2.9543	0.21093	1.4391	4.8454	0	0	0	0	0	0	1.8906	0	0	0.48565	0.94915	0	0	4.7576	1.2458	0	0	3.5845	4.7759	0	0	0.87208	1.8818	0	0	0	0.32791	0	0	0	3.0689	0	0	0	1.6062	0.9558	1.1908	0	0.52302	0	4.6587	3.3125	0	0.65271	0	1.4167	2.4646	0	7.2728	1.879	1.8538	0	0.44117	0	0	0.42542	6.0946	3.5041	0	4.685	0	0	0.12376	6.2564	0	0	0	0	0.817	0	0	0	0.71211	0	1.9578	0.15859	2.1401	0.98018	2.4755	0	2.574	1.7655	0	0	0.29307	1.9445	1.1647	3.1476	2.2957	0	0	1.7941	0	0	0.52426	1.1066	0	0.18358	0	0	0	5.6429	1.996	2.443	0	1.9908	1.1293	2.1303	0.10897	0	0.43834	0.31882	0	0	0	6.0742	0.23727	0	0.56189	6.8216	2.624	1.8693	0.14883	0	0	0	0.25517	0.4682	0.28095	0	0	0	3.522	3.9353	1.1676	0.4993	0	0	1.1512	0	1.2775	0	3.7049	0	0	0	0.060012	0.96298	0	2.6368	0	0	0	0	1.4759	0	0	0.82469	1.4317	0	0	0	0	0	0	0	1.3375	0	0	0	0.14124	2.544	0.47524	2.857	0.035461	0	1.6229	0.52272	5.9688	0	0	0	0.59743	0	0	2.5702	0	0	0.43381	0	0	1.1434	0	1.0706	0	0	0	2.1656	0	0.082603	0	0	0	0	0	0.23722	0	0	0	1.9781	0	0	3.1791	0	0	4.461	0	0	0.76724	0.73325	0	2.0933	0.62079	0	0	2.4289	0	0.78365	0	0	1.9357	1.6383	0	0	0	0.081603	0	0.12561	4.1704	0	0	0	0	0.33757
