	0	1	2	3	4	5	6	7	8	9
GSM261923.CEL	1.2862	2.3778	0	1.5306	0	0	0	0	7.1802	2.4369
GSM774128_CF333-2005b.CEL	0	0.021399	0.46373	0.42645	0	0	0	4.2362	6.5823	0.71005
GSM774110_CF173-2002b.CEL	0	0	0.52022	0	0.72221	0	0	2.9123	5.7856	3.4801
GSM617290.CEL	1.7954	0	2.1136	1.8338	0.53853	2.4615	0	0	6.1796	0.35277
GSM774131_CF333-2007b.CEL	0	0.27328	0.43717	0.50841	0	0	0	3.9595	6.8774	0.79391
GSM261921.CEL	0.72729	1.3389	0.20723	1.5873	0.043457	0	0	0	6.6825	2.8061
GSM546277.CEL	0	2.2009	2.1303	0	0	0	0	2.469	6.8592	0
GSM567680.CEL	0	0	0.034925	0	5.1233	0.39875	0	0	4.642	0
GSM637580.CEL	0	0.24437	3.2464	0	6.5463	0	0	0	5.4318	1.0131
FT2_anaerobic_Pae_G1a.CEL	0	0	0.27773	6.5235	2.6263	2.8617	0	0.55688	7.8952	0
GSM774118_CF333-1991a.CEL	0	0	0.52088	0.084907	0	0	0	4.8025	6.9809	0.051032
GSM774098_CF66-2008b.CEL	0	1.0354	0.43443	0.90649	0	0	0	4.0164	7.1857	0.39548
0.1_6hr_CSV86(Pae_G1a).CEL	0	0	0	0	5.8674	0	0.30113	0	6.8681	7.5462
GSM261922.CEL	2.2308	2.0988	0.031607	1.5736	0	0.69017	0	0	7.7253	0.47993
GSM774113_CF173-2005b.CEL	0	0	0.78979	0.43611	0	0	0	3.6089	6.6391	0.73092
GSM774096_CF66-1992c.CEL	0	0	0.34452	0.23647	0	0	0	4.3239	6.9023	0.40346
GSM261938.CEL	1.456	2.4312	0	0.3015	0	0	0	0	7.9742	0.15778
GSM774093_CF66-1973c.CEL	0	0	0.30515	0	0	0	0.53928	4.9394	6.8446	0
GSM774095_CF66-1992b.CEL	0	0	0.4069	0.02863	0	0	0	4.6553	6.897	0.28475
GSM637595.CEL	0.74604	0	0.91691	0	6.9342	0	0	0	5.3155	0
GSM567682.CEL	0.74604	0	0.91691	0	6.9342	0	0	0	5.3155	0
GSM774121_CF333-1997a.CEL	0	0	0.48876	0.058765	0	0	0	4.7633	7.2923	0
GSM994501_HM4-replicate-03.CEL	0	1.053	1.464	0	6.1977	0	0	0.050915	6.2528	0.057803
GSM774092_CF66-1973b.CEL	0	0	0.17685	0.1064	0	0	0.34615	4.7297	7.1493	0.36936
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	3.9741	0	2.4961	0.15039	0.39848	3.0642	1.4068	0	7.2296	0.074726
GSM774094_CF66-1992a.CEL	0	0	0.23237	0.56625	0	0	0	3.9174	7.1521	0.73696
GSM774130_CF333-2007a.CEL	0	0.13697	0.47432	0.33665	0	0	0	4.2327	7.8534	0.16156
GSM567681.CEL	0	0	0.15952	0	5.0778	1.2899	0	0	5.733	0
GSM774108_CF173-1984c.CEL	0	0	0.60444	0.61039	0	0	0	3.4225	7.4557	0.93099
GSM774125_CF333-2003b.CEL	0	0.059716	0.63288	0.22576	0	0	0	4.5809	7.9481	0.17516
GSM208604.CEL	2.114	0	0.15691	1.0017	0	4.195	0	0	7.6146	0.68677
GSM994499_HM4-replicate-01.CEL	0	1.1125	1.6419	0	6.0356	0	0	0.073492	6.7456	0
GSM617291.CEL	0.8306	0	2.1462	1.9256	0.8418	2.6412	0	0	7.0344	0.045293
GSM546267.CEL	0	1.7174	0.52163	0	0	0.15917	0.29686	2.2178	7.6589	0
GSM546266.CEL	0.25512	3.1194	1.3003	0.2128	0	0	0	0.67985	8.1718	0
GSM774091_CF66-1973a.CEL	0	0	0.29045	0	0	0	0.47381	5.0337	7.7536	0
