	0	1
GSM625974.CEL	-13.732	5.2603
GSM1517348_MK-2.CEL	-13.741	-0.80874
GSM897997_MHH0106_Pae_G1a.CEL	-13.855	-0.42099
GSM625975.CEL	-13.934	5.1542
GSM1244972_PAO1-37-replicate-03.CEL	-14.09	2.7327
GSM637574.CEL	-13.923	5.1796
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	-13.949	1.5274
GSM567668.CEL	-13.743	5.2858
GSM767704.CEL	-13.976	0.42414
GSM807327.CEL	-13.936	5.7941
GSM774085_CF30-1979a.CEL	-14.359	-1.0672
GSM822713_delta_cbrBLB_B.CEL	-14.218	-1.2928
GSM822714_delta_crcZLB_A.CEL	-14.238	-1.2819
GSM567689.CEL	-13.933	4.5601
GSM774090_CF43-1973c.CEL	-14.367	-3.332
GSM1027585_071008WT.CEL	-14.42	-1.8191
GSM617290.CEL	-14.46	0.017746
GSM1419138_PAO.CEL	-14.361	0.45529
GSM251205.CEL	-14.464	-3.0807
GSM591623.CEL	-14.591	0.38353
GSM393045.CEL	-14.501	-0.75211
GSM335182.CEL	-14.889	2.1865
GSM1181850_gc_Delta2_4.CEL	-14.776	-1.2734
GSM92180.CEL	-14.58	-1.3362
GSM617295.CEL	-14.821	0.52255
GSM1958032_AMV_1.CEL	-14.77	1.0735
GSM243221.CEL	-14.917	-2.2226
GSM2070493_OCio-13-MutS_A_d94_cipro_1-Pae_G1a-a1.CEL	-14.784	-1.5979
GSM741207.CEL	-14.864	1.4243
GSM2070499_OCio-04-Pao1-B-Cip-D94-1-Pae_G1a-a1.CEL	-14.747	-1.5321
GSM307125.CEL	-14.685	1.3921
GSM429475.CEL	-14.878	1.4478
GSM617288.CEL	-15.076	-0.44703
GSM774144_B12-4_3.CEL	-15.153	-3.1926
GSM854799.CEL	-14.869	6.676
GSM774115_CF243-2002a.CEL	-15.126	-1.4272
GSM1553189_Persisters_C2.CEL	-14.816	6.1603
GSM208621.CEL	-15.206	-3.3807
GSM432866.CEL	-15.16	-0.49359
GSM871976.CEL	-14.878	3.4596
GSM234928.CEL	-15.356	0.24482
GSM432862.CEL	-15.458	-3.3589
GSM251201.CEL	-15.354	-3.1361
GSM637595.CEL	-15.246	4.6973
Overhage10002_Pae_G1a.CEL	-15.617	-2.5476
GSM774100_CF105-1973a.CEL	-15.657	-3.1419
fos3_anaerobic_Pae_G1a.CEL	-15.301	0.99299
GSM897998_MHH0107_Pae_G1a.CEL	-15.604	-0.88959
GSM562112_Koh_PAK_H2O_1.CEL	-15.374	3.9173
GSM1953893_BiofilmInoculum1.CEL	-15.56	0.59603
GSM1662228_WFPA205_3.CEL	-15.756	-0.90709
GSM307120.CEL	-15.775	-2.3724
GSM1953894_BiofilmInoculum2.CEL	-15.59	0.59779
GSM1608069_Biofilm+12hrcipro_rep3.CEL	-15.488	3.0954
GSM1181848_gc_WT2_3.CEL	-15.914	-1.0769
GSM546260.CEL	-15.991	-3.5096
GSM251203.CEL	-15.077	-0.966
GSM243223.CEL	-15.997	-1.8888
GSM155243.CEL	-15.986	-3.8854
GSM625981.CEL	-15.671	5.5726
