	PA2018
GSM711452.CEL	0
GSM2070498_OCio-03-Pao1-B-D94-3-Pae_G1a-a1.CEL	0.0067971
GSM1177847_PAO1-AMV-3.CEL	0.012032
GSM197237.CEL	0.016255
GSM1027588_062508gbdR.CEL	0.018008
GSM573322.CEL	0.019193
GSM741205.CEL	0.020404
GSM864516.CEL	0.02301
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	0.024792
GSM254432.CEL	0.026092
GSM1027584_062508WT.CEL	0.026388
GSM573323.CEL	0.027277
GSM1027586_062508plcHR.CEL	0.027299
Overhage13003_(Pae_G1a).CEL	0.027633
GSM560757.CEL	0.027651
GSM177216.CEL	0.027865
GSM741209.CEL	0.028163
GSM537321.CEL	0.02831
GSM711450.CEL	0.02933
GSM741203.CEL	0.030133
GSM738261.CEL	0.031264
GSM740019.CEL	0.032181
GSM738263.CEL	0.033443
GSM1267103_HZI1969_Pae_G1a.CEL	0.034837
GSM711454.CEL	0.035178
GSM738262.CEL	0.035397
GSM864518.CEL	0.035924
GSM711446.CEL	0.03601
GSM1177844_PAO1-3.CEL	0.036401
GSM711453.CEL	0.036563
GSM864517.CEL	0.03911
GSM567541.CEL	0.041133
GSM199982.CEL	0.041612
GSM821089_HZI0144_Pae_G1a.CEL	0.041781
GSM92183.CEL	0.042658
GSM567543.CEL	0.042919
GSM711455.CEL	0.043813
GSM2070505_OCio-10-MutS-B-Cip-D94-1-Pae_G1a-a1.CEL	0.04388
GSM821495.CEL	0.04404
GSM741204.CEL	0.046048
GSM591496.CEL	0.046318
GSM864520.CEL	0.046327
GSM2070500_OCio-05-Pao1-B-Cip-D94-2-Pae_G1a-a1.CEL	0.046543
GSM821500.CEL	0.046736
GSM842849_Wright_11_4203-stat-2_Pae_G1a.CEL	0.046942
GSM199985.CEL	0.047345
GSM767705.CEL	0.048006
GSM2070502_OCio-07-MutS-B-D94-1-Pae_G1a-a1.CEL	0.048392
GSM2070507_OCio-12-MutS-B-Cip-D94-3-Pae_G1a-a1.CEL	0.049098
aerobic_NO3_1.CEL	0.049383
120330-10978D_23_(Pae_G1a).CEL	0.05126
GSM1419155_BC3_CAZ.CEL	0.051271
GSM567542.CEL	0.051822
GSM711447.CEL	0.052283
GSM711449.CEL	0.052895
GSM537320.CEL	0.052936
GSM1177846_PAO1-AMV-2.CEL	0.053067
GSM551148.CEL	0.053118
GSM2070504_OCio-09-MutS-B-D94-3-Pae_G1a-a1.CEL	0.053212
GSM2070482_OCio-02-MutS-2-start-Pae_G1a-b1.CEL	0.054059
GSM573324.CEL	0.054072
GSM551151.CEL	0.054288
GSM234928.CEL	0.054344
GSM573327.CEL	0.054986
GSM242671.CEL	0.055522
GSM821084_HZI0139_Pae_G1a.CEL	0.055637
GSM821088_HZI0143_Pae_G1a.CEL	0.055892
GSM1267097_HZI1961_Pae_G1a.CEL	0.056744
GSM821086_HZI0141_Pae_G1a.CEL	0.057529
GSM573326.CEL	0.057675
GSM711451.CEL	0.057687
GSM1027585_071008WT.CEL	0.058371
GSM842850_Wright_12_4203-stat-3_Pae_G1a.CEL	0.058528
GSM741208.CEL	0.05903
GSM1419146_PAO3_FOX.CEL	0.059841
GSM307134.CEL	0.059976
aerobic_NO3_2.CEL	0.060031
GSM92179.CEL	0.060164
GSM597330.CEL	0.060826
120330-10978D_22_(Pae_G1a).CEL	0.060873
GSM821496.CEL	0.060883
GSM663168_BM-Mix-Pa_1_6-6-08_s1.CEL	0.061599
GSM2070499_OCio-04-Pao1-B-Cip-D94-1-Pae_G1a-a1.CEL	0.062258
GSM1027589_071008gbdR.CEL	0.063053
GSM1177842_PAO1-1.CEL	0.063333
glu_plus_nt_2_8-25-09_s2.CEL	0.063402
GSM821499.CEL	0.063755
GSM767703.CEL	0.064035
GSM740020.CEL	0.064785
GSM1517352_MK-6.CEL	0.064785
GSM838207_OXYR-LB-2_Pae_G1a.CEL	0.065238
Nag_cDNA_1-30-09_S2.CEL	0.065476
GSM462353.CEL	0.066135
GSM735748_PA14_WT.CEL	0.066171
GSM1517348_MK-2.CEL	0.066202
GSM741207.CEL	0.066877
120330-10978D_M3_(Pae_G1a).CEL	0.067072
Van_Delden_Kohler_0311_BAL6_2.CEL	0.067176
GSM767704.CEL	0.067357
GSM1267098_HZI1962_Pae_G1a.CEL	0.067715
GSM864521.CEL	0.067745
GSM711448.CEL	0.067972
GSM375702.CEL	0.068167
GSM838217_PAO1-PM-4_Pae_G1a.CEL	0.068909
GSM842848_Wright_10_4203-stat-1_Pae_G1a.CEL	0.068973
GSM432871.CEL	0.069186
GSM349042.CEL	0.069253
GSM596626.CEL	0.069403
GSM366977.CEL	0.070064
GSM741206.CEL	0.070213
GSM92186.CEL	0.070551
GSM92178.CEL	0.070792
GSM1419151_PAO2_CAZ.CEL	0.070998
GSM821504.CEL	0.071055
GSM1267112_HZI1978_G1a.CEL	0.071179
GSM375703.CEL	0.072364
GSM573325.CEL	0.072824
GSM242677.CEL	0.072903
GSM2026894_L-Glu.CEL	0.072939
GSM2070496_OCio-01-Pao1-B-D94-1-Pae_G1a-a1.CEL	0.073332
GSM1267108_HZI1974_G1a.CEL	0.073348
GSM864519.CEL	0.074426
GSM954581_Nomura_PA2449-2_Pae_G1a_.CEL	0.074782
GSM349047.CEL	0.075002
GSM838220_PAO1-5344-4_Pae_G1a.CEL	0.075894
GSM821095_HZI0150_Pae_G1a.CEL	0.076986
GSM1267096_HZI1960a_Pae_G1a.CEL	0.077476
GSM1267106_HZI1972_Pae_G1a.CEL	0.077656
GSM199984.CEL	0.077792
GSM1310895_PA14_wild-type.CEL	0.077813
GSM1267092_HZI1955_Pae_G1a.CEL	0.078326
GSM92177.CEL	0.078449
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0.078562
GSM1267107_HZI1973_Pae_G1a.CEL	0.078579
GSM821497.CEL	0.078891
GSM349048.CEL	0.079137
GSM92182.CEL	0.079342
GSM2070503_OCio-08-MutS-B-D94-2-Pae_G1a-a1.CEL	0.079371
GSM1177845_PAO1-AMV-1.CEL	0.079739
GSM567544.CEL	0.079874
GSM1608059_Planktonic_1.CEL	0.080188
GSM546250.CEL	0.080281
GSM838219_PAO1-5344-3_Pae_G1a.CEL	0.080826
GSM1267099_HZI1963_Pae_G1a.CEL	0.080842
GSM1267113_HZI1979_G1a.CEL	0.080969
GSM1141730_PA01_ZnO_PZO_.CEL	0.081178
Nag_cDNA_2-26-09_s1.CEL	0.081423
GSM318716.CEL	0.082108
GSM92164.CEL	0.082306
GSM1267100_HZI1966_Pae_G1a.CEL	0.082372
GSM551149.CEL	0.082409
GSM838208_OXYR-LB-4_Pae_G1a.CEL	0.082714
GSM821498.CEL	0.082999
GSM541648.CEL	0.083003
GSM898001_MHH0122_Pae_G1a.CEL	0.083003
GSM1310897_PA14_wild-type_+H2O2.CEL	0.08324
GSM1267104_HZI1970_Pae_G1a.CEL	0.08342
GSM290747.CEL	0.083436
GSM244071.CEL	0.083447
GSM307135.CEL	0.083508
GSM92174.CEL	0.083824
GSM741212.CEL	0.084752
GSM155243.CEL	0.084965
GSM1517349_MK-3.CEL	0.086338
GSM1237736_M9_H103_4_51059600653061050411410396750502.CEL	0.086588
GSM1267094_HZI1958_Pae_G1a.CEL	0.087005
GSM560758.CEL	0.087031
GSM838213_PAO1-LB-2_Pae_G1a.CEL	0.087056
GSM1177843_PAO1-2.CEL	0.087135
GSM551152.CEL	0.087243
GSM1953894_BiofilmInoculum2.CEL	0.087753
GSM1310896_PA14_lasR_rhlR.CEL	0.087886
GSM596819.CEL	0.088073
GSM597219.CEL	0.088637
GSM838216_PAO1-PM-3_Pae_G1a.CEL	0.088706
GSM2070489_OCio-12-PAO1_Ad94_cipro_3-Pae_G1a-a1.CEL	0.088746
GSM822714_delta_crcZLB_A.CEL	0.088768
GSM1141729_PA01_none_PC_.CEL	0.089014
GSM821091_HZI0146_Pae_G1a.CEL	0.089042
GSM2070488_OCio-11-PAO1_Ad94_cipro_2-Pae_G1a-a1.CEL	0.089381
GSM560759.CEL	0.08939
GSM821085_HZI0140_Pae_G1a.CEL	0.09042
GSM741210.CEL	0.091128
GSM838210_OXYR-PM-3_Pae_G1a.CEL	0.091369
GSM641845.CEL	0.091533
GSM208618.CEL	0.09157
GSM591603.CEL	0.091872
GSM155240.CEL	0.092311
GSM92176.CEL	0.092398
GSM177218.CEL	0.09244
GSM1267087_HZI1950_Pae_G1a.CEL	0.092492
GSM663169_BM-Mix-Pa_2_6-6-08_s1.CEL	0.092639
