	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
GSM199985.CEL	0	4.6253	0.29659	4.2501	2.5132	5.0717	0	4.4334	0	0	0.20373	0	0	0	0	0	4.2941	0.84262	10.258	0	0	4.0185	0.40694	0.13388	0	0	0	1.4993	0.097225	0	0	0.063637	0.23802	0.027098	0.22255	0	0.12056	0	0	0	0.94128	2.7867	0.056371	3.4177	0.16565	0.57601	0	2.1129	0.52471	5.0516	0.74279	1.0213	0.60591	0	0	2.1753	0	3.5097	0.67831	0	3.0222	0.69412	0.59763	0.57105	0	0.48109	0.047977	6.7131	4.8129	0.70391	1.3763	0.40292	0.62645	0	0	3.6358	0.0080314	0.54684	0.56549	1.3455	0.012346	0	0.25439	1.676	0.93201	0	0	1.8152	2.4627	4.9574	0.59854	2.4254	0	0	1.0108	0.26381	2.6468	0.30939	0	0
GSM2055818_7629_B-_20130705.CEL	1.8097	5.4503	0	1.5811	2.0203	6.1151	0	3.4295	3.8274	0	2.7724	0.58678	0.28139	0	0	0	5.8077	6.2891	5.2872	0.46326	0.18824	5.0972	0	0.63445	0	0	0	1.8057	2.565	0.055388	0	0	0	1.3601	0	0	0	1.4338	0	0	4.2263	0	0	0.10973	4.4118	0.86054	0	0.44335	0.99695	0	0	0	0	2.9203	2.5356	0.47899	0.059341	3.0581	0.12029	0	0.31285	0	0.049951	3.6982	2.0228	0.60272	0	6.1114	2.5485	0.45858	1.3201	0.88906	3.1158	0	0	3.8355	0.75164	0.49561	3.3135	3.3993	0.63327	0	0.64041	3.6214	0	0.50197	0	0	1.4719	2.7898	0	0	1.0962	0	0	0	0.82458	1.8366	0.23128	0
GSM900179_F2_Pae_G1a_.CEL	4.3829	4.755	0	0	2.1049	0.85816	0	0.37988	2.5377	0	2.749	1.2835	0	2.6868	0.42487	0	4.2351	0	1.8119	0	1.9411	0.053185	0	0	0	0.33674	0	7.7171	0	0	0	4.0375	4.5645	0	0	0	4.7992	0	0	0.11112	2.2443	0.94224	0	0	4.6229	0.76568	0	2.6695	3.5634	0.41658	6.6209	0	7.0856	0.85159	0	0	0	4.9959	1.0805	0	0	0.70734	0.35446	3.4529	0.53566	2.0256	0.97052	5.4198	0	0.45171	0	0.63086	1.3247	0	0	2.3972	0.31497	0.75543	0	8.2331	2.6147	3.942	1.9246	0	0	0	0	0.20069	0	0	0	2.2677	0.33422	0	0	0	0.30789	0	0	2.0882
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	0	5.013	0	0	0.5019	1.6195	0	0.62717	0	0	5.2203	2.2076	0	0.72312	0.026377	2.5813	2.7571	0	5.5176	0	0	0	0	4.5284	0	0	0	6.3457	0	0	0	2.2507	1.3397	0.19917	1.8644	0	6.3625	0	0	0	0	6.7391	0	1.7874	3.0238	0.21648	0.17568	1.0197	0.158	3.7132	0.4907	0	3.0424	0.30579	0	0	0	3.8016	0	0	0.089756	0	0.43621	0	0	0	0	7.5144	2.6993	0.94912	0.53042	0.035559	0.014011	1.1043	3.596	1.0215	0	0.040279	0.69244	5.0929	0	0	1.655	0	0.2411	0.10635	0.95538	2.7732	0.41771	3.6321	2.2094	4.2974	0	0.57243	4.5416	0	2.6254	0.34803	0	0
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	2.9742	6.5016	0.32932	0.20474	0	1.0129	0	2.9551	0.96192	0.72485	5.3942	4.0831	0	0	5.4256	0	6.2779	4.68	2.1487	0.45629	2.5361	4.2681	0.16219	0.044495	0.43731	0.91504	0	0	0	0.36107	0	0	0.092339	0	1.4474	0	0.1849	3.2451	1.2433	0.51131	2.8088	0	0	0	4.6846	0.52413	0	1.0096	0.13967	0	1.6843	0	0	4.4839	0	0	0	4.402	0	0	0	0	0	0.83992	0.37203	3.8195	0	6.937	1.2383	1.0621	0.63233	1.1827	0	5.3864	0.20387	1.5026	0.54371	0.59537	1.6613	5.6358	0	0	0	0	0	3.2915	0	0	0.67132	0	0	0	1.0221	0	0.31634	2.8335	1.0655	0.30184	5.2438	0.55849
GSM821495.CEL	0.6726	3.7981	2.055	0	0	3.318	0	1.712	0	0	0.91087	0	0	0.019689	0	0.23862	2.7159	0	9.4201	0.3916	0	1.9993	0	0	0	0.30411	0	1.4409	0	0	0	0.23105	0.65255	0	6.8921	0.16432	3.8419	2.244	0	0	1.2995	6.8154	0	3.1139	1.0864	0.85392	2.2217	4.868	0	2.697	0	0	2.237	1.2568	0	0.51009	0	4.2596	0	0	0.21087	0.95757	1.408	0	0	0	0	7.6795	4.0816	0	1.0522	0.88834	0	3.1007	0	0.69138	0	0.62266	1.3188	4.0524	0.28181	0	1.123	0	0	0	0	0	4.0148	4.0009	0.20179	2.2765	0.30472	0	3.4488	0	4.9535	0.24924	2.0739	0
GSM822689_wtBSM_A.CEL	0.66929	6.5822	1.7754	2.0944	0.62303	1.5062	0	0	1.1383	0	2.024	0.18977	0	0	0	0	5.3644	0	2.6408	0.49742	0.30344	0.59339	0.093866	0	0	0	0	0.051203	0	0	3.8528	0.047829	0.88787	0.60275	4.0623	0	0.42252	0.33939	0	0	3.9193	2.8502	0	0.30037	1.0095	4.2199	2.6408	6.9426	0	2.0236	0.72065	0.36667	1.9675	4.5523	0	0.11851	0	4.4274	0	0.28402	0	0	0.35689	0	0.17389	0.033903	0	7.4492	5.5751	1.1098	1.3152	1.0167	0	7.1864	0	2.0011	2.2038	0.52016	0	3.3977	0	0	0.57212	1.9631	1.6853	1.9153	0	0	1.2759	2.487	1.3613	0.047043	0	0	0.12908	2.1068	0	0	1.1397	0
GSM560759.CEL	1.1777	5.5652	0	5.5099	0	3.0717	0	0.037191	0	0	3.4269	0	0	0	0	3.3157	3.8305	0	8.1003	0	0	0.58483	0	0	0	0.095129	0.06214	5.0982	0	0	1.0759	0.0064102	1.2466	0	0.12686	0	0	2.1414	0	2.7172	0	0.40504	0	0.85914	0.88243	0.47925	0	0	0	3.2378	0	0	5.217	0.50713	0.062334	0	0	4.593	1.7114	2.0438	0.3011	3.207	0.2638	0	0.085485	0	1.7183	5.8936	0	0.28374	0.81543	0.99704	0	0	0.60235	2.3923	2.7287	0.48535	0	6.1582	0	0.51511	0.52844	0	0	0.27344	0	0.057929	0	0	0.24957	1.2558	0.00033653	0	0.0043025	0	3.7202	0.085091	0.8687	3.8686
GSM2070494_OCio-14-MutS_A_d94_cipro_2-Pae_G1a-a1.CEL	5.1081	7.3596	0.26401	0	0	3.6818	0	1.3066	0.2272	2.3399	2.8067	0.24201	0.17499	1.5365	0	3.0116	6.6211	1.815	0	0.14519	2.7804	0.055148	0	0	0	0.39695	0	6.0038	0	0	0	0	0.082437	0.090863	0.3708	0	0	5.6221	0.27328	2.0947	0	0	0	0.48164	7.3334	1.1116	0	0.77555	1.1145	0	1.8743	0.80859	1.0126	0	0	0.63776	0.55852	5.1127	0	0	0.47249	0	0.43409	4.2581	1.1059	0.98149	2.3699	6.069	0	0.24711	0.83931	0.093036	2.3006	0	0	5.6995	0	0.21904	1.1078	3.8448	0	0	1.1251	0	0.22139	0	1.9226	2.5841	0.70567	0	0	0	2.9315	0	1.2512	0	1.2078	2.6048	0	0
GSM1267104_HZI1970_Pae_G1a.CEL	0.47931	6.4633	0.54201	0	5.269	3.5965	1.9501	2.3458	0.061198	0	1.9004	0.71601	0	1.6872	2.2522	0	5.5722	0.27605	4.6918	0.36164	6.1035	0	0	0	0	0	0.99752	0	0.30251	0	0	0	0.15937	0	2.1508	0	1.536	0.53404	0	0	0.64479	0	0	1.8855	2.7735	0	0	0.3675	0.12635	0	0	0.33221	2.3683	0	0	0.22828	0	5.8772	0	0	0	0.76719	0.34275	1.9899	0.63098	1.9566	0.63627	5.7104	3.9792	1.2873	0.44485	0.64575	0.57238	5.5495	2.9188	2.9931	0	0.12197	0	2.0181	0	0	0.37405	0.42473	1.158	0.7632	0	2.1985	0.51776	4.6145	0	0	0	0	3.6606	1.6308	0	0	0.20068	0.191
