	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
GSM199985.CEL	0	0	1.3104	5.2327	0	0	4.2046	0	0	5.5506	1.8472	0	0	0	0	0	0	0	8.169	0.57972	0	0	3.9625	0	0	5.0768	0	2.9841	6.1472	0	0	0	2.4655	0	0	1.7084	0	0	0	0.67809	0	0	0	0	0.58826	0	0	0	0	0	0	0	0	0.10465	3.8954	3.736	0.97601	0	0.44171	2.2917	0.7587	0.1266	0	0.00041485	0	0	2.2094	1.5768	0	0	0	0	1.2686	0.22443	0	0	0	0	4.2377	0	5.6493	0	1.9845	0.27661	3.3232	0	0	8.0319	0	0	0	1.4815	0	6.3196	0	0	0	0	0	0.67631
GSM2055818_7629_B-_20130705.CEL	0	0	2.1897	0	0	0	2.5623	0	0	3.0443	3.0612	3.6577	5.0324	0	0.27957	0	0	4.9189	4.3236	0.376	0	0	6.4126	0	3.3549	5.6617	1.9643	4.0724	7.7268	0	0.38458	0.17191	0.15333	0.32232	0	0.17565	0	0.22105	1.3943	0	3.0582	1.246	0	0	3.8466	0	0	1.5819	0	0	0.27762	1.4679	0	0	6.0158	0	2.5225	0	0.24184	0	0.57495	0	0.73006	5.7282	0	0	0	0	0.31371	0	0	0.69498	3.0818	0	0	0	0	0	6.0336	0	4.9361	0.011649	0	1.493	1.8321	0	0.05657	2.677	0	0	0	0	0.007953	0	0	2.0684	0	0	0.81622	0
GSM900179_F2_Pae_G1a_.CEL	0	0	1.8858	0.40046	0	0	0	0.027254	0	0.26936	5.4045	0	0	0	0	0.24466	1.6276	1.4818	4.7478	0	0	0	0.73242	5.8099	0	0	0	5.9266	1.2249	0	0.0057454	0.18486	0	0	0	0	7.4121	0	0	1.5235	6.7941	0	2.4086	0	4.3553	0	0	0	5.1055	0.44687	4.5602	2.7859	0.69813	0	0	0	1.4363	0	5.8461	2.9563	0.080555	0.49504	5.4939	0	3.434	0	0	1.0739	0	5.3992	0	0	4.9696	0	0.43907	0.54003	0.015008	0.71767	0	2.4906	5.8709	2.1864	1.212	0.6855	1.8771	0	0	2.4057	0	0	1.2937	0	0.4053	3.1696	0.53314	0	0	0	0	0
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	0	0	7.8027	3.6664	0	0	7.5137	1.1638	0	0	8.2538	0	0	0	0	0.20578	0	0	5.1931	0	0	0	1.3616	0	0	0	0	4.447	1.499	0	0	0	0.44601	0	0	0.58242	4.5649	3.2768	0	0	0	3.4889	5.2247	0	3.4676	0.038567	0	0	0	0	0	4.528	0	0	2.3046	6.0329	1.0534	0	0.78043	1.141	1.2686	1.229	2.9091	0	0	0	0	3.7129	0	0	0	0.037949	2.5421	0	0	0.91017	0	1.035	0.41118	0	3.9718	2.4017	4.9293	0	0	1.1313	0	6.2029	0	0	0	0	0	5.369	0	0	0	0	0	0
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0	0.51352	5.1298	0	0	0	4.8364	0.71834	0	1.2819	0	0.018473	3.8655	2.4844	1.1154	0	0	0.013903	4.6163	0	0	0	7.0421	0	5.39	0.46063	0	5.8059	3.43	0	0.65486	0	0.077426	5.0489	0	0	0	0	0.81546	0	2.7447	0.55386	0	0	1.6978	4.3821	0.086781	1.7929	3.9092	0	0.071678	2.6521	0	0	0.82462	0	1.1297	0	0	0.24757	0.31865	0	0.15394	4.9939	0	0.29253	0	3.9062	0	1.6462	0	1.5231	0.12747	0	1.592	0	0	0	5.5715	0	4.0514	0	0.79486	5.1942	0	5.6112	0	0	0.071308	0	0.10236	0.048654	4.7053	0	0	1.8784	0	0	5.2089	0.033522
GSM821495.CEL	0	0	6.6846	3.425	0	0	2.2356	0	0	4.2111	5.2677	0	0	0	0	0	0.0081139	0	5.824	0.2897	0	0	1.8045	0	0	2.4915	0	4.1383	4.6603	0	0.70767	0	0	0	0	0	0	0	0	0	0	0	1.2044	1.0696	0.82458	0	0	0	0	0	0	1.059	0	0	3.0381	4.9114	0	0	0	5.6529	0.39162	0	0	1.844	0.23396	0	0.096868	6.0341	0.47376	0	0	1.321	0	0	0.84081	0	0	0	4.3375	0	3.3722	0.56729	5.6081	0.51597	0	6.4952	0	3.5474	0	0	0	0	0	8.3936	0	0	3.3901	0	2.4266	0
GSM822689_wtBSM_A.CEL	0	1.6486	1.9753	0	0.91668	0	0	0.94219	0.23389	4.7857	2.8998	0.18754	0	0.99931	0	0	0	0	5.9463	0	0	0	5.3374	0	0	0	0	3.9385	4.0901	0	0.099791	0.030672	2.7871	1.8403	0	0	0	0	0	0.39409	0	0	0	0	2.2354	1.6391	0	0	0	0	0	0	0	0	0.3216	0	0	0	0	0	0.83218	0	5.0564	6.932	0	0	0	0	1.9532	0.95257	0	2.9417	0.55652	0	0.35048	0	0	0.35158	5.3824	0	4.2467	0	4.2884	7.7937	0	7.2479	0	3.789	0	0	0	0	1.9115	4.9644	0	0	2.1137	0.32176	0.78985	0
GSM560759.CEL	0	0.034122	4.7828	5.4867	0	0	0	0	0	3.8184	1.5169	0	0.61585	0	0	0	0	0	4.4036	0.015529	0	0	2.4435	0.68092	0	1.2106	2.0975	5.8899	6.9991	0	0	0	1.2359	0	0	2.209	0	0	0	3.2839	0	0	0	0	4.5717	0.69983	0	0	0.050251	0	0	3.8095	0	0	2.1484	0	0	0	1.7931	0	1.0822	0.16765	3.1962	0.62903	0	0	1.9057	7.9248	0	4.2121	0	0	0	0	0.60462	6.0122	0.13229	0	0	0	6.3045	0.27566	4.9775	0	0	0	0	0	0.21322	0.30391	0	1.4005	0.23868	0.01346	0	0.31966	0.11153	0	0	0.53538
GSM2070494_OCio-14-MutS_A_d94_cipro_2-Pae_G1a-a1.CEL	0.095439	0	2.2017	0	0	0	0	0.4389	0	1.6673	2.3093	2.2275	3.4728	0.34961	0	0.25999	0	0.92563	3.9247	0	0	0	5.2564	0	4.3183	0	2.9927	5.7159	4.4128	0	0.46792	0.22712	0	0	0	0.48311	0	4.2796	0	3.4657	4.9575	1.5995	0.61209	0	7.202	3.2813	0	4.0724	0	0	4.0729	5.6175	0	0.15638	2.6513	0.032997	3.7985	0	0.44923	0.094871	0	0	0.59381	0	0	0	0	0	0	1.4892	0	0.22008	0	0	0	3.6682	0.059412	0	0	0	4.4497	0	0	1.4539	0	0	0	0	0	0	0	0	0	1.4442	0.030946	0	0.7505	0	7.613	0
GSM1267104_HZI1970_Pae_G1a.CEL	0	0	1.3261	0	0.20187	0	5.2234	2.4264	0.62292	2.3883	0	0.040825	0	2.4626	0	0	0	0	8.1965	1.2828	0	0	3.9502	0	0	1.7008	0	3.1485	1.4415	0	0	0	0.49596	0	0	0.26359	0	0	0	0	0	0	0	0	2.2642	0.015192	0	0	3.3252	0	0	4.8232	0	0	0	4.2295	0	0	0	0	8.1783	0	0.0013841	0	0	0	0	1.5173	1.0719	0	0	2.3143	4.8705	0.060787	0.32976	0	0	0	5.281	0	4.5808	0	2.8296	0.84429	3.1301	4.4202	0	0.51867	0	0	0	0	6.1662	6.9457	0	1.3285	0	0	0.06647	0
GSM838219_PAO1-5344-3_Pae_G1a.CEL	1.887	0.38804	1.4736	2.0745	0	0	0	0	0	2.5406	5.6433	0	0	0	0	0	4.9691	0	7.3177	0	0	0	2.4894	1.5379	0	0	0	3.9063	0	0	0.42652	0	0	0.84363	0	0	0	0	0	6.6453	0.23166	1.6987	3.9418	0	3.4749	4.6196	0	0	2.4955	0	0	3.1165	1.9965	0.096831	0	3.3708	0.2976	0	2.4048	5.4121	0.8548	0	2.5172	0	0	0	0	0	0	0	0	2.5749	4.0066	0.40242	0	1.8285	0	0.18648	0	0	4.119	1.1441	0.58975	1.9881	0	6.8878	0	0	0	0	2.6449	0	0	7.0562	0	0	0.95573	0	0.18263	0
GSM208615.CEL	0.68773	0	1.8493	2.1839	0	0	0	0	0	4.3235	0.12036	0.25946	3.6426	4.4458	0	0.56333	0	0.19582	5.4701	0	0	0	5.4099	0	0	0.89371	1.032	5.3649	6.0324	0	0.48059	0.049755	0.68961	3.2085	0	0.13604	0.072758	0	0.75966	0	0	0	0.13067	0	0.29343	1.08	0	0.17586	1.2763	0	0	0.81426	0	0	0	0	1.1798	0	3.5736	0	0.8103	0	0	6.0994	0	0	1.9253	2.079	0	1.0344	0	0	0	0	0.62521	3.1958	0	0.15132	0.48501	0	4.6762	0	0.089346	3.1295	6.9475	1.6976	0	2.6724	0	0	0	5.2561	3.7991	0	0	0.0048141	0	0	4.7522	0
GSM1553190_Persisters_T2.CEL	0.58394	0	4.756	3.9084	0	0	0	0	0	0.78734	6.6531	0	0	0	0	0.5638	1.3926	0	5.5598	0	0	0	1.1215	7.173	0	0	0	6.491	0	0	0	0.18634	3.3691	0	0	0	6.0251	0	0	2.9116	3.0638	0	1.5137	0	3.2057	0	0.38323	0	8.7632	0	1.7881	5.0311	0	0	0	0	0	0	5.6034	0.33353	0	1.3327	11.421	0	0	0	1.36	1.5569	0	3.24	0	0	0	0	0	0	0	0.44777	0	1.2756	4.7785	0.60644	1.1764	1.2315	0.65791	0	0	0	0	0	3.898	0	0.42499	1.6302	0	0.059002	0	0	0	0.75116
GSM1419147_BC_FOX.CEL	0	0	3.7172	3.147	0	0	0	0	0	7.3635	1.5026	0.51597	0.47382	0	0	0	0	0	4.1477	0	0	0	1.9119	1.0109	0	0.28174	0.79775	6.0189	7.9131	0	0	0	0.64712	0	0	3.0704	0.026212	0	0	4.0387	0.73471	0	1.121	0	2.7429	0	0	0	1.1465	0	0	1.4704	0	0	3.0687	0.099782	1.7867	0	3.8979	0.85171	0.6766	0	1.1622	2.0044	1.6333	0	1.9176	6.2909	0	5.5954	0	0.82938	0	0	0.5651	2.8931	0.066319	0	0.12549	0	5.4892	0	0.36052	1.0459	1.1638	0	0	0	0.027747	0	0	2.3899	0.31643	1.8949	0	0.076338	0	0	0.72682	0
