	0	1	2	3	4	5	6	7	8	9
GSM854793.CEL	10.44	-5.2162	-2.5387	1.3381	0.91595	0.27264	-0.090822	1.9781	-0.15733	0.67335
JS-A84.9.07.CEL	11.169	-6.7501	-3.0605	1.5151	0.77129	0.23793	-0.17538	2.7866	0.8586	1.4981
GSM562114_Koh_PAK_H2O_3.CEL	3.9636	2.9185	1.9681	2.7169	-0.25887	-3.7375	3.0492	-1.1122	-0.84227	-1.8822
GSM551152.CEL	6.2888	-1.3608	-4.2898	-0.24871	-0.87382	-1.8869	-0.35247	0.0052092	0.43595	-0.42829
Pae_noFe_10.CEL	11.066	-3.9268	4.9805	-2.3731	-0.82902	1.5102	-0.46323	1.5792	-0.14052	0.71406
GSM871973.CEL	6.4499	-3.9334	-2.2031	-2.3228	-1.8122	-0.72853	-2.7279	-3.8034	-0.81461	1.0489
GSM187284.CEL	3.9421	-4.0197	0.65766	-0.54705	-0.40601	-1.0026	1.7098	-0.50734	-1.7692	-1.6
1_12hr_CSV86(Pae_G1a).CEL	11.413	-4.9036	-1.04	-0.98438	-2.4658	1.6593	-0.063861	0.19897	1.1223	0.7375
Pae_Fe02_13.CEL	12.187	-5.4994	5.2715	-3.3408	-0.38947	1.9339	-0.46452	1.0596	1.4302	0.55678
GSM1419141_BC.CEL	8.1145	-2.1131	-4.2842	-2.338	0.69091	-2.3865	-1.593	-1.237	-0.72443	1.0525
GSM854799.CEL	11.398	-5.7888	-3.3337	1.7581	0.66374	-0.12331	-0.18974	1.6499	-0.26165	1.2698
GSM462352.CEL	0.71693	-0.053359	0.98086	1.1765	-1.5424	1.3947	1.8413	-0.051445	-2.7279	0.91861
GSM871977.CEL	6.3483	-4.8309	-2.1309	-2.2653	-2.1318	-1.3745	-2.3841	-3.6705	-0.90488	0.89987
GSM871972.CEL	6.0941	-3.7769	-2.0753	-2.3401	-1.9064	-0.8177	-2.5826	-3.8063	-0.65307	1.1744
GSM551149.CEL	4.3383	3.5606	-2.8787	-0.15799	-0.50263	-2.4935	0.71618	0.24328	1.4742	-1.52
SJ16_Treated_1.CEL	10.38	-3.8418	-3.463	-0.33977	-1.535	-0.25183	-0.43827	-1.2453	-0.81904	-0.27474
GSM871974.CEL	7.1469	-4.2883	-2.2419	-2.1584	-1.6694	-0.98364	-2.6839	-3.7135	-0.83089	1.2985
GSM807327.CEL	10.004	-6.147	-0.602	-2.2225	-0.51346	-0.36755	-1.6197	-2.4122	0.042142	1.1605
GSM743002_PAO1-PC4-b.CEL	2.0932	-5.4004	-1.6032	-3.8733	-1.2669	-2.2553	-1.4494	-2.7377	-0.67353	1.6614
GSM871971.CEL	6.5639	-3.8849	-1.8769	-2.622	-1.9649	0.043095	-2.4948	-3.7821	-0.85835	0.3932
GSM900181_F3_Pae_G1a_.CEL	4.6191	-0.15084	-1.2975	-1.8941	-1.6893	-3.1117	-0.85732	-4.0683	-0.085908	-0.69984
GSM1553193_Normal_C2.CEL	10.608	-0.24675	-2.5459	-0.7	-1.6502	-2.7027	-1.3541	-3.2883	-0.33041	-0.6289
GSM537321.CEL	6.6015	-2.1044	-4.0794	0.7527	-4.0054	4.779	3.5269	0.97607	1.2955	-2.2746
GSM821088_HZI0143_Pae_G1a.CEL	1.9829	6.4093	1.7023	2.5381	-2.9038	0.85927	0.47563	-0.79773	2.3375	1.3521
GSM234929.CEL	6.3984	-2.1812	-3.9798	1.0519	0.23455	0.016018	-0.02605	1.4881	1.6817	1.9123
GSM197238.CEL	6.3984	-2.1812	-3.9798	1.0519	0.23455	0.016018	-0.02605	1.4881	1.6817	1.9123
JS-G84.18.07.CEL	11.47	-6.1016	-1.6382	0.70133	-0.16419	0.46914	-0.35548	1.8725	1.7722	2.8184
GSM1553191_Normal_C1.CEL	9.3054	0.73851	-2.7606	1.3818	-1.3224	-2.253	-0.32835	-0.89405	1.6761	0.95685
PAO1_Control_1.CEL	10.762	-4.4089	-2.7364	0.18239	-1.0026	-0.88091	-0.92242	-1.0841	0.34493	2.6213
PA01_Control_1.CEL	10.762	-4.4089	-2.7364	0.18239	-1.0026	-0.88091	-0.92242	-1.0841	0.34493	2.6213
GSM1112047_PGAS_25_2A.CEL	10.099	-3.2531	-2.8115	-0.43378	-1.4516	-1.9771	-1.1491	-1.9994	0.050615	2.8483
GSM1608071_Biofilm+12hrtobra_rep2.CEL	3.1749	-2.1252	-1.6054	2.0711	-1.1324	-1.873	1.2278	0.70884	1.6925	-0.34426
GSM807323.CEL	9.527	-5.5218	-0.28914	-1.5083	-0.93766	0.23714	-1.0706	-1.809	1.282	2.7899
GSM871976.CEL	5.7973	-4.2242	-1.9769	-1.2883	-2.1539	-1.2874	-1.861	-2.8264	0.70921	2.6996
GSM871978.CEL	5.6594	-4.5085	-1.9161	-1.1765	-1.9419	-1.3568	-1.8872	-2.6671	0.70791	2.8568
Pae_Fe02_15.CEL	11.043	-4.5118	3.5649	-2.0564	-0.62779	1.2376	-0.052205	1.0869	2.0272	2.4323
GSM625974.CEL	8.9139	-4.5833	-3.2311	5.0646	1.2385	0.79779	1.9151	2.888	1.7013	1.883
GSM625973.CEL	8.8299	-4.8837	-2.9326	4.7789	1.3775	0.89507	1.9177	2.888	1.7909	1.8252
GSM625977.CEL	8.7583	-4.5347	-3.5273	5.1609	1.3244	0.77152	1.8563	2.9128	1.7561	1.9616
GSM625976.CEL	8.3709	-4.6618	-3.3496	4.9674	1.3361	0.88074	2.0748	2.9656	1.9189	1.9182
0.1_12hr_CSV86(Pae_G1a).CEL	10.506	-4.9729	-0.93435	0.47421	-2.0498	1.0242	0.24806	1.2774	2.5671	3.0491
GSM807324.CEL	10.288	-5.7853	-0.17044	-1.3049	-1.0613	0.24359	-1.0098	-1.5334	1.9278	3.3782
GSM900179_F2_Pae_G1a_.CEL	6.7883	-0.32743	-1.619	0.52996	-1.6856	-2.7701	-0.61343	-2.8167	1.7058	1.3734
GSM821089_HZI0144_Pae_G1a.CEL	1.9517	6.3349	1.9139	3.013	-2.9582	0.45671	1.0941	-0.60413	2.615	2.2212
GSM625975.CEL	8.807	-4.6761	-3.3669	5.1429	1.2566	1.0078	2.0118	2.9073	2.0978	2.3762
GSM823344.CEL	4.3548	1.6552	0.26832	3.9248	-0.89255	-3.8007	3.3768	-0.65998	2.7848	1.5087
JS-A164.9.07.CEL	9.6289	-5.7308	-3.018	1.7468	0.02889	-0.1324	0.26651	2.2962	2.2464	3.5828
0.1_9hr_CSV86(Pae_G1a).CEL	10.672	-5.1695	-1.5087	0.14016	-1.9671	0.99524	-0.18036	0.14092	2.4928	3.8789
GSM900177_F1_Pae_G1a_.CEL	7.892	-0.77286	-2.067	0.49456	-1.5881	-2.8189	-0.65513	-2.9217	1.8136	2.1363
GSM1608072_Biofilm+12hrtobra_rep3.CEL	4.556	-2.7103	-2.4148	1.6167	-1.4797	-2.4661	0.57667	0.18364	2.2225	1.724
0.1_2hr_CSV86(Pae_G1a).CEL	10.604	-5.3756	-1.0611	-0.015592	-1.9585	1.4074	-0.1577	0.65175	2.8076	3.9198
GSM537320.CEL	6.7269	-2.2363	-3.4628	1.7258	-3.5519	3.7274	3.4126	1.3795	3.073	1.4371
GSM562113_Koh_PAK_H2O_2.CEL	5.0556	1.4227	1.0966	3.4626	-0.51672	-2.6733	2.9043	-0.67829	1.1992	1.2614
GSM821087_HZI0142_Pae_G1a.CEL	4.023	5.8535	1.5115	3.2571	-2.3783	-0.80633	0.39844	-0.90595	3.0329	2.7149
