	0	1	2	3	4	5	6	7	8	9
GSM1421000_dnr_NO1.CEL	-8.545	-4.6984	0.31275	-0.39568	-1.9228	-0.0020632	-1.4382	0.57977	0.38642	-0.99057
GSM774151_B38-2M_1.CEL	-5.7457	-2.6413	2.2183	4.08	1.3274	-0.6986	-0.46523	-3.2677	0.075992	-0.25917
AKGlu_plus_nt_7-8-09_s1.CEL	-6.6625	-2.3833	1.7712	4.0099	0.46975	1.6143	0.46569	0.18362	-0.74045	2.2639
GSM432865.CEL	-8.1072	-5.8008	0.5485	-0.67915	-2.4984	-0.35106	0.14295	0.45359	-0.18509	0.060827
GSM774133_B6-0_1.CEL	-8.8516	-5.6159	1.3182	1.0869	-1.7351	-0.31507	-0.74104	-0.71102	1.1023	-0.50601
GSM1420998_dnr_control1.CEL	-8.3131	-4.701	-0.057194	-0.98647	-1.0508	-0.025917	-1.2276	0.36595	1.0693	-1.1603
GSM546278.CEL	-8.7497	-5.2963	1.1088	3.617	0.67234	1.0489	-0.4589	0.076493	-0.60554	2.2423
PA14_cDNA_labeled_4-09-08_S2.CEL	-8.7497	-5.2963	1.1088	3.617	0.67234	1.0489	-0.4589	0.076493	-0.60554	2.2423
GSM774152_B38-2M_2.CEL	-5.132	-2.4131	1.7019	4.0194	1.3549	-0.63375	-0.45226	-3.2302	0.014522	-0.31892
GSM774112_CF173-2005a.CEL	-6.4354	-3.0053	2.0561	4.205	0.64529	-1.7506	-0.054508	-1.9999	1.6044	-1.8158
GSM740020.CEL	-2.2236	5.0907	2.6419	3.6866	2.3859	0.74921	-1.0067	-1.1346	-2.1214	2.3686
GSM774153_B38-2M_3.CEL	-5.2484	-2.5234	2.0579	4.05	1.1518	-0.78965	-0.47354	-3.1722	-0.12201	-0.33017
GSM774135_B6-0_3.CEL	-8.7247	-5.6437	1.0965	1.0063	-1.6055	-0.59221	-1.1829	-0.76354	1.0543	-0.28373
GSM774138_B6-4_3.CEL	-8.5793	-5.5981	0.99452	0.80504	-1.8634	-0.19455	-0.95829	-0.77979	0.84037	-0.36925
GSM774130_CF333-2007a.CEL	-6.0503	-3.4925	1.4315	4.2724	1.0194	-1.6252	0.033275	-1.344	1.6887	-1.7953
GSM774154_B38-2NM_1.CEL	-7.2221	-4.4525	0.85651	2.2185	0.20759	0.86451	-1.2815	-1.404	-0.81079	1.0125
GSM774149_B38-1_2.CEL	-7.754	-5.0176	0.94002	2.2411	-0.45687	0.75406	-1.2263	-0.95693	-1.295	0.86623
GSM432860.CEL	-8.0657	-3.9204	0.30228	-2.2327	-0.86362	-0.53354	0.54088	1.0398	0.34673	-1.051
GSM774157_B38-6M_1.CEL	-5.0792	-2.754	2.0017	3.9585	1.2747	-1.0144	-0.51558	-3.2208	-0.10937	-0.25873
GSM546277.CEL	-4.8835	-2.5436	1.5991	4.467	0.72854	-0.91559	0.76946	-1.7802	0.14725	-1.6973
GSM774158_B38-6M_2.CEL	-4.6941	-2.549	1.9165	3.9416	1.3725	-1.1324	-0.70738	-3.2903	-0.14597	-0.098353
GSM774118_CF333-1991a.CEL	-6.1149	-4.5495	1.2239	3.9723	0.23336	-1.5752	-0.51658	-1.7635	1.2676	-2.0436
GSM774156_B38-2NM_3.CEL	-7.3887	-4.2658	1.146	2.4481	0.53506	0.52552	-1.4511	-1.3403	-0.80289	1.3765
GSM774150_B38-1_3.CEL	-7.7999	-5.0568	1.1417	2.213	-0.53293	0.62597	-1.2212	-0.97577	-1.174	0.78359
GSM774093_CF66-1973c.CEL	-6.5395	-5.2308	0.73922	3.456	-0.40512	-0.41514	-0.46393	-0.75579	0.58779	-1.4427
Overhage13003_(Pae_G1a).CEL	-2.8584	1.7657	3.7675	4.3436	1.6184	0.77687	-0.25815	-0.57387	-2.7041	3.4101
Overhage3005_(Pae_G1a).CEL	-2.1573	2.957	1.7348	4.0562	-0.30555	1.9467	-0.33054	-0.25871	-3.7914	1.4521
GSM462353.CEL	-3.9106	2.4193	2.3817	4.0163	-0.50116	1.2547	0.88957	-0.34942	-2.851	2.1834
GSM774155_B38-2NM_2.CEL	-7.1683	-4.3474	1.24	2.2926	0.43131	0.47336	-1.4669	-1.6143	-0.77267	1.1478
MSC_01.CEL	-9.0043	-5.4123	0.63174	-0.74	-2.5622	0.31368	-0.96424	0.44303	0.19774	-0.4747
GSM717419.CEL	-3.061	5.5908	-0.59652	0.45838	-2.7869	1.5466	0.39974	2.1382	0.21611	-0.58113
GSM1420990_PAO1_control1.CEL	-8.1416	-5.0191	-0.014297	-0.9232	-1.0711	-0.13927	-1.2254	0.50558	0.85282	-0.9614
GSM462354.CEL	-3.8246	3.2628	1.079	1.6412	3.9419	1.4144	0.1255	-0.79115	-0.922	2.0976
Overhage13001_(Pae_G1a).CEL	-2.7442	1.1669	3.3056	3.7325	1.1313	0.67983	-0.79816	0.50448	-4.5546	2.9041
GSM252560.CEL	0.286	7.1278	0.83603	1.6138	2.5446	-1.2832	1.4951	0.84606	-3.8319	2.1104
GSM774089_CF43-1973b.CEL	-7.0307	-5.8295	1.0509	3.2794	-0.070173	-0.2359	0.08909	-0.80997	0.93809	-0.38572
GSM774087_CF30-1979c.CEL	-6.8643	-4.5104	1.1285	4.0062	0.35033	-1.1031	-0.21974	-1.7749	1.2663	-1.7354
GSM774086_CF30-1979b.CEL	-6.5194	-4.8712	0.98396	3.4866	0.068275	-1.3761	-0.51551	-1.9655	1.1191	-1.6227
GSM432861.CEL	-8.0955	-4.2813	0.019697	-2.0203	-1.4525	-0.14895	0.81186	0.84982	0.095261	-0.87672
