	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299
GSM774161_PAO1b.CEL	2.7097	0.13519	2.4959	0	0.070841	0.24107	0	0	2.4125	0	0.70182	0	0	0	1.7368	0	0.45272	0.81629	0	0.89122	2.6139	0	2.9013	0.47186	1.1003	0	3.1061	0	0	1.4209	0	0.41562	0.06404	0	0	0	0	0	0	0.28783	3.0584	0	0	0	2.6187	3.6206	2.4695	0.00069261	0	0	0	0.02481	1.0574	0.57866	0	0	0	0.46725	0	3.4963	1.5848	0.10414	0	0.32013	3.8453	1.4384	1.2022	0	0	0.05001	0.28641	1.5312	0.58533	0	1.7969	0	3.8179	0.76828	4.4532	0	1.2232	1.2956	2.4239	0	0	3.2375	0	1.0115	0	0.36372	0	2.8779	0	0	0	0	0.22754	0	0.59865	0	2.0453	2.5231	0.27347	0.24829	2.088	0.050859	4.7018	0	2.8687	0.9185	0	1.8205	0.097834	0	0	4.4291	0.0018563	0.2237	0	0	0	1.03	0	0	0.015448	2.5385	0	0	0	3.0994	5.2862	0	0.38238	0.58035	0	0.69384	0.12151	2.1069	2.5509	0	0	1.4286	1.1724	1.1562	3.9725	0	0.18337	0	0	0	0	0	0	0	2.8868	0	0	0	0	2.8522	0	0	1.704	2.2897	0.25673	4.0027	0	0	0	0	0	0	1.3345	0.15303	5.4524	2.3549	0.70391	1.5161	0	1.3255	0.88493	2.8918	0	0	0	0	0.34122	0	0.81767	0.64045	0.78392	0	0.1889	3.055	0	0	4.4837	0	0.64237	0	0	0.74676	0	0.74831	0.2186	0	4.2824	1.2701	0	1.7521	1.1627	2.2603	1.6316	1.1394	1.7981	0	0	0.047325	0.31664	0.29536	0	0.20564	0.56148	0	0.53719	0	0	0	0.26778	2.9515	0	0.66199	0	0.16523	2.6285	3.859	0	0.055479	3.8581	3.2637	0	0.55532	2.2407	0.34511	0.4061	1.8438	1.2165	2.7705	1.2694	0	1.4221	0	0	0.49574	0.61679	1.8844	0	0	0	0.3894	0.94652	0	4.7063	1.8474	0	0.2335	0	4.4633	2.3673	0	0.72033	1.516	0.44404	2.0965	2.5487	4.1069	0.31948	0.81513	0	0.024162	0.44503	0	0	0.86795	5.0259	0	0	1.8368	0	0.50542	0	0	0	0	0	0	1.0044	3.6673	0.32375	0
Overhage3002_(Pae_G1a).CEL	0	0	0	0	0	4.5485	0	0	0	1.6107	2.9408	3.4812	2.3033	4.4535	0	0	0	0.72505	0	1.3338	0.20139	1.1383	0	1.9124	0	3.2559	0	0	1.0874	0	0	0	0	0	3.8321	4.177	3.2517	0	2.617	0.4697	0.49627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017589	0	0	0	0	0	1.0678	0	0	0.43042	0	0	6.6357	0	0	4.9125	0	0	0	1.8159	0	0	0	0	0.13867	0	0	0	0	0.81282	0	0	0.84069	0	0.81169	0	1.1721	0	0	0	0	0.15762	0	5.4765	0	6.8228	0	1.4904	3.5721	0	0	0	0	0	1.0216	2.4829	0	0	0	0	0	0	0	0	0.90489	3.8804	0	0.87648	0	0.053365	4.6108	0	0	0	0	0	3.819	0	0.019216	0	0	0	0	0	0	1.1181	0.15892	0	0.076457	1.3115	6.5698	0.8847	0	1.3	0	0	5.1328	7.267	0	0	0	0.56205	0	0	0	3.3609	0	0	0.28476	2.1921	2.9458	0	0	0	0	0	0.6861	0	1.2371	0.093339	0	0	2.8328	0.39882	0.27303	6.7647	2.2095	0	0	3.3666	0	2.1025	0	0	0	5.5844	0.015805	3.7325	0	0	0	1.818	0	0	4.8506	0	0	0.31403	0.31661	0	4.173	0	1.4923	0	0	0.17745	0	1.3198	1.6049	3.8245	0	0.21665	0	0.17646	0	0	0.39004	0	0.63704	0	0.11189	6.6444	2.213	0	0	0	0.87861	0	0.7506	0	0.11942	0.022619	0	0.17129	0	2.5575	0.52146	0	0.12013	0	0	0	4.0131	0	6.2109	2.0012	4.2525	0	0.27243	0.85479	0	0	0	0	3.0222	0	0.065634	0	0	1.8956	0.16533	0	0	0	0	0	0	0	0	2.8952	0	0.61574	3.2006	6.3689	6.0208	2.1377	0	4.161	2.9006	0	0	3.4912	3.1012	0	2.7381	0	0	1.3162	7.2441	0	0.2658	0	0	0.23559	0
GSM432861.CEL	0	0.38476	0	1.9658	0	0.30505	1.3675	0	0	0.19514	0.34344	0	0.25207	0	2.3853	0	2.7716	0.84024	0	2.0936	1.7619	0	0	2.2877	4.0662	0	4.2683	0	0	0.073593	0.25973	1.1647	0	0	0	0.60155	0	0	1.1363	1.2654	1.7681	0	0	0	3.5781	3.3418	6.5053	1.9382	0	0	0.40282	4.1322	1.0264	0.19226	0	0	0	0.0048723	2.2249	2.947	2.5294	0	0	0.76123	3.5525	0.88088	0	0	0	0.49674	0	0.53425	0.14011	0	0	0	2.3564	0	2.491	0	0	0.60914	3.3537	0	0	0.89841	0.6852	2.4201	0	0.4361	0	0	3.497	2.1624	0	0	1.6292	0	0	0	0.048594	0	0.39067	0	1.6594	0.090769	0.26913	0	0	0	0	0	0	0	0	5.3901	1.6827	0	0	0.79108	0	1.5776	0	0.24669	0	3.1318	0.94352	0.67864	0.43039	1.4975	4.1292	0	1.7668	0	0	0	2.8595	1.7182	3.0967	0	0	0.31135	0	2.5115	3.4212	0.18338	0.48134	0	0	0.4443	0	0	0	0	2.5863	0.45127	0.47878	0	0	0	0	0	1.4318	0	0.32218	2.9476	0	0.55259	1.4941	0	0	0	1.83	0	1.3058	0	0.56721	0	0	0	0.57075	0.90219	0	1.1169	0	0	0.012288	0.70869	4.0349	0.33603	1.9608	0	0	4.2484	0	0	3.4208	0	1.0152	0	0	0.17853	0.20179	0	0	0	0	0	2.74	0	0.39629	2.4847	0	3.49	0.54916	0	0	0	0	2.7744	0.68718	2.7218	0	0	0.47062	0.12595	0.92172	0.54808	0	4.6997	0	0	0	0.37869	0	3.1412	0	0.16608	2.2485	0	0	1.1432	6.1991	0.25528	0	0.75276	2.2322	0	1.6235	0	0	1.8087	0.23575	0.74126	0.03223	0	1.8878	0	0	0	2.3013	0	2.2779	4.5134	0	0	0	0	0	2.3989	1.1363	0.0015569	0	2.1759	0.85228	0.48815	0	0	0.20887	0.010443	5.0595	0.95466	3.6208	1.5113	2.9996	0.28565	0	3.1264	0.63652	0.44706	0	0.35902	1.8992	0	0	0	2.5419	3.3961	0	0
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0	0	0	0	0	0	1.1235	0	1.9985	0.088731	0	0	2.4687	0	0	0	0.85777	1.2965	0.70793	9.0765	0	5.2701	0	3.8294	4.6255	0.196	4.5034	3.6765	2.2731	1.3206	0.43839	1.9728	0	1.1852	2.1451	0.78052	1.0307	5.1896	0	0.68982	0	0	0	0	0	5.1181	0.090665	1.8701	0	0	0.066143	1.6279	2.2974	0.61462	0	0	1.1159	0.90859	0	1.6327	2.2467	0	0.34674	0.079782	0	0	0	0.042788	0	2.4968	0	1.3257	0	0	1.9772	0	1.2394	0.31764	0	4.1154	0	0.52589	0	0	0	0	0.5985	0	0.85771	0	1.0037	1.3964	4.4427	0	0	3.1697	0	0	0.64305	1.2664	0	0	1.2505	0	0	0.48235	0	0	1.0242	1.9453	0	0	0	0	0	1.4127	3.1358	0	0	4.3624	0	2.1985	2.3219	0	2.1534	0.19202	3.8174	2.323	0.35696	0	0	0.41095	0.33326	0	0	1.6841	2.1396	0	3.0941	0.45545	0	0	1.5021	1.3298	6.2008	2.0865	2.3753	0	0	2.4342	0.061836	0.89689	0	0.32466	0	0	0.073037	0	0	1.5582	3.2829	0	0.58602	0	0	0.4985	0	0.35203	0	0	0	0.2112	1.0854	0	0	0	0	1.7034	0	0	2.4074	0.25328	0	0	2.3482	0	4.2652	0	1.9796	0.66917	0.26016	0	0	1.784	0	0	1.3209	0	2.2316	0	0	0	0	0.082072	0	3.6861	3.4729	1.1101	2.3554	0	4.1189	0	0.020897	0.55764	1.7762	0	0	0	0	4.3667	0	5.4682	2.4472	0	0	1.7869	0.90511	0	0	0.77654	0.50475	0	0	0	0.15582	2.8779	0	0	0	0	0	0	3.7473	0	0	0	3.47	0	0	5.6754	0	0.26761	0.23899	0.34196	0.91155	1.0472	0.64205	0.12039	0	0	2.7895	0	0	0	0	0.14576	0	0.93393	0	2.6009	0	2.3393	0	1.2548	0.70812	1.3059	0	0	2.2781	0	0	0	0.59684	1.2529	0.45414	0	0	1.3163	0.6968	3.7057	0	1.8306	5.4475	3.2828	0	0	0.54238	0.26277	4.4595	0
GSM1517347_MK-1.CEL	0.42509	0.032867	1.5303	0	2.854	3.6228	0	0	0.33576	0.82707	1.992	0	0	0	0	0	1.2005	0.90903	0	3.6147	0.8131	3.2142	0	1.5191	2.1443	1.8173	0	1.2111	3.5209	0	0.29075	0	0	0	0	0.055607	0	0	6.2147	0.039257	1.4721	1.2	0	0	0	0	0	0.40956	0	2.1009	0	0.50221	0	0.14622	0.70887	0.5146	0.13673	0	1.8181	0	0	0	4.1233	0.08127	0	0	2.3266	0.31891	0	3.2736	1.2785	0	1.4646	0	1.1296	0	1.9553	0	0	0	2.3894	0.15535	0	3.6436	0	0	0.10331	0	0	3.3883	3.1525	0	0	0.97744	0	0	2.1893	0.029694	1.0896	0	0	1.2441	1.9716	1.0783	0	0	0	1.3738	3.4296	0	0.76366	1.1212	0	0	0.11287	0	0	0	0	0.71023	0	0	1.7967	0	3.3531	0	0	2.9949	0.31463	0	0	0	1.8432	0	0	0	0	0	0	0	0	0.79229	5.5954	0.55287	0	3.3432	4.8306	0	3.6904	0.17128	0	3.7568	4.3943	0.7005	0	0	0	0	0	0	3.2432	2.4123	0	0.53129	2.5401	0.048737	3.1652	4.8765	0.35008	0.33718	0	5.82	2.1664	5.6333	3.7859	0	7.4342	0.064396	0	0	0	3.7411	0	0	0	0	0	4.2665	0.4159	0.022613	0	1.64	3.5238	0	1.7818	0.26163	3.4308	0	0	1.4579	0	0	1.1511	4.3462	0	0	1.1399	1.0109	1.2837	0	0.52963	0	0	0	1.3333	0	2.7025	0	0.73616	0	0	0	0	0.099228	0	0.82301	0.81389	6.0951	4.7129	0	2.2749	0	2.3967	1.2874	3.5578	0	2.0301	0.063118	0	0.45981	0.31372	0	0.46852	0	1.7959	0.84405	0	4.2042	0	0	0	0	0	2.1785	0.96198	0	0	1.8592	1.0673	0	0.21662	0.5329	0	0.69025	0	0	0	0	0	0	0	0.14917	3.9684	0	0.79799	0	0	0	3.1091	0	0	0.33932	0	2.7532	0	0.59946	0	0	0	0	0	0.38951	0	0	0	2.3693	0	0.86069	0	0
GSM462063.CEL	1.9217	5.6962	0	4.2454	0	3.2589	0	0	1.9865	4.9491	4.4678	1.2993	2.2581	0	5.149	0	0	1.8093	1.6075	4.0901	0	2.3458	0.80458	2.5938	0	0	0	0.10691	0	3.5401	0	3.0663	0	1.8253	0	0	0	0	0	6.1344	0	0	0	2.2194	0	2.001	0	0	0	4.8895	0	0.32529	0	0	0	0	0	0.2624	0	0	0	0	3.1258	0.07359	0.22803	0	0	0	0	0	0	0	1.7925	0	0	0	0	0	4.0502	0	1.3336	0.0025675	0	0.95244	0	0	0	0	3.7324	0.14522	0	4.228	0	3.7528	0	0	0	0.12545	0	0	0.92073	3.6894	3.8033	0	0	0.19978	3.8163	0.61964	2.6072	0	0	0	0	0	0.98533	0	0	2.5539	0	0.16806	0	3.366	0.031118	0	4.0361	0	1.8349	1.7716	0.55875	0	0	3.956	0	0	0	0	2.4832	0	0	0	0	1.8404	2.4429	0	0	0	0	0	5.7455	1.9624	0	0.40574	4.6463	1.989	0	0	2.2252	0	0.81572	0	0.28624	0	0	0.14894	0	0	4.8248	4.6142	0	0	0.0020649	5.0382	0	5.023	0.98528	0	0	1.754	0	0	3.7542	0	0	0	0	0	0	0	0	0	0.43249	0	0.52324	0	1.1411	0.32618	0	0.0060426	0	0	0	5.0845	0	4.527	0	0	0	4.9257	0	3.6841	0.0039967	0	0.046963	0.068872	0	0	1.2739	0	3.3886	0	0	0	0	0.33786	0	0	0	1.6476	1.5366	1.5016	0	0	8.0714	0	9.0505	0	0	3.1628	0	0.71436	0	0	0.91399	0	2.4965	0	0	0	0	1.9218	0	0	0	0.3466	0	0	0	0.63042	1.3319	1.3968	0	0.25308	0	0	5.5505	0	0	0	0	0	2.4112	0	0	0	0	0	4.2578	0	3.697	5.2276	0	0	0	0	0	0	0	0	0	3.2384	0.79865	0	0	0	0	1.6596	0	0	0.21672	0.85671
GSM591623.CEL	0.092045	0.90084	0	2.071	0	0	0.9866	0	2.7963	1.6043	0.93766	0.59148	4.3497	0	3.9034	0	1.8066	3.9157	0	2.0187	0.41377	1.6837	0	2.6952	0.046085	0	0	0.94001	1.256	0.54494	3.4237	3.4516	0	0	0	1.5497	0.040177	3.3523	0	1.4238	0	0	0	0	0	1.7501	0	0	0	4.9464	0	3.258	0	0.89918	0	0	1.2787	0	0	1.0755	0.034852	0	2.5632	1.5003	0	0	0	0.54885	0	0	0.22921	3.138	0	0	0	2.4498	0	0	1.7839	0	2.1576	0.01181	0	0.38992	1.123	0	0	0.20614	4.9264	0	0	0.38226	0.56751	0.37637	0	2.2263	1.0371	0.46948	0.09687	0.92238	0.18639	0.18144	1.171	0	0	0.58054	0	0	2.2318	0	1.4769	0	0	0.98354	0.034158	0	2.2339	3.8483	0	0.95297	0	0	2.0169	0	2.1903	0.80886	0	4.1202	1.1802	0.28427	0	2.6311	5.2935	1.9569	1.3334	1.1746	2.0903	0	0	0	0.26503	0	2.087	0	0	0	0.089728	0	1.7926	4.2324	0	1.9786	0	0	0	0	2.8148	0	0	0	1.8023	0	0	0	0	0	3.6111	0.8457	0	0	0	2.5082	0.16135	3.2803	1.377	0	0	2.5553	0	0	0	1.6818	0	0	0	0	0	0.063947	0	0	2.1366	0	2.8482	0.541	0	1.3571	0	0.30097	0	0	0	0	0	1.8503	0	0	0	0.84962	0	3.2053	0	0.65959	0.42796	2.3563	0	0	0.79372	0	0.10789	3.18	0	0	0	0.46934	0	0	0.64747	0	0	0	0.2971	0	0	5.555	4.436	0.20463	0	3.6383	0	0	0	0	0.53379	0	1.625	0	0	0.71299	1.7385	2.9311	0	0	0	3.0637	0.29828	0	1.3154	0	0	3.9768	0	0.20236	0.039108	0	3.881	0.95929	0	0	0	0.52357	4.0613	0	0	0	0	0	4.6448	2.5905	4.2533	4.3466	0	0	0	0.39982	0.035889	0	0.88794	0	1.1848	5.9667	4.7217	0.78827	0	0	0	0.48358	0	0	1.11	0
GSM199986.CEL	1.3731	0	0	0	0	0	0	0	0	0	0.73839	0	0	0	0	0	0	5.0767	3.502	0	0.32639	1.6424	1.542	0.48541	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1152	0	1.4197	0	0.0082984	0	0	0	0	0	0	0	3.7728	4.9332	0	0	2.096	0.078221	0	2.0737	0	0	0	0	0	2.4041	0	0	0	0	1.9871	0	0	2.6013	0.74458	0.34205	0.52066	0.42129	0	0	0	0	0	2.2105	0.10882	0	0	3.4221	0	0	0	0	0	0	0	0	0	1.1388	0	2.7999	2.6343	1.2522	2.3176	0	0	1.5614	4.2937	0.98957	3.8032	0	0.14925	3.0533	0	4.2668	4.3414	0	4.3461	0.48171	0	2.8631	4.6784	0	0.19426	0.23334	0	0.746	0	3.0724	0	0	0	0.28424	0	0	0	0	2.3837	7.8149	0	0	0.83539	0	0	0.58509	0	0.61067	0	0	0	2.271	0	0	0	0	6.0807	0	0	0	0	0	0	0	0	2.432	0	0	0	0	0	0	1.2663	0	0	0	5.1575	0	5.2139	0.005809	0	0	1.5442	1.0714	0.2716	0	0	0	0	0	0	0	0.31849	0	0	0	5.064	4.7577	0	0.85609	0	0	1.3813	1.3414	0	0	0	0	1.597	0	0.048183	0.4146	3.0971	0	0	1.1894	0	6.3684	0	0	0	0	0	0	0.96426	0	0	0	0.023041	1.3176	0.13509	1.6314	0	0	0.35964	0	0	0	4.8769	2.4511	1.2169	2.022	6.4618	0	0	0	0	0	5.4426	2.5167	1.1499	0	1.882	0	0	0	0	0.93472	4.316	3.6836	0	0	0.65925	0	1.5032	0.69878	0	0	0	2.4616	0	0	2.7733	0	0	4.0698	0	2.2866	0	2.3198	0	0.99542	4.6869	2.5341	0.11962	0	3.53	0	4.7618	0	0	0.07225	0	0	2.9654	3.3582	1.4715	0	0	0	2.6273	0	0	0.028014	0
GSM1958030_Cadaverine_1.CEL	0.22288	0	0.19493	0.58218	0	0.17527	0	0	5.4832	0.43489	0	2.7937	2.5129	0	0.26818	0.059637	0	4.5017	0.83891	4.4671	1.2304	0	1.7666	0	0	0	0.39412	1.0513	0	0.66954	0	0	0	0	0	0.69582	0.020385	0	0	5.6784	0	0	0	0	0	0	1.5952	0.27999	0	0	1.0133	4.0669	0	0	0	3.3125	0	4.0216	0.15259	3.0634	0	4.7966	0.2748	0	0	0	0	0.85075	0	0	0	0	0	0	4.4512	3.4872	0	0	0.45416	4.6465	0.67887	0.49147	0	1.1306	0	2.748	0	4.0042	0	5.6015	0.24883	0.76193	0	0	0	1.5675	2.5513	2.1506	0.67141	5.0905	0	0	2.5598	0	0.78331	0	2.66	2.0164	0	0	2.4378	0	0	0	0	0.85754	0	0.15664	0	1.1	0	0	5.6912	0	0	0.36873	0	0	1.5382	0	0	0	8.5104	1.9521	0	0	0	0.99072	0	0	1.4256	0.5983	2.0054	0	3.1483	0	0	0	0	0	0	0.85266	0.70855	2.7554	0	0	0	0	0	0	2.0437	0	0	0	0	0	0	1.9354	0	0	0	0	0	2.2808	2.87	0	0.58229	1.9924	0	0	0	1.433	0	0.022228	0	0	0.5916	0	0	0	0.58842	0	0	0	0	0	1.1771	2.1918	0	0	4.5577	1.4161	0	1.344	1.2298	1.0815	2.3489	2.5886	0	0	4.8618	0.37935	0	0	3.2304	0	0.57731	0	0	0	0	0	2.9455	0	0.36104	0.9695	3.1731	0	0	1.078	0.39579	0.36734	0	0	1.885	0.083569	0	0	0	0.97678	0.33484	0	0.096297	0	2.8954	0	0.46629	1.88	0.94641	3.226	1.5529	0.67205	0	2.9273	1.0856	0	0	1.418	0	0.35596	2.492	0	1.2386	0	1.1113	0	0	0	0	0	0	0	0.12628	0	0.34477	2.7302	0.74607	0	0	1.328	0	0	0	2.3224	2.2212	0	0	0	0	0.30229	0.80729	0	0.10478	5.1893	0	1.2486	0	4.0508	0.0018501	2.2571
GSM1419138_PAO.CEL	0.08282	0	0	0	0	0	0	0	4.1535	0	5.5796	0	1.7364	0	0	0	0	4.4609	1.3426	1.4291	5.9167	0	0	1.4551	0.44118	0	1.1538	1.5566	0	0	0	4.7103	0	4.4172	0	2.3754	0	1.6985	0.75596	1.911	0	0	0.88473	0.054081	0	0.8463	0	0	0	0	1.5022	0.65932	0	0	0	2.3601	0	0	0.64941	0.566	0	0.66729	1.9621	0	0	0	0	3.0935	0	0.013116	0.77002	0	0	0	0	2.7602	0	0	0.015524	2.1743	0	0.88714	0	0	1.046	0	0	0	3.3966	0	0	5.259	0.1608	0	0	1.4253	1.5668	0.30929	2.2794	0	0	0	2.0199	0	0.036083	0	0	0	1.3365	3.061	3.896	2.5504	0	0	0	0	6.9852	3.5219	0	2.233	0	0	0	0	6.4071	0	0	1.2613	0	0	0	0	0	1.62	2.6356	0	0	1.7513	0	2.6381	2.3638	1.2661	1.3388	0	2.7832	0	0.38217	0	0	6.4373	0	6.2759	0.28867	0.27825	0	0	0	0	0.60498	0	0	1.9256	0	0	0	0	0	5.6428	0	0.027876	0.050508	1.4798	0.96062	5.6637	0.48604	0	0.44329	0.5423	0	5.4957	0.31199	0	0	0	0	0	0	0	0.11776	2.1686	0	0	2.4979	0	2.6304	3.0624	2.8771	2.909	2.8149	0.75066	0	0	0	0	0	0	1.9	0.40044	4.6538	0	0.42761	0	4.1812	0	0.31464	0	0	0	0	2.2679	1.4964	0	0	0	0.11891	0	1.0078	0	0	0.46546	0.42629	2.0517	1.1872	0.32021	2.2549	0	0.062029	0	0.80469	0	0	0	0	1.3411	0	0	0	0	0	0	0	2.8189	0	1.1089	0.26205	0	0	4.5238	0	0	3.5445	0	0	0	0	0.86542	0	0	0	0	1.8372	0	1.9545	1.2089	0	0	1.4208	5.2703	0.60345	0	1.1453	5.0758	0	0.31904	0	0	0	0	0	3.2025	0.23181	6.4156	0	0	1.4706	0	0	0.48829	0	0.20731
