	0	1
GSM597330.CEL	16.217	-0.2351
L_12.CEL	16.283	0.80857
GSM1112046_PGAS_25_1A.CEL	16.238	1.4037
GSM261936.CEL	16.17	-0.52133
GSM994500_HM4-replicate-02.CEL	16.189	0.77015
GSM208614.CEL	16.141	-0.73738
GSM821087_HZI0142_Pae_G1a.CEL	16.181	0.24814
GSM551147.CEL	16.165	0.80411
GSM1618386_Wound2.CEL	16.212	1.1928
GSM2045178_MT1.CEL	16.114	-0.56673
MSC_01.CEL	16.085	-1.456
GSM774094_CF66-1992a.CEL	16.061	-0.86389
GSM1608068_Biofilm+12hrcipro_rep2.CEL	16.075	-0.02313
GSM375703.CEL	15.995	-0.71651
GSM774105_CF114-1973c.CEL	15.995	-1.3776
GSM1961575_F1-1.CEL	16.026	-0.020766
GSM573324.CEL	16.024	-0.40464
GSM807325.CEL	16.019	0.78124
Overhage11002_Pae_G1a.CEL	15.963	-0.62686
GSM208612.CEL	15.882	-0.94877
GSM156174.CEL	15.881	0.20778
GSM335182.CEL	15.826	0.42151
GSM546265.CEL	15.821	-1.231
GSM546253.CEL	15.745	-1.2978
GSM774156_B38-2NM_3.CEL	15.697	-1.2926
GSM900181_F3_Pae_G1a_.CEL	15.753	0.48471
GSM1553188_Persisters_T1.CEL	15.763	1.3225
GSM1310897_PA14_wild-type_+H2O2.CEL	15.599	-0.36557
SJ01_Treated_1.CEL	15.623	1.2887
ETJan12B_1380_2012PAO5dR-aero.CEL	15.609	-0.45039
GSM823346.CEL	15.574	0.43798
GSM838215_PAO1-PM-1_Pae_G1a.CEL	15.532	-0.44773
GSM243223.CEL	15.503	-0.83548
GSM429480.CEL	15.528	0.23391
JS-G164.9.07.CEL	15.506	1.3694
GSM567544.CEL	15.415	-0.17134
GSM617298.CEL	15.389	0.92774
GSM637597.CEL	15.453	1.5694
GSM854792.CEL	15.384	0.22217
GSM155244.CEL	15.297	-1.4295
GSM637577.CEL	15.267	1.0413
GSM711447.CEL	15.161	-0.37091
GSM685447.CEL	15.157	1.1282
GSM1889279_L-Hyp_02.CEL	15.094	-1.076
GSM1662232_WFPA510_1.CEL	15.036	-0.055081
GSM208603.CEL	14.998	-0.82923
GSM1553190_Persisters_T2.CEL	15.016	1.4165
GSM2070508_OCio-13-PAO1-1-d94-Pae_G1a-a1.CEL	14.968	-0.27975
GSM546278.CEL	14.878	-1.3999
GSM334312.CEL	14.909	-0.51793
GSM774131_CF333-2007b.CEL	14.863	-0.88208
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	14.881	-0.52957
GSM1961576_F1-2.CEL	14.893	0.24992
GSM1237737_M9_PAOSX_1_51059600653060050411410396750419.CEL	14.833	-0.6369
GSM156175.CEL	14.819	0.20217
GSM741205.CEL	14.763	0.66761
GSM1191066_sphR-pyr-1.CEL	14.79	0.38332
GSM1267105_HZI1971_Pae_G1a.CEL	14.751	-0.60361
GSM1267101_HZI1967_Pae_G1a.CEL	14.759	-0.077083
GSM1267091_HZI1954_Pae_G1a.CEL	14.732	-0.095384
