	1	2
0.1_12hr_CSV86(Pae_G1a).CEL	0.0	0.0
0.1_2hr_CSV86(Pae_G1a).CEL	0.0	0.0
0.1_6hr_CSV86(Pae_G1a).CEL	0.0	0.0
0.1_7hr_CSV86(Pae_G1a).CEL	0.0	0.0
0.1_9hr_CSV86(Pae_G1a).CEL	0.0	0.0
05_PA14000-4-2_5-10-07_S2.CEL	0.46223199367523193	0.4841327667236328
1_12hr_CSV86(Pae_G1a).CEL	0.1118764877319336	0.4756740927696228
1_2hr_CSV86(Pae_G1a).CEL	0.0	0.0
1_6hr_CSV86(Pae_G1a).CEL	0.0	0.0
1_7hr_CSV86(Pae_G1a).CEL	0.9415556192398071	0.8271562457084656
1_9hr_CSV86(Pae_G1a).CEL	2.608181953430176	1.0490920543670654
120330-10978D_22_(Pae_G1a).CEL	0.7243683338165283	0.625384509563446
120330-10978D_23_(Pae_G1a).CEL	0.0	0.0
120330-10978D_24_(Pae_G1a).CEL	0.0	0.0
120330-10978D_M1_(Pae_G1a).CEL	0.9779611825942993	0.7138392329216003
120330-10978D_M3_(Pae_G1a).CEL	3.8590009212493896	1.145082950592041
120330-10978D_M4_(Pae_G1a).CEL	0.0	0.0
142_2014wt_anaero.CEL	0.0	0.0
143b_2014wt_anaero.CEL	2.851003408432007	1.0448172092437744
144_2014wt_anaero.CEL	0.0	0.0
145_2014dR_anaero.CEL	1.2571864128112793	0.7342807054519653
146_2014dR_anaero.CEL	4.422652244567871	1.2269726991653442
147_2014dR_anaero.CEL	3.4820778369903564	1.1104871034622192
20mM_CF600.CEL	0.6668903827667236	0.6356713175773621
20mM_KT2440.CEL	3.99895977973938	1.3067196607589722
2mM_CF600.CEL	1.3864644765853882	0.7341402769088745
2mM_KT2440.CEL	5.1044511795043945	1.4413374662399292
54375-4-05.CEL	0.0	0.0
aerobic_NO3_1.CEL	0.0	0.0
aerobic_NO3_2.CEL	0.0	0.0
AKGlu_plus_nt_7-8-09_s1.CEL	4.889743804931641	1.277933120727539
anaerobic_NO3_1.CEL	0.0	0.0
anaerobic_NO3_2.CEL	0.0	0.09308350086212158
control1_anaerobic_Pae_G1a.CEL	0.0	0.0
control1aerobic_Pae_G1a.CEL	0.0	0.0
control2_anaerobic_Pae_G1a.CEL	4.801734924316406	1.2731857299804688
control2aerobic_Pae_G1a.CEL	0.0	0.0
control3_anaerobic_Pae_G1a.CEL	0.0	0.0
control3aerobic_Pae_G1a.CEL	0.0	0.0
DB1.CEL	0.0	0.0
DB3.CEL	0.0	0.0
DC1.CEL	3.061216115951538	1.0002384185791016
DC2.CEL	0.0	0.0
DC3.CEL	0.0	0.0
dPA54375-18-05.CEL	0.0	0.0
ETJan12B_1376_2012PAO1wt-aero.CEL	3.8617184162139893	1.2124032974243164
ETJan12B_1377_2012-PAO2wt-aero.CEL	4.769270896911621	1.3696224689483643
ETJan12B_1378_2012-PAO3wt-aero.CEL	1.268956184387207	0.8739487528800964
ETJan12B_1379_2012PAO4dR-aero.CEL	0.0	0.0
ETJan12B_1380_2012PAO5dR-aero.CEL	5.582828521728516	1.4283021688461304
ETJan12B_1381_2012PAO6_2dR-aero.CEL	3.594217538833618	1.1960726976394653
fos1_anaerobic_Pae_G1a.CEL	0.0	0.0
fos1aerobic_Pae_G1a.CEL	0.0	0.0
fos2_anaerobic_Pae_G1a.CEL	5.1825666427612305	1.4043235778808594
fos2aerobic_Pae_G1a.CEL	4.694369316101074	1.3696037530899048
Fos3_aerobic_wdh_Pae_G1a.CEL	0.0	0.0
fos3_anaerobic_Pae_G1a.CEL	3.4975593090057373	1.1363608837127686
FT1_anaerobic_Pae_G1a.CEL	0.0	0.0
FT1aerobic_Pae_G1a.CEL	0.0	0.0
FT2_aerobic_wdh_Pae_G1a.CEL	0.0	0.0
FT2_anaerobic_Pae_G1a.CEL	0.0	0.0
FT3_anaerobic_Pae_G1a.CEL	0.0	0.0
FT3aerobic_Pae_G1a.CEL	4.839300155639648	1.3501948118209839
Glu_6Hour_(Pae_G1a).CEL	0.0	0.0
glu_plus_nt_2_8-25-09_s2.CEL	1.014251947402954	0.6943637132644653
GPphhRminus_11-30-09_12-3-09_s1.CEL	0.3299442529678345	0.4096740484237671
GPphhRminus_11-4-09_s2.CEL	0.0	0.0
GSM1027584_062508WT.CEL	0.5049117803573608	0.5598980188369751
GSM1027585_071008WT.CEL	2.649137496948242	0.9708880186080933
GSM1027586_062508plcHR.CEL	3.9072325229644775	1.1692776679992676
GSM1027587_071008plcHR.CEL	0.0	0.0
GSM1027588_062508gbdR.CEL	4.819819450378418	1.2876081466674805
GSM1027589_071008gbdR.CEL	0.8191308975219727	0.6628543138504028
GSM1067456_PAO1_CK_1.CEL	0.971622109413147	0.8660668730735779
GSM1067457_PAO1_PAA_1.CEL	1.492689609527588	0.9679790735244751
GSM1067458_PAO1_CK_2.CEL	0.0	0.0
GSM1067459_PAO1_PAA_2.CEL	0.0	0.0
GSM1112046_PGAS_25_1A.CEL	5.866182327270508	1.3807153701782227
GSM1112047_PGAS_25_2A.CEL	2.7152724266052246	0.9146011471748352
GSM1112048_PGAS_25_4A.CEL	2.3295626640319824	0.9017068147659302
GSM1112049_PGAS_37_1B.CEL	2.68272066116333	0.9807719588279724
GSM1112050_PGAS_37_2B.CEL	3.548861265182495	1.0792498588562012
GSM1112051_PGAS_37_3A.CEL	0.0	0.0
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	0.0	0.0
GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	3.855649709701538	1.2191499471664429
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0.0	0.0
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0.0	0.0
GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	0.0	0.0
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	0.0	0.0
GSM1141729_PA01_none_PC_.CEL	0.0	0.0
GSM1141730_PA01_ZnO_PZO_.CEL	0.0	0.2136901617050171
GSM1143375_A1_Pae_G1a_.CEL	0.0	0.45227164030075073
GSM1143376_A2_Pae_G1a_.CEL	2.972935914993286	1.105247974395752
GSM1143377_A3_Pae_G1a_.CEL	0.0	0.0
GSM1143378_B1_Pae_G1a_.CEL	0.0	0.0
GSM1143379_B2_Pae_G1a_.CEL	1.0021885633468628	0.7640656232833862
GSM1143380_B3_Pae_G1a_.CEL	0.0	0.0
GSM1143381_WT1_Pae_G1a_.CEL	2.255246639251709	0.9403138160705566
GSM1143382_WT2_Pae_G1a_.CEL	0.0	0.0
GSM1143383_WT3_Pae_G1a_.CEL	0.6832334995269775	0.6966155767440796
