	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299
GSM199985.CEL	0	0.45561	0	0.95399	0	3.1326	0	0.66636	0.09121	0	0	0	2.3749	0.073404	0.98844	0	0	0	3.8073	4.3331	0.78032	1.4212	0	0.65195	0.96926	0	0	0.30942	0	0.41263	3.0076	0	0	0	0	0.01056	0	4.6059	0.50857	0.020973	3.8364	2.8628	0	0	1.4078	0	0	0	0	2.9664	0	0.58194	0	0.56404	0	3.348	0	0	0.4463	0	1.7274	0	0.99266	0.90463	1.8425	0	0	0	0.56843	2.3124	0	0	0.8201	0	1.5637	2.7377	0	1.6946	0	1.1516	0	0	0	0	0.55855	0	1.1364	0	3.4412	0	0	0	2.8511	0	1.0041	1.3572	0	0	0	0.77658	1.7836	0	1.9304	0.76331	0.18264	1.4259	2.8741	0.16907	0	0.18807	0.69708	0	1.5477	1.7052	3.4082	0	1.29	0	0.58183	0	0.51431	0.5548	0.52388	0	1.26	0	2.6802	0	0	0	0	0.76904	0	0	0	2.9216	3.857	6.0907	0	0	2.2717	0.10529	0	0	0	0	3.4944	2.5757	0	0.19702	5.2236	5.225	0.01455	0	0	0	0	0	0	0	2.5402	0.26677	0	0	0.029818	1.18	1.0797	4.9368	1.3636	0	0	0	0.31538	0	2.3497	0.29273	1.9555	0	0	0	0	0	0	1.8237	0.83782	0	0	0	0	3.2025	0	0.44457	0	0	2.0197	0	0.79254	0	0	1.2492	1.1169	0	0.099632	0	0	0	0	0	0	0	0.52762	0	2.5068	1.1291	0	0	1.8069	1.7019	0	0.89665	0	0	4.4766	0	4.645	1.6559	0	0	0.16567	0.78968	0	0.3804	2.2976	2.2144	3.4963	0.27365	1.8017	1.8873	1.1879	0	0.96842	0	0	0	1.9005	0	0	0	0	0	0	3.1055	5.5373	4.1017	3.5418	0	2.3926	0.9057	0	0	0	0	0.17898	0	0	2.6366	0	0.088161	0	0	0.70648	3.6903	0	0	0	3.7201	4.7145	0.71258	0	5.3605	0	0	0	1.2031	0	3.1727	0	2.8356	0	0	5.6658	0	0.33463	0	0	2.7239	0	6.3004	0	0
GSM2055818_7629_B-_20130705.CEL	0	0	0.25484	1.2434	4.0438	0.73494	0.21986	0.88642	0	0.22632	0.47144	0	0.25546	0.24265	0.40948	0	0	0	2.8035	0	1.0315	0	2.6632	0.94443	2.3284	0	0	0.011758	0	2.5899	4.8125	0	1.1477	2.304	0	0	1.5051	1.154	0.12131	1.3917	2.7537	2.7809	0	2.8178	2.8447	0	4.957	0	0.16695	0.13327	0	2.4931	0	0	0	0	0	0	0.60193	0	1.9114	0	0	2.8176	3.0907	0.58903	0.43541	0	0	0	0	0.84926	0	0.54805	1.0384	0	1.0325	0	0	0	0.41919	0	0.74157	0	0.48652	0.50412	0.94381	0.24231	3.2382	2.7889	0.3489	4.5382	3.0824	0	1.2407	0	0	0	0.046174	0	0.39533	1.2437	2.2231	4.4565	0	0	1.9552	0.48382	0.023144	0	0.57955	1.1638	0.46192	0	0	1.1417	0	2.4644	1.8015	3.8991	0.29027	2.2095	0	3.1338	2.0508	0	0	0	0	2.4421	0	0.25288	0	0.92905	2.1292	3.2024	0	3.2643	1.3562	0	0.43933	0	0.51103	0	2.3584	0.018224	0.076233	2.4008	0.45321	0	3.6604	3.2505	2.9115	0	0.067396	0	1.745	0	1.9136	0.25821	1.9473	0	0	1.9055	0	0.69005	0	0.19972	0.0056052	0	0.27035	0	0	0.60699	0	3.6977	1.4459	0	0	0	0	0	0	1.113	0.10551	0.9967	0	0	0	2.8824	0	0.99913	0.074469	0	3.1984	0.068067	0.07657	0	1.2854	0.53351	0.10634	0.33021	0	0.94629	0	0.46089	0	0	0	0	0.71125	0	2.1308	2.0812	2.2871	0	0.44672	2.617	0.10443	1.5164	0	0.21142	0.38415	0	0	5.1977	0.56751	0	3.3577	1.7503	0	0.17372	0	0	2.507	0	3.9337	3.2973	1.7729	0	0.2526	1.4482	0	0	0	0.11687	0.41224	0	0	0	0.056276	3.6207	3.5421	0.65532	0.29205	0	1.7238	0.31002	0	0	0	0	0	0	0	4.5776	0	1.7152	0.34953	0.3929	0	0	0.15881	0	0	2.8384	0	0.29718	1.01	2.7742	0	2.5161	0	0	0	0.082611	2.7382	3.6197	0	2.1692	5.1083	0	0	2.1995	0.45274	0	4.2679	0.30477	0.28296	0.44598
GSM900179_F2_Pae_G1a_.CEL	0	3.5754	0.28943	4.6112	0.0069927	0	0	0	1.5886	2.1072	0.69807	1.2639	0	1.5149	0	0.29921	0	1.7525	0	0	0	1.8998	0	0	0	0	3.87	0.60204	0	0.58168	0	2.0613	0.084549	0	0	0.16054	0	0.15658	0.35896	0	0	3.8334	0	0	0	1.1166	0.0016863	0.51456	2.3556	0	0	0.15924	0	1.8721	0.9563	0	0.4539	0	0	0	0	0.32016	0	0	2.4685	1.6371	0	0.19665	0	0	0	0	0	0	0	4.6992	0.30128	1.8406	0.72834	3.1846	0	4.8801	0	0.031551	0	0	3.1805	0	0	6.3096	0.86398	0	3.9264	0.19581	0.31375	0.19358	0	0	0.026145	0.87094	0	0	4.0712	0	0	4.1784	0.34394	4.2075	0	1.2338	0	2.67	6.4156	0.095888	0	0.6116	1.9718	0	1.1745	1.1617	0	0.30172	0.85421	1.0221	0	0	2.1675	0	0	0	0	0.29557	1.6113	0.21183	0	4.0262	0.73243	0	0	0	0.59134	2.5325	0.86645	0	0	0	4.0058	3.9088	0.15039	0	0.21128	0	0	2.2619	0	0	0	2.5369	0.099793	0	0	0	3.4163	0.40082	0	0	0	0	0	0	0	0	0.14839	1.9577	0	0.20945	0	0	0.06404	0	0	2.621	0	0	1.0465	0.43999	0	0	0	3.4781	0	0	0.041085	0	0.28614	0	0	0	3.9673	2.1601	2.4709	4.4103	0.63902	0.60346	0	0.72296	0	3.2971	5.0574	1.4191	4.9794	0	0	0.30143	0	0.91812	0	3.0615	0	5.3036	0	0	0	0	0	0	0	2.1792	0	0	0	6.025	0.025521	0	0	0	2.8496	0	0.21609	0	0	0	0	0	1.2632	0	3.3356	0	0	0.73463	0	3.8886	3.5798	0	0	0	2.7948	3.2934	0	0	3.3378	0	1.3299	1.4551	0.3887	0	0	2.7021	0	0	2.7094	0	0	0	0	0	0	1.9046	0	0	3.1947	3.3446	0.082911	0	0	1.1449	0	0	0	0.12363	2.158	2.5127	0	0	0	0	0	1.9188	0	2.9592
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	1.739	0	0.00098705	0	0.21236	1.7854	3.1466	0.17913	4.1794	2.1951	0	4.623	0.842	0	2.2452	0	0	0	0.10878	4.056	0	2.9612	0	4.2693	1.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1656	0	0	3.5162	0	0	1.89	1.9513	0.030187	0	3.7883	0.10703	0	0	0	0	0	0	2.7977	0	0	0	0	0	2.237	0	0.94595	0	0	0	0	0	1.8597	0.29901	0	0	0	4.1576	0	0	0.085729	0	0.24541	0.2652	0.3036	0	0	0	0	0	3.8068	0.46602	0	0	0	0	5.507	1.1789	0.030426	0	0.082093	0	0.76308	0	0	3.8657	0	4.8539	0	2.8769	0	1.6441	0.24369	0	4.3613	1.8095	0.92877	0	0	0.78568	6.033	0	0.99565	0	0.16455	1.1448	0	1.365	0	0	0	0	2.7257	0	0	0	0	3.2547	0.78545	0	0	0.14043	5.406	0	0	0	0	3.6306	0	3.0964	0	0	0	0	0.92834	0.68844	0	4.204	3.7146	0.87133	0	0.41153	0	0.050631	0	0.0061315	0	0.47809	0	1.4163	1.2766	0	0	0	0	3.3865	2.0822	0	0	0	3.2331	0	1.5229	1.9303	0	0	0	0	0	0.48659	0	3.0385	0	0.61093	0.02597	0.28705	0	0	0	1.1083	2.7505	0.63364	0	0	0.38308	6.8012	0	0.02713	0.86926	0	3.7958	1.0197	2.2061	0	0	0	0	1.2042	0	1.8986	0	0	0	0.53448	0	0	3.8982	0	0	0	0	0	0	0	3.0294	0	3.1096	2.2022	1.2758	0	0	2.2972	0.62576	0.15828	0.1304	0.28144	1.5464	0	2.7305	3.5637	1.576	0	0.51755	2.9583	3.2303	1.4034	1.8627	0	2.6263	0	0	0	0	0	0	0	0.040616	0	0	0	0	0	0.10773	0	0	0	4.7441	0	0.38846	0.49166	1.9793	3.4438	0	1.0581	0	0	0.094121	0	0.38654	0.22457	1.2177	0	1.3967	0	0	1.8792	1.5429	0	0	5.1424	0	0.68089
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0	0	0.017357	0.091031	0	0.35905	0	0	3.0212	0	1.1891	0	0.014681	1.5317	0	0	0	0.35793	0	0	5.458	0.40458	4.4823	0.68741	2.3624	0.32605	0	0	0	1.559	0	0	3.0001	2.6389	0	0	0.93266	0	1.18	0.080596	0.60176	2.9293	0	2.637	0.71594	0	0	0	0	0	0	0	0	0	5.3744	0	0	0	0	0.22213	4.7937	0	0	0.97572	3.9671	0	0	0.079252	0	0	0	0	0	0.060676	0.27447	0	1.6057	0	0	0	0	0.95527	0.34034	0	0	3.6368	0	0	2.5242	0	4.9599	2.931	0	0	0.25792	0	0	0	0	0	0.19074	1.2238	0	6.6792	0	0	0.98583	0	0.3656	0.063695	0.020173	0	1.0818	0	0	0	0	0.032652	2.4015	0.52406	0.14319	0.15402	2.5327	3.0466	0	0	1.0365	0	3.3644	1.1967	0.45616	0	0	1.5529	2.7759	3.7171	3.0515	0	0	0	0.17481	4.0206	0.25468	0	2.7798	2.384	0.27545	2.9497	2.076	0	0	1.0137	1.1836	0.22788	0	0	1.452	0.95693	1.8721	0.41264	1.9823	0.15266	0	3.8463	0.80586	0	0	0.70429	0.29254	0	0	0	2.9311	0	0	3.1313	0	4.6614	0	0	0	0	1.4042	0	1.6695	0.31479	4.6224	0	0.79095	3.3424	0	0	1.1059	0	2.6222	0	0.99237	0	3.4591	0	0	1.8981	0	0	0	0	0	0	0	0.36634	0	0	0	3.9387	0.72556	0	0	2.2946	0	0	0.88739	1.5073	0	0	0	0.046343	0	2.5868	1.8663	4.8103	0	0.33865	0	0.97732	0	0.095673	3.9627	3.1347	4.6295	0	0.39668	0	0	0	0	0	1.2418	0.1028	0	4.5591	0	3.296	3.4076	4.1133	0.20228	0	2.2595	0	0	0	0	0.21975	0	0.56932	0	0	0	0	1.9769	0	0	1.6277	0.17988	0.14435	0	1.8601	0.19701	0	0.0047221	0	0.60485	5.454	4.3239	1.3835	0.85849	0	2.6817	4.3624	0	0	3.6725	0	0.20355	0.10585	0.22751	0	0.57537	0	3.0884	0.39244
GSM821495.CEL	0.021366	0.50916	0	0	0.38964	5.5665	1.447	0.77206	2.2723	0	0	0	0.40574	0	2.0995	0.044598	0	0	2.563	5.2587	0	1.0182	0	5.2494	0	0	0	0	0	0.25172	0	0	0	0.3585	0	0	0	0.25046	0	0	0	2.9391	0	0	1.4766	0.86874	0	0.17838	1.6332	0	0	0.19019	0	0.38741	1.5265	1.9476	0	0	0	0	2.4423	0	2.2043	0.88283	0.30535	0	0	0	0	0	3.2746	0	1.6152	1.1255	0	2.8185	0	0	0.089785	0	0	0	0	0	0.77436	4.6537	0	0	5.0072	0	0	0	0	0	4.2271	0	0	0	0	0	5.3293	0.8395	0	6.5805	0	1.0813	0	0	0	0.31298	1.4493	0	2.0289	2.6795	2.2537	0	0	0	3.8441	0	0.94515	0	2.4019	0	0.74636	0	1.6649	0	0	0	0	0	0	0	0	2.87	0	0	0	0	2.2719	0	0	0	0	0	0	2.7762	0	0	1.3145	0	0	0	0	1.7974	1.4022	0	0.28522	0	6.4673	0	0	0.28566	0	2.9518	0	0	0.33627	0	0	0	3.2132	0	3.4585	0	0	0	0	0.65598	1.9721	0	0	0	2.5353	0	0	0	0	3.35	1.3783	0	0	0	2.1272	0	0.59881	1.619	0	0	2.9898	0	1.622	0	0	0	2.5359	0	4.1499	0.69026	0	4.4247	0.61787	0.21895	0	0	0.35513	1.7147	0.52767	0.086874	0	2.47	3.5956	0	4.8318	0.020767	0	2.1129	0	0.17622	0	0.088645	3.164	0	2.9492	0.52795	2.583	0	1.5471	0	2.5039	0	0	0	3.7586	0.17971	0.86811	0	1.9429	0	0.52327	3.3742	3.354	5.9946	3.6623	0	3.3443	0.3045	0.098562	0	0	0	0	0.62202	0	0	0	0	2.6027	0.21437	1.8188	3.7446	0	0.052001	0	0	0	2.2099	0	0.61794	0	0.74386	0	0.22649	0.16545	0.36235	2.4536	1.1414	0	0	2.3512	0.79241	0	0	0	0	0	6.7458	0	0.4323
GSM822689_wtBSM_A.CEL	0	0	2.8623	0	0	5.8602	0.5455	0	0.23927	0.75184	1.3284	0	0	1.1564	1.002	2.1711	0	0	0	4.1373	1.711	0.15832	0	2.3869	0.10396	3.1081	0	0	0	0.69442	0	0	1.8736	0	0	0	0	0	0.073515	0	0	2.9828	0	0.62089	1.5717	0	0	0.31607	0	0.2282	0	0.25309	0	0	2.3882	0	0	2.6977	0	2.4335	0.082542	2.2764	0	1.3806	3.5186	0	0	3.2008	0	3.4229	2.0249	0	3.451	0	0.78897	2.5053	0	0	3.5896	0	2.5358	0	3.0745	0	0.129	0.75916	0.52732	0.090019	5.7884	0	0	0.067685	0	0	2.5121	0.89314	0	0	0.11597	1.2594	0	0	0	4.7777	0	0	0	3.4987	0	0	2.1024	0.59685	1.7329	2.6009	1.3155	0	0	0.74822	2.1569	0	0	0	0.10213	0	0.99031	0	1.0681	0	0.19211	0.14728	0.13124	0	0	2.7052	1.014	3.3772	3.1897	1.1902	0	0	0.2064	3.326	0.12201	0	0.61882	0	0.16483	3.2779	0	2.1853	0	2.6452	3.3873	1.106	0.62045	0	2.2145	0	0.012334	0	3.7154	1.6297	0	0	3.8598	0.5882	0.95291	0	0	0	0	3.8633	1.5117	0	0	0.94644	0	0.97089	0	0	0.14033	0	0	0	4.1064	0.14518	1.0321	0	0	3.22	0.41551	0	0.47632	0.12802	3.7384	1.0142	0	0	0	4.2664	2.1481	0	2.1421	0	0	0	1.7512	0	2.4292	0	0.22819	2.676	0.73446	1.1864	0.027887	0	0	2.6228	2.3484	0.29642	1.7467	0	1.8611	0	2.5785	0.31149	0.52546	0.13235	0	2.5508	0	3.1141	0.069926	0.49749	0.18463	0	5.4756	0.12347	0	0	0.39886	0	0	0	0.11942	0	0	1.1507	2.1442	0.097862	0	3.5128	3.1357	0.6313	0.42906	0	1.9623	0	0.42202	2.4377	0.69311	3.0484	0.21772	0	0	0	3.5244	0	1.8746	0	0.72257	0	0	0	0.57473	0	0	1.0758	0	1.1653	0	2.1724	2.2885	0	2.0384	0	0	0	0	0	1.5845	0	4.3105	0	0.71108	0	0	3.5039	0	0.03197
GSM560759.CEL	2.4844	0	1.7988	0	0	0.241	5.118	1.1099	4.4954	0	0	0	1.8256	0	0	0	1.0029	2.9228	0	0.081849	0	0.73645	0.47348	0	2.3844	1.6526	0	0.060616	0	0	0.41849	0	0	0.44023	3.675	0.77086	1.4296	0	1.4031	0	0.47746	3.7614	7.6195	0	0	0.52185	0	0	3.2275	0	0.39446	0	0	0	1.3059	1.9836	0	0.59573	0.097626	0	0	0	0	0	2.408	0	0	0	0	0	1.0926	4.1549	3.4013	0.52083	0	5.0883	0	0.45441	0	0	0	0.50103	0.11491	0.15471	0	0	0	0	0	0	0	0.55744	0	0.6498	2.8951	1.3251	3.062	0	0	0	0	0	0	0	0	3.362	0.99415	0	0	0	0	0.069531	5.2877	2.5713	0	0	0	0	0	0	0	0.28347	2.488	0	0.42423	2.0473	0	2.4276	0.52377	0	0.54302	0	0	3.7452	0	2.7893	1.2533	0.15978	0	0	0.23538	0	0	2.6092	0	4.2416	0	4.4503	0	0	0	2.7522	2.1322	0	0	0	0	0	0	0	0.28384	0.1491	2.6099	0	0.26584	2.817	2.2697	3.8588	0	0.93315	0	3.103	0.45591	0	0.11358	0	0	0.18943	0	0.025711	0	0.11517	3.1009	0	0.43145	0	0	0	0	3.2132	0	0	0.37915	1.5533	0	0.56246	2.7173	0	0.32517	0.23094	0	0.058749	3.4317	0.045677	1.3674	0	0	0.64319	0	3.8821	0	0.13494	0	0.099566	0	0.37104	0.48495	3.8317	0	0.3766	0	0.49159	0	0	0	1.777	2.2221	2.1283	0.11729	0	0	0	1.6421	0	3.1274	0.11192	0	0	0	3.8341	0	0.023333	1.3865	2.3296	1.8532	0.26432	4.2441	2.3482	0	0.21192	0	3.3333	3.5827	0.84357	2.7189	0	1.3345	0	0.94805	0.5439	0	0	3.5469	0	0.19418	0	0	0	0	0	3.2791	0	3.287	3.5193	0	0	0.74341	0	0	0	4.3751	0.98279	0.1314	0.51908	0	0.45868	0	0	0	0	3.7779	0	2.54	0	0	1.005	0.51171	5.1704	0.68161	2.3584
GSM2070494_OCio-14-MutS_A_d94_cipro_2-Pae_G1a-a1.CEL	0	1.2367	0	2.9253	0	0.38569	0	0	4.4879	0	0.79492	0	0	0.92054	0	0	0	0	0.17226	0	0.76419	0	2.7695	1.159	4.0402	1.5792	4.5995	2.9897	0	0	0	0	0	3.3413	0.50116	0.17339	0.7937	0	0.40394	0	0	3.3601	0	0.89791	4.0008	0	0	0.35525	0	0	0.13589	1.6721	1.0731	0	0.64668	2.2141	0	0	1.1984	2.8539	0.41991	0.9646	1.4041	2.4058	4.119	0	0	3.5193	0	0	0.42119	4.1923	0.30438	0	0	2.757	0.45476	0	0	4.9113	0	1.5171	0.099366	0	0.616	0	3.1596	0	0.19021	0	0	0	0	0	0.18749	2.4836	2.5972	0	0.018825	0	0.49517	0	0	1.7966	0.76849	0.60319	0	0	0	0.16097	1.0112	0	1.2812	0.28663	0	0	0	0	0	0	0	0	0	0.69886	0	0	0	1.953	0	0	0	0	1.9592	4.2762	0	3.4746	0	1.7681	1.1171	1.1558	0.45503	0	3.4301	0	0	0	0.065587	3.143	0	0	1.4172	0.078645	0	0	0.41902	0	2.1545	0.26187	0	0.28425	0	0.3816	0	0.35026	0.60364	0	1.024	0	3.2245	0	0	0	0	2.3843	0	2.2984	0	2.3971	0	0	0	1.3049	0	1.9332	0.12675	5.0992	0.35055	0	0	3.1284	0	0	0	0	0	0	0.41817	1.3061	2.4806	0	0.68969	0.15729	1.5563	1.6845	4.3399	0	0	0	0.33593	0.59636	1.3108	1.4538	0	1.0479	2.2855	0	0	2.8696	2.1513	5.2363	0.14249	0	0.18615	1.304	0	1.0726	0	0.84183	2.4851	0	0	1.1931	2.7883	0.62551	0	0	4.3647	1.4764	0.42605	3.1828	0	0	0	2.384	0	0	0.0093229	0	1.5914	0.22896	0.98834	5.8378	3.4294	0.071082	0	0.18626	1.9598	0.86071	0	0	0	0.59768	0	0	3.1163	0	0	0.073081	3.0036	1.9444	0.48634	0	0.85118	0.050171	0	2.1536	0	1.0353	0.24031	0	3.3618	2.1138	0	0	0	0.27346	0.83696	3.046	0.12346	1.3956	2.2405	0	2.5042	0	2.6524	2.0315	3.2908	0.39073	0	0.50684
GSM1267104_HZI1970_Pae_G1a.CEL	0	0.53875	0	0	0	0.268	0	1.9429	0.32265	0	0	2.2188	0.16057	2.6788	1.8878	0.89583	2.7113	0	0	0	0	0.23246	0	1.4489	0	0	1.6323	0	0	0	0.79636	0	0	0	0	3.1419	0	1.6981	0.28537	0	0.71166	3.0766	0	0.67957	3.2608	0.41038	0	0	0	0	0	0	0.16385	0	0	0.51606	0	0	0	0	3.9811	0	0	0.58294	1.3576	0	0	0.29245	0	0.92648	0	0	0.02937	0.05893	3.1742	2.0836	0	0	0	0	0	2.2024	0	0	0.070911	0	0	0.64418	3.0763	0	0	0	0	0.79858	0	0	0	1.0437	2.7667	0	2.7269	0	1.4651	5.4437	0	2.0625	0.5939	0.020118	0	1.1926	0.50474	0	2.3897	0	0.35819	0	0	0	1.759	0	1.2938	1.4753	0.37052	0	3.9986	0	3.988	0	0	0.84937	0	0	0	0	2.9178	3.1632	0	0	3.1876	0.14659	1.2976	0.75704	0.036559	0	0	0	0	3.0653	0	0	0	0.67478	0	0.49185	5.2194	0	2.1067	0	0.41589	0	0.26436	2.2881	0	0.27936	3.476	0	0	0.18533	0.45851	0	0	0	2.9733	0.85673	1.2924	2.6068	0	0	0	0	0	0	0.38208	0.054685	0.70795	0.85058	0	0	0	2.6291	1.0835	0.10874	0	0	1.9213	0	1.7828	0.048093	0	0	0.033749	1.0534	3.8904	4.126	0	0.24032	0	0	1.7456	0	0.56626	4.1657	3.2433	3.0085	2.6461	2.9643	0.0047603	1.0994	0.37655	0	2.3675	0	0	0	2.0751	2.2451	0	0	0	0	0.59483	0	2.3687	0	0	0	3.5471	2.0222	0.14819	0	0	0	2.6439	0	0	1.5057	0	0	1.1453	2.5967	0.29549	3.9256	3.2916	0.10048	0.55703	0	2.7853	0	0.40212	0	0.0095685	0	0.53776	0	2.175	1.7269	0	0.024895	0	0	0	0	0	0.11326	2.6568	0	0	0	1.2065	1.9078	0.60557	4.0978	0	2.5964	2.0916	0.1918	4.8246	0.5517	0	0	2.4711	0	0	0.27216	0.089571	0	0.42426	1.8388	3.5426	0
