	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
GSM774161_PAO1b.CEL	0	1.4237	0.80221	0.86493	0.62181	6.937	0	0	2.2912	0.036394	3.8252	4.714	0.15035	3.9162	2.0271	0.14469	0	1.3577	0.11253	0	1.5584	0	0	0	1.119	0	0	4.5206	0	0	0	1.871	0.77208	2.3864	0	5.8802	0	0.88391	0	0	0	1.1536	0	0	0.48664	2.6855	3.2575	1.8595	0.27292	0	0	0.36575	0.99211	0.82302	0	0	1.0529	0.77534	0	0	4.4396	4.5828	0.038186	0	0	0.49464	1.1404	2.8576	0.18874	0.51147	2.6197	0	0	0.096463	0.052775	2.9233	0.77237	1.4698	0	0	0.26274	0	0	0	0.86267	1.3897	0.71776	0	0	0	2.6757	0	0	2.7156	3.7439	0	0.53245	4.7577	0	3.3707
Overhage3002_(Pae_G1a).CEL	3.8554	0	6.523	0.50751	0.29083	0	0	0	6.4272	0	0	1.6619	0	0	0	5.0699	0	0	5.2286	0	0	0	1.1718	0	0	0	0	0	0	0	1.6938	0.45719	0	0.6581	7.0027	0	2.1724	1.4299	0	6.448	7.5374	0.24845	0	0	0	0	0	2.9226	7.4855	3.0296	0	0.24629	5.9905	0	0	2.2275	1.5479	6.6743	0	2.0201	0	0	0	0	0	0	0	1.8881	0.27717	0	0	0	0	0	0	0	0	0.35403	0.57015	0	0	5.2069	0	0	0	0	0	0	0	0	3.1442	0	0	6.7687	0	4.249	0	0	0	0
GSM432861.CEL	0	0	0	0.77089	1.6929	2.7585	0	0	0.011235	0	6.2636	5.4761	2.5535	3.5159	3.0751	0	0.15342	0.013704	0.040067	0	0.52069	0	0.42364	0	0.13096	0	0	2.441	0	0	0	0.57701	0.53264	0.006525	0	4.1733	0	1.3325	0	0	0.59077	0	0	0	0	2.5145	4.8171	4.5081	0	1.2166	0	0	0.76223	0.4879	0	3.2545	0.031917	0.89962	0	0.17619	0.83976	1.3293	2.8031	0	0	0	7.5305	1.5598	0	1.994	0	0	2.2477	0	0	1.2946	3.6948	2.8051	0	0.0055933	0	2.0515	0	0.084448	0	2.0143	1.0306	0	0	1.772	0	0	0	0	4.6489	0	0	5.9083	4.3948	4.2774
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0.22162	0.35022	0.54566	0	0.43149	0	1.411	0	0.26947	0	0.027461	0.98395	4.3303	0	1.2838	1.2371	0.14548	0.34473	0	0	0.48717	0.2713	0	0	0.050008	4.8573	1.5861	0	0.40732	0	0	5.0554	0	1.9113	0	0	0	0.23484	3.2911	0.49486	0	1.5781	0.42867	0.57617	0	0	0	6.6057	0	0.39781	0.65578	0	1.5499	0	0	3	0.031821	0.98709	0	4.2943	0	0.92649	7.1812	1.0204	0	0	2.5327	0	0	0	3.8416	0	0	0	2.9125	0	0	0	0	0	1.3138	4.6596	0	0	0.58806	1.4516	0.46673	0	0.44924	0	3.5851	0.09088	3.7193	0.97396	3.4744	0.36494	1.3891	3.2968	8.0531	4.3303
GSM1517347_MK-1.CEL	0.25793	0	2.2876	0.69288	0.69329	1.7617	0	0	0	0	2.476	1.8713	0	0	0	3.0722	0.44103	0.44455	6.5976	0	0	3.0596	3.7916	0	2.791	0	5.6495	0	0.062775	0	0	0	2.4799	0.13899	0	0	0	0	3.8253	1.2988	0	0.66475	0	0	0	5.0545	0	0	0	0	0	1.5763	4.6482	0.14365	2.3658	1.2263	0.59524	2.9855	3.4078	0.47843	0	0	0	1.2092	0.049261	0	3.021	0	0.22313	0	0.019849	0	0	0	3.9163	2.7876	0	0	4.4544	4.8571	4.9651	1.0161	1.1368	5.8383	0	0.0043426	0.071598	0	0	0.03706	0.41912	0	0	2.8538	0	0	5.9733	0	0	0
GSM462063.CEL	0	0	9.1901	0.68803	0.93491	2.0146	0.48029	2.6377	1.8241	2.8514	4.8354	0.24639	0	0	5.3808	7.8351	1.0888	0	0	2.779	1.7904	0	2.8592	0	3.4672	5.0279	0.068496	0	0.33767	1.5889	0	4.2299	1.2877	1.5807	0	0	4.1028	3.2048	0	0	0.63317	0	0	0	1.5355	0.097144	0	0	0	0	0.46232	0	1.1747	0	3.0457	0	2.4243	0.92707	3.0185	2.7575	0	0	0	4.7464	0.10839	0	0.65752	0	0.86386	1.0342	0	0	0	0	3.255	0	0	0	0	0	0.11663	0.61361	0	4.5493	0.49403	2.5182	0	1.3476	0.089426	0	0.47266	0	0	0	0	0	0.0015165	0	0.11969	0
GSM591623.CEL	0	0	0	0.083554	4.7427	0.012516	0.28197	2.4263	0.10944	0	2.2718	1.677	0	0	5.0485	4.7562	5.4923	1.002	0	0.77456	1.0248	0	2.9901	0	0.60601	0	3.9738	0	5.6812	3.4753	0	5.5802	0.73426	1.1577	0	0	2.1999	5.6185	0	0	2.4617	0.063833	0	0	0	0	1.5227	0	0.40187	0.29322	0.43254	0.31415	0	0.42292	0	0	2.5638	1.3288	0	1.797	0	0	2.7085	6.7298	1.225	0	1.0735	0.20511	3.2972	0	0	0	1.5577	0	4.3246	0	0	0	0	0	0	1.433	0	2.7053	0.056486	0	0	0	0	0	0	0	1.7136	0	0	0	0.30577	0.91207	3.4049	0
GSM199986.CEL	1.6633	0	0	6.8447	2.7778	0	0	0.3707	0	0	0	0.22301	0	0	0	0	3.9012	3.9815	0	0	0	0.71862	0	0	4.4175	0.84741	2.8328	0	7.6383	0	0.46119	1.4099	0.81686	0.21449	3.5217	0	0	0	0	2.8197	0.81596	0	0	0	0.2757	0	0	0	0	0	0	1.0701	0.7493	0	0	0	6.9475	1.3016	5.9881	0	0	0.18727	0	6.3852	0	3.7759	0.34245	0	7.8309	0	0	0	0	0	3.1912	0	0	0	0	0	7.721	0	0	0.1658	0	0.5713	0	0.036989	0.15254	3.414	0	0	0	0.14512	0	0	0	0.98267	0.1675	0
GSM1958030_Cadaverine_1.CEL	5.9366	0	0	0	0.39576	3.6977	0	0.19982	0	0.89596	1.4482	2.3987	0.081782	0	0	0.30643	3.2822	0	0	0	1.649	0	4.9213	0.75951	3.4995	4.5875	4.1394	4.702	0.69627	0	0.43549	0.66495	0	5.1152	0	3.0603	0	0.29039	0.29311	1.5599	1.7375	8.1584	0	0	0	0	0	0	1.7927	0	1.3282	4.4816	2.8381	0	0	1.1547	1.0249	3.2109	0	0.12383	0	0	0	0.017483	0	0	0	0	0	0	0.73472	0.033125	0.73916	0	0	3.2223	0	0	0	0	0	2.4198	0	0	0.45674	0	0	4.116	0.38806	0	2.3849	0	0	3.4652	0.48532	0.76331	0.499	0.69225	2.2384	1.5281
GSM1419138_PAO.CEL	2.2933	0.22771	0	0.96293	1.7412	0.35638	0.84453	5.2528	0	0	0.22099	0.45971	0.27467	0.7199	0	0	0.88301	1.2313	0	3.2194	1.6059	2.4255	0	0	2.6481	0	6.1642	1.2326	4.7389	0.046578	0	7.6688	0.288	1.2448	0.42345	0	0	0	0	0.44349	0	2.6074	0	0	1.3348	0	0	0	0.16608	0	0	3.041	0.28897	0	4.4881	2.9801	0.42267	1.9847	4.2869	0.67644	1.8187	0	7.1412	0	0.39253	0	0.79742	0	2.3113	0.031429	1.259	0	0	0	0.17663	0	0	0	0	0	2.3935	0	0	1.2128	4.7349	0	1.0493	0	0	3.6359	3.7358	0	0.25556	0	0	0	0	0.56553	0	0
GSM717419.CEL	0.35508	0	1.4819	0.23664	0.0087544	0	4.1458	0	0	0	0.78248	0	5.9101	0.080503	0.032672	0.88851	0	2.7257	7.0802	0.097504	0	0.38242	0	0	1.9751	0.30792	0	0	0.30905	0	0	0	1.1463	0.50867	2.7265	0	0	0.28859	3.3478	0	1.8673	0	0.10758	2.8729	0.18714	3.7396	0	3.4045	2.7387	0	0.16658	0	8.3349	0	0	1.8431	5.3007	7.3996	4.7303	3.6992	0	0	3.1896	0	0	0	0.6901	0	5.1806	0	1.5992	0	0	0	7.8095	0	0	1.8262	0	0	0	4.8774	0	0	0	0.48444	0	0	0	0.4542	0.52937	0	2.5594	0.76348	1.8505	0	1.5075	0.62879	2.6593	1.298
GSM1608062_Planktonic_4.CEL	0.021312	1.7283	2.2888	2.4979	0.32619	1.138	0	0	0	0	0	0	8.3867	0	0.70494	0.070885	0	0	0	0	0.21682	0.073925	0	0	1.1813	3.7909	1.0813	4.0048	0.21593	0	0	1.36	0	0.38585	1.1982	4.5904	0	0	0	6.4356	0	2.4895	0	0	0	0	0.85032	0	4.188	0	0	0.90787	0.38093	1.4421	0	0.26798	1.5262	1.421	0	0	1.7836	0.81442	0	0.25788	0	0	1.6062	0	1.1681	0.099528	4.3582	0	0	1.7402	0	5.0799	1.4729	0	0	0	1.0994	4.2394	0	0.12602	0.64213	0.099387	0.46285	0	0	0.91981	1.2098	0	0	6.2127	3.3861	0.41259	0.83038	3.6781	4.3065	4.1958
GSM1421009_fhpR_NO2.CEL	0.16243	0	0.16975	0	0.57616	4.4594	0	0	0	0	1.6189	1.9634	0.041358	2.9561	0.56975	0	1.7073	0	0	1.0272	0	0.7832	0	0	0.023425	0	0.15636	1.8086	0	0	0	0.88322	0.35715	0	3.1154	0.49395	1.1281	0	0	0.40887	0	0.40202	0	0	1.2606	7.0151	0.19492	2.331	0	1.1936	0	0.38064	4.3055	0.4441	0	0	0	1.0349	0	0	0.47673	2.1814	0.2166	0.49281	0	1.039	7.064	3.0861	0.032036	0.23293	0.18294	0.64445	0.11845	0	0	0.081198	4.5221	1.7476	0	0.18215	1.3505	0.93936	0	0.017281	0	1.8357	0.44712	0.59236	0	1.6696	0.71854	0.56338	0	2.9259	4.7838	0	0.26757	5.1888	0	0
GSM774095_CF66-1992b.CEL	0.4786	0	0	0.11429	0	2.3884	0	0	0	0	4.1282	0.72154	0.22125	3.9094	0.2236	0	2.3426	2.0013	0.13609	0	1.1189	0.0042176	0.045773	0	3.5546	0	0.12589	3.3732	0	0	3.7974	0.47354	0	0	0	0	2.628	0	2.1646	4.9947	0	3.643	3.3648	0	0	0	0	0	0	0	0	0.9647	1.3431	0.096024	0	0	0.063376	1.5964	0	0.2918	4.4349	3.0198	0	0	0	0.01248	3.0598	0	1.9687	0.32947	5.9713	0	0	0	0	0	5.0313	0	0	0.042062	0.26911	3.803	0	0.31531	0.47964	0.11721	0.2028	1.1752	1.7312	0	1.2483	0.46682	0	3.9515	0	0.27659	0.50395	4.1309	0	0
GSM92178.CEL	0.63174	0	0	0.24093	0.79862	0	0	1.1534	0.35696	0	1.4077	1.2323	0.59124	0	3.0778	0.58006	1.5951	1.7161	5.411	0.80948	0	7.0002	2.046	0	0	0	2.6299	0	1.6448	0.0011117	0	0	0.84938	1.5182	1.7373	0	0	6.0019	5.7693	0.095636	0	0.05697	0	0	0	4.0559	1.9429	2.7282	2.16	0	1.0186	0.070463	0.0055305	0.15351	0	0.1064	4.594	1.1197	3.0162	2.4239	0.75088	2.0811	2.388	4.6426	0	0	0.56096	0.13541	5.4211	1.7453	0	0	0	0	6.2865	0	1.9121	0.34327	0	7.2715	0	0.73668	0.093176	0.071228	0	0	0	0.34031	0	0	0.33558	0	0.45092	1.2556	0	0	0	0	0.4278	0
