	PA0996
GSM1027584_062508WT.CEL	0
GSM155245.CEL	0.020704
GSM663170_Pa_label_cDNA_5-13-08_s2.CEL	0.027822
GSM261938.CEL	0.032017
GSM567543.CEL	0.033057
GSM155242.CEL	0.046104
GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	0.052622
GSM155243.CEL	0.055131
GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	0.057632
GSM2026894_L-Glu.CEL	0.057684
GSM187265.CEL	0.06114
GSM1027589_071008gbdR.CEL	0.063197
GSM198190.CEL	0.070873
GSM261935.CEL	0.082173
GSM261931.CEL	0.084349
GSM1027585_071008WT.CEL	0.086926
GSM546281.CEL	0.087032
GSM261928.CEL	0.087631
GSM1146022_pJN105_1.CEL	0.087915
GSM1027586_062508plcHR.CEL	0.088233
GSM1027588_062508gbdR.CEL	0.09076
GSM198188.CEL	0.091026
GSM156173.CEL	0.091522
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0.091811
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	0.092355
GSM546265.CEL	0.092945
GSM251204.CEL	0.093272
GSM597221.CEL	0.094285
GSM546280.CEL	0.096846
GSM261922.CEL	0.096947
GSM155244.CEL	0.097775
GSM261925.CEL	0.098055
GSM567541.CEL	0.098444
GSM198186.CEL	0.099061
GSM546254.CEL	0.10174
GSM551149.CEL	0.10205
GSM261926.CEL	0.10451
GSM155241.CEL	0.10489
GSM546256.CEL	0.10901
GSM251206.CEL	0.10971
GSM155240.CEL	0.11114
GSM546262.CEL	0.11201
GSM198191.CEL	0.1122
GSM597219.CEL	0.113
0.1_2hr_CSV86(Pae_G1a).CEL	0.11394
GSM261929.CEL	0.11672
GSM155231.CEL	0.11795
GSM251201.CEL	0.11828
GSM198189.CEL	0.12402
GSM198187.CEL	0.12555
GSM546266.CEL	0.12664
GSM1608072_Biofilm+12hrtobra_rep3.CEL	0.1276
GSM562113_Koh_PAK_H2O_2.CEL	0.12841
GSM156175.CEL	0.12892
GSM1027587_071008plcHR.CEL	0.13017
GSM261932.CEL	0.13166
GSM187266.CEL	0.13204
120330-10978D_22_(Pae_G1a).CEL	0.13344
GSM1608059_Planktonic_1.CEL	0.13367
GSM597330.CEL	0.13436
GSM251205.CEL	0.13603
GSM663169_BM-Mix-Pa_2_6-6-08_s1.CEL	0.13607
GSM2070490_OCio-04-MutS_A_d94_1-Pae_G1a-a1.CEL	0.1369
GSM1608060_Planktonic_2.CEL	0.1382
GSM261937.CEL	0.14109
GSM156153.CEL	0.14139
GSM156158.CEL	0.14238
GSM546258.CEL	0.14265
GSM208618.CEL	0.1428
GSM261930.CEL	0.14555
GSM774124_CF333-2003a.CEL	0.14732
GSM1937530_50-38_B.021511_Pae_G1a_.CEL	0.14823
GSM1608061_Planktonic_3.CEL	0.14876
GSM546264.CEL	0.1494
MSC_08.CEL	0.14978
GSM774088_CF43-1973a.CEL	0.15018
GSM261936.CEL	0.15042
GSM546255.CEL	0.15144
GSM1937527_1-38_A.021511_Pae_G1a_.CEL	0.15164
GSM1177847_PAO1-AMV-3.CEL	0.15174
GSM1889278_L-Hyp_01.CEL	0.15377
GSM261916.CEL	0.15411
GSM261927.CEL	0.15411
GSM663168_BM-Mix-Pa_1_6-6-08_s1.CEL	0.15684
GSM546260.CEL	0.15722
GSM1889280_D-Hyp_01.CEL	0.1578
Glu_6Hour_(Pae_G1a).CEL	0.15903
GSM1889279_L-Hyp_02.CEL	0.15947
GSM261917.CEL	0.16028
GSM187267.CEL	0.1613
GSM823344.CEL	0.16155
GSM546259.CEL	0.16179
GSM261933.CEL	0.16423
GSM774098_CF66-2008b.CEL	0.16488
GSM1937529_50-38_A.021511_Pae_G1a_.CEL	0.16551
GSM774090_CF43-1973c.CEL	0.16783
GSM1608062_Planktonic_4.CEL	0.16797
GSM1177845_PAO1-AMV-1.CEL	0.16849
GSM432862.CEL	0.16863
GSM596819.CEL	0.16898
GSM432865.CEL	0.1692
GSM1937534_46-38_B.021511_Pae_G1a_.CEL	0.16993
GSM774089_CF43-1973b.CEL	0.17069
GSM774125_CF333-2003b.CEL	0.17245
GSM1608070_Biofilm+12hrtobra_rep1.CEL	0.17487
GSM774100_CF105-1973a.CEL	0.17546
GSM261920.CEL	0.17708
GSM774099_CF66-2008c.CEL	0.1774
GSM1608068_Biofilm+12hrcipro_rep2.CEL	0.1774
GSM155239.CEL	0.17747
GSM821093_HZI0149_Pae_G1a.CEL	0.17818
GSM261924.CEL	0.17859
GSM821095_HZI0150_Pae_G1a.CEL	0.17882
GSM597329.CEL	0.17887
GSM1961574_F0-4.CEL	0.18297
GSM2070500_OCio-05-Pao1-B-Cip-D94-2-Pae_G1a-a1.CEL	0.18324
GSM774131_CF333-2007b.CEL	0.18348
GSM597220.CEL	0.18557
GSM617287.CEL	0.18576
GSM1958027_L-lysine_2.CEL	0.1871
GSM2070493_OCio-13-MutS_A_d94_cipro_1-Pae_G1a-a1.CEL	0.18727
GSM637590.CEL	0.18792
GSM562112_Koh_PAK_H2O_1.CEL	0.18835
GSM821092_HZI0148_Pae_G1a.CEL	0.19106
120330-10978D_23_(Pae_G1a).CEL	0.19107
GSM261934.CEL	0.19164
GSM551152.CEL	0.19347
GSM261921.CEL	0.19359
GSM1310896_PA14_lasR_rhlR.CEL	0.1968
GSM429480.CEL	0.19825
GSM842840_Wright_2_WT-log-2_Pae_G1a.CEL	0.1999
GSM261923.CEL	0.20013
GSM774112_CF173-2005a.CEL	0.20087
GSM1958033_AMV_2.CEL	0.20188
GSM1961578_F1-4.CEL	0.20215
GSM175247.CEL	0.20367
GSM822693_delta_cbrBBSM_A.CEL	0.2037
GSM573327.CEL	0.20379
GSM1937533_46-38_A.021511_Pae_G1a_.CEL	0.20379
GSM546257.CEL	0.20416
GSM842839_Wright_1_WT-log-1_Pae_G1a.CEL	0.20445
GSM822695_delta_crcZBSM_A.CEL	0.20585
GSM1177846_PAO1-AMV-2.CEL	0.20658
GSM1937531_50-12_A.021511_Pae_G1a_.CEL	0.20695
GSM1937532_50-12_B.021511_Pae_G1a_.CEL	0.20762
GSM617288.CEL	0.20907
