	0
GSM567679.CEL	0.5380902102596317
GSM774124_CF333-2003a.CEL	0.7904266060376464
GSM625976.CEL	0.357472386957971
GSM261927.CEL	0.6617957217787538
fos1_anaerobic_Pae_G1a.CEL	0.5352621835231415
GSM2070487_OCio-10-PAO1_Ad94_cipro_1-Pae_G1a-a1.CEL	0.8424783142106164
GSM1310898_PA14_lasR_rhlR_+H2O2.CEL	0.688406216489034
GSM740019.CEL	0.9359417435067718
GSM1267104_HZI1970_Pae_G1a.CEL	0.8597971647778588
GSM610406.CEL	0.9577675428437129
GSM698081.CEL	0.8865425790363651
GSM261935.CEL	0.7378138598479033
GSM1267108_HZI1974_G1a.CEL	0.8113700056503019
fos2_anaerobic_Pae_G1a.CEL	0.9077656772777173
GSM637587.CEL	0.7129757782545011
GSM252561.CEL	0.8692713190049758
GSM424831.CEL	0.8009107361890482
GSM1267112_HZI1978_G1a.CEL	0.8677919184804206
GSM92179.CEL	0.7013220628641577
GSM261925.CEL	0.8058457362668214
GSM1206650_WT-ETC-2.CEL	0.5015433254856684
GSM546256.CEL	0.8849736458494268
120330-10978D_M4_(Pae_G1a).CEL	0.9034615748435468
0.1_2hr_CSV86(Pae_G1a).CEL	0.008671706469431656
GSM954576_Nomura_PA01-1_Pae_G1a_.CEL	0.4113433220177455
GSM1191071_WT-pyr-2.CEL	0.6872525390777727
Overhage13004_(Pae_G1a).CEL	0.8699981841570141
GSM92181.CEL	0.8152687166693563
GSM774134_B6-0_2.CEL	0.7425597631856655
H_3.CEL	0.4530911193743175
GSM251204.CEL	0.9631906230402216
GSM617296.CEL	0.9376094180183305
GSM175247.CEL	0.862571734423096
GSM1889281_D-Hyp_02.CEL	0.8328728928268784
GSM838216_PAO1-PM-3_Pae_G1a.CEL	0.8633160473005264
H_1.CEL	0.7411136858641321
GSM774095_CF66-1992b.CEL	0.9395070272848522
GSM741213.CEL	0.8348585913542
GSM462063.CEL	0.6879681632479873
GSM1420991_PAO1_control2.CEL	0.8037559492267847
GSM92184.CEL	0.7955523343584749
GSM546259.CEL	0.9334573477032099
GSM617297.CEL	0.7152229426145125
GSM1267093_HZI1956_Pae_G1a.CEL	0.9115383267917715
GSM617289.CEL	0.9099093016122507
GSM424829.CEL	0.8045239646441932
GSM1067458_PAO1_CK_2.CEL	0.865187276194874
GSM244071.CEL	0.6665221332989584
GSM1553187_Persisters_C1.CEL	0.48246956495185694
GSM187265.CEL	0.46837431934756774
GSM290748.CEL	0.8149728356087258
GSM567685.CEL	0.8212912563471849
Fos3_aerobic_wdh_Pae_G1a.CEL	0.6319443184935907
GSM711455.CEL	0.64144777787888
GSM774148_B38-1_1.CEL	0.6861901101511829
GSM823341.CEL	0.3564493203263627
