	PA3423
GSM597330.CEL	0.00058259
L_12.CEL	0.0007074
GSM1112046_PGAS_25_1A.CEL	0.0012436
GSM261936.CEL	0.0017109
GSM994500_HM4-replicate-02.CEL	0.0022297
GSM208614.CEL	0.0026733
GSM821087_HZI0142_Pae_G1a.CEL	0.0028104
GSM551147.CEL	0.0028452
GSM1618386_Wound2.CEL	0.0031681
GSM2045178_MT1.CEL	0.0035001
MSC_01.CEL	0.0044816
GSM774094_CF66-1992a.CEL	0.0050687
GSM1608068_Biofilm+12hrcipro_rep2.CEL	0.0052327
GSM375703.CEL	0.0068002
GSM774105_CF114-1973c.CEL	0.0068769
GSM1961575_F1-1.CEL	0.0069895
GSM573324.CEL	0.0070494
GSM807325.CEL	0.0079695
Overhage11002_Pae_G1a.CEL	0.0093522
GSM208612.CEL	0.010877
GSM156174.CEL	0.01159
GSM335182.CEL	0.012441
GSM546265.CEL	0.012509
GSM546253.CEL	0.015577
GSM774156_B38-2NM_3.CEL	0.016127
GSM900181_F3_Pae_G1a_.CEL	0.016473
GSM1553188_Persisters_T1.CEL	0.016668
GSM1310897_PA14_wild-type_+H2O2.CEL	0.020139
SJ01_Treated_1.CEL	0.020959
ETJan12B_1380_2012PAO5dR-aero.CEL	0.021253
GSM823346.CEL	0.021501
GSM838215_PAO1-PM-1_Pae_G1a.CEL	0.022507
GSM243223.CEL	0.022875
GSM429480.CEL	0.023157
JS-G164.9.07.CEL	0.024744
GSM567544.CEL	0.026763
GSM617298.CEL	0.02727
GSM637597.CEL	0.027429
GSM854792.CEL	0.027924
GSM155244.CEL	0.029105
GSM637577.CEL	0.03187
GSM711447.CEL	0.034031
GSM685447.CEL	0.035253
GSM1889279_L-Hyp_02.CEL	0.036528
GSM1662232_WFPA510_1.CEL	0.038433
GSM208603.CEL	0.038606
GSM1553190_Persisters_T2.CEL	0.040292
GSM2070508_OCio-13-PAO1-1-d94-Pae_G1a-a1.CEL	0.040599
GSM546278.CEL	0.041798
GSM334312.CEL	0.041906
GSM774131_CF333-2007b.CEL	0.042814
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	0.043267
GSM1961576_F1-2.CEL	0.043283
GSM1237737_M9_PAOSX_1_51059600653060050411410396750419.CEL	0.044678
GSM156175.CEL	0.04641
GSM741205.CEL	0.046865
GSM1191066_sphR-pyr-1.CEL	0.047105
GSM1267105_HZI1971_Pae_G1a.CEL	0.047477
GSM1267101_HZI1967_Pae_G1a.CEL	0.047709
GSM1267091_HZI1954_Pae_G1a.CEL	0.04835
GSM740019.CEL	0.048476
GSM429479.CEL	0.049212
GSM822710_delta_crcLB_A.CEL	0.049364
GSM1267092_HZI1955_Pae_G1a.CEL	0.049997
GSM2070488_OCio-11-PAO1_Ad94_cipro_2-Pae_G1a-a1.CEL	0.050489
GSM774143_B12-4_2.CEL	0.050967
GSM307134.CEL	0.051256
fos2_anaerobic_Pae_G1a.CEL	0.052096
GSM567690.CEL	0.053415
GSM1517348_MK-2.CEL	0.053444
GSM774103_CF114-1973a.CEL	0.053541
GSM562110_PAK_GI_colonization_4_6-9-04.CEL	0.05402
GSM567666.CEL	0.055365
GSM546260.CEL	0.057481
2mM_KT2440.CEL	0.058179
GSM1267110_HZI1976_G1a.CEL	0.058184
GSM774132_CF333-2007c.CEL	0.058345
GSM2070491_OCio-05-MutS_A_d94_2-Pae_G1a-a1.CEL	0.059039
GSM567680.CEL	0.06128
GSM1961577_F1-3.CEL	0.061372
GSM208615.CEL	0.062496
GSM155240.CEL	0.063184
GSM741209.CEL	0.063585
GSM774128_CF333-2005b.CEL	0.064698
GSM2070499_OCio-04-Pao1-B-Cip-D94-1-Pae_G1a-a1.CEL	0.06538
GSM251204.CEL	0.065948
GSM177216.CEL	0.066145
GSM774149_B38-1_2.CEL	0.066616
GSM307135.CEL	0.06679
GSM1267093_HZI1956_Pae_G1a.CEL	0.06691
GSM546254.CEL	0.066965
GSM567683.CEL	0.067994
Overhage13002_(Pae_G1a).CEL	0.069075
GSM741203.CEL	0.069302
PAO1_Control_1.CEL	0.069501
GSM871968.CEL	0.07222
GSM610407.CEL	0.072226
GSM546255.CEL	0.073055
GSM156173.CEL	0.075033
GSM641848.CEL	0.075205
AKGlu_plus_nt_7-8-09_s1.CEL	0.075212
GSM821084_HZI0139_Pae_G1a.CEL	0.075821
JS-G84.18.07.CEL	0.075892
GSM2070497_OCio-02-Pao1-B-D94-2-Pae_G1a-a1.CEL	0.076386
GSM1267103_HZI1969_Pae_G1a.CEL	0.077128
FT3aerobic_Pae_G1a.CEL	0.078893
GSM335183.CEL	0.080308
GSM1420999_dnr_control2.CEL	0.080639
GSM738266.CEL	0.08085
GSM546264.CEL	0.081959
GSM2070489_OCio-12-PAO1_Ad94_cipro_3-Pae_G1a-a1.CEL	0.082908
GSM1420996_anr_NO1.CEL	0.083092
ETJan12B_1377_2012-PAO2wt-aero.CEL	0.084034
Van_Delden_Kohler_0311_PT5_3.CEL	0.084389
control2_anaerobic_Pae_G1a.CEL	0.084857
GSM1244972_PAO1-37-replicate-03.CEL	0.086304
GSM1027588_062508gbdR.CEL	0.086367
GSM208605.CEL	0.087482
GSM197238.CEL	0.087723
fos2aerobic_Pae_G1a.CEL	0.089259
GSM567685.CEL	0.089357
GSM774160_PAO1a.CEL	0.0912
GSM774145_B12-7_1.CEL	0.091626
GSM610406.CEL	0.091915
GSM617300.CEL	0.092915
GSM842847_Wright_9_4203-log-3_Pae_G1a.CEL	0.094272
GSM2070512_OCio-17-PAO1-2-d94-cipro-Pae_G1a-b1.CEL	0.09454
GSM261916.CEL	0.095568
GSM625981.CEL	0.095739
MSC_02.CEL	0.095927
GSM591624.CEL	0.0979
GSM560759.CEL	0.098518
MSC_07.CEL	0.098612
PA14-Aro_10-5-07_s2.CEL	0.098687
Overhage3005_(Pae_G1a).CEL	0.099778
GSM794230_A31.CEL	0.10007
GSM92180.CEL	0.1005
GSM822714_delta_crcZLB_A.CEL	0.10093
GSM208616.CEL	0.10129
