	1	2
0.1_12hr_CSV86(Pae_G1a).CEL	3.6186609268188477	0.0
0.1_2hr_CSV86(Pae_G1a).CEL	0.0	0.0
0.1_6hr_CSV86(Pae_G1a).CEL	4.697110652923584	0.0
0.1_7hr_CSV86(Pae_G1a).CEL	0.0	0.0
0.1_9hr_CSV86(Pae_G1a).CEL	0.0	0.0
05_PA14000-4-2_5-10-07_S2.CEL	2.1816306114196777	4.234466075897217
1_12hr_CSV86(Pae_G1a).CEL	3.959888458251953	0.0
1_2hr_CSV86(Pae_G1a).CEL	3.8193392753601074	0.0
1_6hr_CSV86(Pae_G1a).CEL	4.500102519989014	0.0
1_7hr_CSV86(Pae_G1a).CEL	0.0	0.0
1_9hr_CSV86(Pae_G1a).CEL	0.0	0.0
120330-10978D_22_(Pae_G1a).CEL	0.0	0.0
120330-10978D_23_(Pae_G1a).CEL	0.0	0.0
120330-10978D_24_(Pae_G1a).CEL	3.015395164489746	1.2677773237228394
120330-10978D_M1_(Pae_G1a).CEL	3.566864013671875	1.730154275894165
120330-10978D_M3_(Pae_G1a).CEL	2.8957860469818115	1.532434344291687
120330-10978D_M4_(Pae_G1a).CEL	0.0	0.0
142_2014wt_anaero.CEL	3.6691203117370605	3.5959715843200684
143b_2014wt_anaero.CEL	0.0	0.0
144_2014wt_anaero.CEL	2.5511813163757324	2.610954761505127
145_2014dR_anaero.CEL	2.554185152053833	2.972111701965332
146_2014dR_anaero.CEL	2.373044013977051	3.173676013946533
147_2014dR_anaero.CEL	0.0	0.0
20mM_CF600.CEL	4.221770763397217	0.0
20mM_KT2440.CEL	4.320042610168457	0.0
2mM_CF600.CEL	0.0	0.0
2mM_KT2440.CEL	0.0	0.0
54375-4-05.CEL	2.1268932819366455	3.376148223876953
aerobic_NO3_1.CEL	2.337707281112671	2.281402826309204
aerobic_NO3_2.CEL	0.0	0.0
AKGlu_plus_nt_7-8-09_s1.CEL	0.0	0.0
anaerobic_NO3_1.CEL	0.0	0.0
anaerobic_NO3_2.CEL	2.460745096206665	0.3828963041305542
control1_anaerobic_Pae_G1a.CEL	0.0	0.0
control1aerobic_Pae_G1a.CEL	2.706058979034424	1.2227838039398193
control2_anaerobic_Pae_G1a.CEL	0.0	0.0
control2aerobic_Pae_G1a.CEL	0.0	0.0
control3_anaerobic_Pae_G1a.CEL	3.7435927391052246	2.285428524017334
control3aerobic_Pae_G1a.CEL	0.0	0.0
DB1.CEL	0.0	0.0
DB3.CEL	2.5125722885131836	0.30677270889282227
DC1.CEL	3.249298572540283	2.090974807739258
DC2.CEL	2.6042609214782715	1.4448306560516357
DC3.CEL	3.421398162841797	1.1175355911254883
dPA54375-18-05.CEL	0.0	0.0
ETJan12B_1376_2012PAO1wt-aero.CEL	0.0	0.0
ETJan12B_1377_2012-PAO2wt-aero.CEL	2.789853572845459	2.4566078186035156
ETJan12B_1378_2012-PAO3wt-aero.CEL	2.8534774780273438	1.975454568862915
ETJan12B_1379_2012PAO4dR-aero.CEL	3.3286824226379395	2.9902491569519043
ETJan12B_1380_2012PAO5dR-aero.CEL	2.1170647144317627	2.6111621856689453
ETJan12B_1381_2012PAO6_2dR-aero.CEL	0.0	0.0
fos1_anaerobic_Pae_G1a.CEL	0.0	0.0
fos1aerobic_Pae_G1a.CEL	0.0	0.0
fos2_anaerobic_Pae_G1a.CEL	3.5911974906921387	2.29677677154541
fos2aerobic_Pae_G1a.CEL	0.0	0.0
Fos3_aerobic_wdh_Pae_G1a.CEL	0.0	0.0
fos3_anaerobic_Pae_G1a.CEL	0.0	0.0
