	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
GSM774161_PAO1b.CEL	0.30558	0	0	0	0.20706	0	5.5932	0.7942	3.3443	0	1.215	7.9084	0	2.3836	1.7921	0.50311	0	1.0969	0	0	0.94997	0.8521	1.1041	0	4.8264	4.883	4.4003	1.5844	1.9274	4.8109	0	0.44085	0	0.87353	0	3.8171	0.66907	4.2379	0	0	0.36492	0.40385	0	0	0	3.5462	0.054252	0.81954	1.0558	0	0.74456	1.5985	0	3.1943	4.5768	0.16725	1.9418	0	0	0	0.23906	0	1.7006	1.3633	0	2.3887	1.8065	0.12002	0	0.82221	0.73372	0	6.9701	0.19741	0	0.45495	0.22264	4.1245	0	0	1.6887	0	0.023784	1.8182	0	4.1309	0	0.5772	0	0	0.2955	0.25001	1.1482	0	0	0	1.7251	2.298	0.7018	0.51573
Overhage3002_(Pae_G1a).CEL	0.69876	0	9.4682	3.1401	0.74169	0	8.0094	0	3.5549	0	0	0.42307	0	0	0	1.2523	0	0.3618	0	0	1.1106	0.62419	0	3.0892	0.95267	2.0772	4.3449	0	0	5.3756	6.0481	0.43939	1.8392	8.0407	0.95562	2.8211	0.75231	0	0	0	3.7033	0	0	0	1.3569	5.3425	2.0347	0	1.6295	0	1.1333	0.24249	0	1.1051	0	0	0	0	0	0	0	0	6.4738	0.47614	7.2754	3.7737	0	0	0	0.35882	0.91753	3.5526	0	6.3138	0	0	0	0.67938	0	0	0.54141	6.3994	1.4577	0.30417	0	8.7055	1.2487	0	0	0	2.0317	0	0.61301	2.0694	0	0	11.298	7.5143	2.2776	0
GSM432861.CEL	0	0	0	1.6463	0	0	1.8176	0	3.8203	2.7817	0.3135	1.3326	0	0	3.5824	0.2233	0	1.653	0.33643	3.1029	0.69299	2.3026	0.55105	1.3434	6.0813	3.5556	2.7178	0.73218	0.2741	5.8664	0.0096635	0	0	1.29	0.23006	4.4261	0.91304	1.5801	0.64995	0.32108	0.55916	0.6409	0	0	0	1.4082	0	0.72041	0.67143	0	0.16332	1.3432	0.35728	6.019	7.4083	0	4.545	0	0	0.44197	0	0	0.77956	4.3748	0.15041	1.6262	0.36699	0	0	1.3469	0.8325	1.0037	6.0552	0	0	1.8234	0.55776	3.6845	0	0.33807	0.84028	0.53982	1.0794	2.242	0.75032	2.1612	0.80805	0	0	0	0.60356	0	1.5595	0	0	4.5239	1.6239	1.3118	2.6174	0
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0	0	1.3434	1.9345	0	1.2207	2.7255	0	2.7984	3.1564	1.5548	2.2672	0	0	3.8138	0.20295	0	3.7871	0.0010269	6.8664	1.868	9.8359	0.7784	1.8568	6.3713	0	1.7141	0	0	5.2887	0.38547	0.43093	0	2.9595	0.37953	4.0844	0	3.5289	1.7685	0	3.1483	0	0	0.46621	0	0.99512	0	1.1242	0	0	0.64374	2.1026	0	0.092549	0	0.53018	0	0	0	0	0.36122	0	0.30678	4.029	0.86365	7.6741	0.73541	0	0	0.59872	1.3663	0.59859	2.0187	5.7259	0.93148	0	0.1049	3.113	0	0.58748	0.84724	0	1.4819	0.54873	0.48087	5.5045	0	1.5434	0	0	0.59387	2.1287	0	0.24948	0	7.8036	1.6829	0.9778	9.8269	0.2441
GSM1517347_MK-1.CEL	2.4449	0.31353	4.7718	1.0304	2.65	1.1502	0.25265	0.23562	4.367	1.2625	0	0.36876	0	0	0.79333	0	0	0.35852	0	4.7471	0	2.2788	0	0.47888	3.6368	1.0439	5.4802	0.13592	0	1.289	2.7831	0	0.52309	8.9086	0	3.6949	0	0	0	0	0.28356	1.9447	0.68663	0.22302	0	3.7088	4.3843	8.4459	0.97602	0	0	1.959	2.4929	0	0.42322	4.9843	0	0.6816	0.082683	0	0.37163	0	1.8005	0.59761	1.1192	2.3195	0.80782	0	0	0.80747	0	0	0.89298	1.8998	0	0.98604	0.3637	2.194	0	0	0.5409	0	1.6508	0	0	0.97308	0	3.3766	4.7149	0	0	0	0	1.365	5.5784	1.8618	3.1579	2.4382	1.2674	0.72949
GSM462063.CEL	1.27	0	3.8371	0	0	0	0	0	0	0	0	0.49256	0.64206	1.5512	0.30121	0.86669	0	1.3091	0	2.4949	0	4.3875	0	0	2.8294	0	2.6383	0.71425	0	0	0	0.80063	7.3038	6.3199	1.5944	6.1883	3.1039	0.056006	0.4687	0	3.4115	3.0414	0	0.99404	0.50167	6.9588	6.7208	5.4516	1.6262	0	1.398	0.92205	0.24056	0	0	1.6613	0	0	1.0972	0	0.89567	0	1.845	0	2.1093	1.6024	0.90877	0	0	0	3.5769	5.5443	0.047269	0	0	1.4894	0.042485	4.6055	0.36671	0.43478	4.3419	8.2905	0.33151	0	0	1.4819	0	0	0.87937	0	3.4989	7.5977	0	5.254	5.4415	0	7.087	0.35856	2.3918	0
GSM591623.CEL	1.3757	0	0.75726	0.34763	0	0.58135	0	1.5003	0	0	0	0	0	0	0.54102	0	0	1.1231	0.037036	1.8565	0	8.4308	0	0.87724	3.5164	0.16673	3.436	1.0238	0	0	0	0	4.4554	3.8211	0.74965	5.3696	0	0	0.5536	0	2.8251	1.6559	0	3.059	0	1.9454	0.40195	1.2265	0.16293	0.86874	0.67733	2.6996	0	0	0	0.58617	0	0	1.7792	6.1709	0.74504	0	3.1606	1.1824	0	0.68479	0.42555	0	0	0.29931	7.7728	4.8204	0	0	0	1.6992	0.12544	4.1589	0.58537	0	1.1749	5.5694	0	0	0	4.4477	0	0	3.2926	0	5.9859	5.4815	0	4.8041	0.91046	0	4.8116	0.10596	0.86491	0
GSM199986.CEL	0.62265	0	0.65235	5.2664	2.1976	0.99147	0.7799	3.8224	0	0	0	0	0.042902	0	0	0	0	0.70282	4.421	0	0	7.5092	0	1.6608	4.9339	0	4.4715	0.24171	1.0172	0	0	0.54219	0	2.7851	0	5.8039	0.041611	0	0.086708	0	1.4228	0.8373	2.1008	8.5074	0	3.3252	0	3.9182	0.42316	0	0.70956	2.1719	0	0.11403	0	5.5614	0	0	2.3088	1.8078	3.7868	2.7526	1.8355	0.36195	0	2.9149	2.5106	0	0.0031424	0.0071753	3.3275	0.18137	0.34896	0	0	1.1491	0	2.1433	0.97042	0	2.2566	0	0.13743	4.0719	0.61478	0.99045	0	3.7394	4.7752	1.4059	3.9811	6.1203	0	0.1023	0	0	2.9928	0.44559	0.15824	0
GSM1958030_Cadaverine_1.CEL	4.1802	0	0.91344	0	4.2892	0	0.71372	0.73722	3.9953	0	0.95292	7.7867	0	0	0	0	0	1.8702	0	0	0	2.3516	0	4.5389	0	2.6412	1.4528	0	0	0.99869	0.71753	0	2.3052	6.5155	0	4.2434	1.1075	3.4262	0	0	1.4261	0.69919	2.6721	0	0	0.85792	2.1635	1.6063	1.383	0	0.72764	3.5351	0	0.66604	0	0	4.7101	0	0.038215	0	0	0	7.6572	0.40043	0	3.8096	1.5009	0.27308	0	1.5268	0.51667	0.18862	2.9447	5.9459	1.2454	0	5.006	5.704	0	0.56513	2.4364	1.1312	0	0	0	1.997	0	0	0	0	0.53194	0.4183	0.3321	0	0	1.397	1.3675	0.62534	1.7897	5.4942
GSM1419138_PAO.CEL	2.4225	0	1.1208	1.7854	0	0.76881	0.85091	0	3.949	3.5189	0	0.85131	0	0	0	0	0	0.86752	2.8741	5.7489	0	4.5895	0	0	2.6948	0	2.074	2.6528	0	0	0	0	1.6529	6.8179	2.3932	4.2547	0.29329	5.8184	0	0	3.7661	0.95809	0	4.2745	0	2.1249	1.3773	3.946	0	0	1.4823	0.95652	0	2.2734	0	0	0	0	6.0412	5.6365	1.6578	2.1285	0.66079	2.2546	0	0.079632	5.0775	0	0	0.049581	3.9283	0	1.1408	0	0	1.293	0.23669	5.9739	0	0	3.7192	1.3895	0.31406	0.6116	0	0	0	0.50391	2.364	0	3.6174	4.62	0.0024947	0	0	0.66869	3.0094	1.4585	0.38332	0.81474
