	PA1532
0.1_12hr_CSV86(Pae_G1a).CEL	0.28829
0.1_2hr_CSV86(Pae_G1a).CEL	0.32949
0.1_6hr_CSV86(Pae_G1a).CEL	0
0.1_7hr_CSV86(Pae_G1a).CEL	0.20961
0.1_9hr_CSV86(Pae_G1a).CEL	0.38871
05_PA14000-4-2_5-10-07_S2.CEL	0.83883
1_12hr_CSV86(Pae_G1a).CEL	0.25116
1_2hr_CSV86(Pae_G1a).CEL	0.22847
1_6hr_CSV86(Pae_G1a).CEL	0.22591
1_7hr_CSV86(Pae_G1a).CEL	0.25377
1_9hr_CSV86(Pae_G1a).CEL	0.74299
120330-10978D_22_(Pae_G1a).CEL	0.70697
120330-10978D_23_(Pae_G1a).CEL	0.69973
120330-10978D_24_(Pae_G1a).CEL	0.5787
120330-10978D_M1_(Pae_G1a).CEL	0.70625
120330-10978D_M3_(Pae_G1a).CEL	0.75088
120330-10978D_M4_(Pae_G1a).CEL	0.61684
142_2014wt_anaero.CEL	0.29397
143b_2014wt_anaero.CEL	0.14954
144_2014wt_anaero.CEL	0.20183
145_2014dR_anaero.CEL	0.20796
146_2014dR_anaero.CEL	0.28391
147_2014dR_anaero.CEL	0.28761
20mM_CF600.CEL	0.74922
20mM_KT2440.CEL	0.36302
2mM_CF600.CEL	0.16788
2mM_KT2440.CEL	0.49442
54375-4-05.CEL	0.81359
aerobic_NO3_1.CEL	0.74029
aerobic_NO3_2.CEL	0.79285
AKGlu_plus_nt_7-8-09_s1.CEL	0.749
anaerobic_NO3_1.CEL	0.34043
anaerobic_NO3_2.CEL	0.39453
control1_anaerobic_Pae_G1a.CEL	0.47193
control1aerobic_Pae_G1a.CEL	0.48841
control2_anaerobic_Pae_G1a.CEL	0.38371
control2aerobic_Pae_G1a.CEL	0.32768
control3_anaerobic_Pae_G1a.CEL	0.47042
control3aerobic_Pae_G1a.CEL	0.53067
DB1.CEL	0.52909
DB3.CEL	0.50606
DC1.CEL	0.44027
DC2.CEL	0.63803
DC3.CEL	0.67087
dPA54375-18-05.CEL	0.77239
ETJan12B_1376_2012PAO1wt-aero.CEL	0.36509
ETJan12B_1377_2012-PAO2wt-aero.CEL	0.17161
ETJan12B_1378_2012-PAO3wt-aero.CEL	0.28285
ETJan12B_1379_2012PAO4dR-aero.CEL	0.31818
ETJan12B_1380_2012PAO5dR-aero.CEL	0.32157
ETJan12B_1381_2012PAO6_2dR-aero.CEL	0.23243
fos1_anaerobic_Pae_G1a.CEL	0.51044
fos1aerobic_Pae_G1a.CEL	0.49774
fos2_anaerobic_Pae_G1a.CEL	0.48765
fos2aerobic_Pae_G1a.CEL	0.52338
Fos3_aerobic_wdh_Pae_G1a.CEL	0.40782
fos3_anaerobic_Pae_G1a.CEL	0.40266
FT1_anaerobic_Pae_G1a.CEL	0.59471
FT1aerobic_Pae_G1a.CEL	0.40399
FT2_aerobic_wdh_Pae_G1a.CEL	0.27745
FT2_anaerobic_Pae_G1a.CEL	0.55169
FT3_anaerobic_Pae_G1a.CEL	0.52989
FT3aerobic_Pae_G1a.CEL	0.40487
Glu_6Hour_(Pae_G1a).CEL	0.67672
glu_plus_nt_2_8-25-09_s2.CEL	0.70955
