	0	1	2	3	4	5	6	7	8	9
GSM1421000_dnr_NO1.CEL	0.15019	0.17773	1.0772	0.24381	5.2898	0	0	7.318	0	1.3886
GSM774151_B38-2M_1.CEL	6.9753	0.12865	0	0.256	0	1.6933	3.0481	5.5716	0.82564	0
AKGlu_plus_nt_7-8-09_s1.CEL	6.5564	0.17534	0.29297	2.738	2.9762	0.69332	0	4.5256	4.3227	0
GSM432865.CEL	1.2221	0.35677	0.40145	0	6.269	0.24508	0	6.2287	0.2444	2.7524
GSM774133_B6-0_1.CEL	3.1839	0.037836	0.13445	0.34264	3.8552	0.72188	0	7.4864	0	2.663
GSM1420998_dnr_control1.CEL	0	0.25075	2.0881	0.063406	4.8772	0	0	7.0286	0	1.372
GSM546278.CEL	6.7892	0.20167	0.56399	1.5415	4.8013	0	0	5.6871	0.30185	0
PA14_cDNA_labeled_4-09-08_S2.CEL	6.7892	0.20167	0.56399	1.5415	4.8013	0	0	5.6871	0.30185	0
GSM774152_B38-2M_2.CEL	6.5952	0.16813	0	0.23894	0	1.77	2.8303	5.1033	0.83619	0
GSM774112_CF173-2005a.CEL	7.1569	0	0.46817	0.090746	0	4.9417	0.041489	3.8438	0	3.9458
GSM740020.CEL	6.7677	0.063326	0.95656	6.1849	0.14233	0.34539	2.3507	0.39742	3.6837	0
GSM774153_B38-2M_3.CEL	6.7517	0.16271	0	0.20412	0	1.7179	3.0306	5.157	0.94623	0
GSM774135_B6-0_3.CEL	3.0968	0.038006	0.095957	0.54618	3.5055	0.4315	0	7.6319	0	3.0154
GSM774138_B6-4_3.CEL	2.9103	0.037964	0.060204	0.44815	3.9646	0.47234	0	7.2478	0	2.8508
GSM774130_CF333-2007a.CEL	7.2571	0	0.34176	0.014256	0	5.4074	0	2.8482	0	4.1273
GSM774154_B38-2NM_1.CEL	5.1103	0.10155	0.3535	1.8581	3.4982	0	0	5.1934	0	1.2074
GSM774149_B38-1_2.CEL	5.0414	0.09918	0.20496	1.6769	4.6164	0	0	5.1025	0	1.5409
GSM432860.CEL	0.2901	0.17126	4.1856	0	5.1674	0.13763	0	5.9582	0.035648	1.8582
GSM774157_B38-6M_1.CEL	6.7633	0.24568	0	0.096116	0	1.7145	3.0369	5.0841	0.94167	0
GSM546277.CEL	5.5637	0.34287	0	0	0	3.3292	2.7187	5.6019	0.56064	0
GSM774158_B38-6M_2.CEL	6.691	0.34886	0	0.27634	0	1.7966	3.0084	4.9486	1.1473	0
GSM774118_CF333-1991a.CEL	6.5447	0	0	0	0	4.764	0	4.0292	0	4.4631
GSM774156_B38-2NM_3.CEL	5.5802	0.071487	0.40886	2.2899	3.2405	0	0	5.3616	0.0090044	1.3828
GSM774150_B38-1_3.CEL	5.028	0.1353	0.2295	1.6343	4.5182	0	0	5.302	0	1.6676
GSM774093_CF66-1973c.CEL	6.1004	0	0.031688	0.092094	2.2623	3.8093	0	3.686	0	4.2094
Overhage13003_(Pae_G1a).CEL	8.244	0.33627	0	4.0901	1.4791	0.65022	0.33779	0.2969	6.0489	0
Overhage3005_(Pae_G1a).CEL	5.9866	0.20712	0	4.0245	2.6616	0.44973	0.6667	0.44249	6.017	0
GSM462353.CEL	6.6797	0	0	3.8007	2.3255	0.29435	0.32725	2.1223	5.7906	0
