	PA4787
0.1_12hr_CSV86(Pae_G1a).CEL	0.17276
0.1_2hr_CSV86(Pae_G1a).CEL	0.47848
0.1_6hr_CSV86(Pae_G1a).CEL	0.31071
0.1_7hr_CSV86(Pae_G1a).CEL	0.55524
0.1_9hr_CSV86(Pae_G1a).CEL	0.59667
05_PA14000-4-2_5-10-07_S2.CEL	0.57985
1_12hr_CSV86(Pae_G1a).CEL	0.23289
1_2hr_CSV86(Pae_G1a).CEL	0.48466
1_6hr_CSV86(Pae_G1a).CEL	0.29844
1_7hr_CSV86(Pae_G1a).CEL	0.44543
1_9hr_CSV86(Pae_G1a).CEL	0.54882
120330-10978D_22_(Pae_G1a).CEL	0.67594
120330-10978D_23_(Pae_G1a).CEL	0.37189
120330-10978D_24_(Pae_G1a).CEL	0.33285
120330-10978D_M1_(Pae_G1a).CEL	0.60966
120330-10978D_M3_(Pae_G1a).CEL	0.53357
120330-10978D_M4_(Pae_G1a).CEL	0.62343
142_2014wt_anaero.CEL	0.26728
143b_2014wt_anaero.CEL	0.24375
144_2014wt_anaero.CEL	0.069887
145_2014dR_anaero.CEL	0.18872
146_2014dR_anaero.CEL	0.3076
147_2014dR_anaero.CEL	0.1854
20mM_CF600.CEL	0.18026
20mM_KT2440.CEL	0.48154
2mM_CF600.CEL	0.36786
2mM_KT2440.CEL	0.51405
54375-4-05.CEL	0.43058
aerobic_NO3_1.CEL	0.92492
aerobic_NO3_2.CEL	0.68119
AKGlu_plus_nt_7-8-09_s1.CEL	0.65665
anaerobic_NO3_1.CEL	0.74888
anaerobic_NO3_2.CEL	0.80671
control1_anaerobic_Pae_G1a.CEL	0.2126
control1aerobic_Pae_G1a.CEL	0.18241
control2_anaerobic_Pae_G1a.CEL	0.211
control2aerobic_Pae_G1a.CEL	0.1514
control3_anaerobic_Pae_G1a.CEL	0.12138
control3aerobic_Pae_G1a.CEL	0.21026
DB1.CEL	0.26997
DB3.CEL	0.526
DC1.CEL	0.37351
DC2.CEL	0.43168
DC3.CEL	0.45191
dPA54375-18-05.CEL	0.46728
ETJan12B_1376_2012PAO1wt-aero.CEL	0.28952
ETJan12B_1377_2012-PAO2wt-aero.CEL	0.18576
ETJan12B_1378_2012-PAO3wt-aero.CEL	0.17762
ETJan12B_1379_2012PAO4dR-aero.CEL	0.32213
ETJan12B_1380_2012PAO5dR-aero.CEL	0.18582
ETJan12B_1381_2012PAO6_2dR-aero.CEL	0.16463
fos1_anaerobic_Pae_G1a.CEL	0.24875
fos1aerobic_Pae_G1a.CEL	0.16603
fos2_anaerobic_Pae_G1a.CEL	0.25301
fos2aerobic_Pae_G1a.CEL	0.16625
Fos3_aerobic_wdh_Pae_G1a.CEL	0.049414
fos3_anaerobic_Pae_G1a.CEL	0.20833
FT1_anaerobic_Pae_G1a.CEL	0.17955
FT1aerobic_Pae_G1a.CEL	0.32277
FT2_aerobic_wdh_Pae_G1a.CEL	0.2666
FT2_anaerobic_Pae_G1a.CEL	0.1301
FT3_anaerobic_Pae_G1a.CEL	0.20297
FT3aerobic_Pae_G1a.CEL	0.31552
Glu_6Hour_(Pae_G1a).CEL	0.20568
glu_plus_nt_2_8-25-09_s2.CEL	0.75608
GPphhRminus_11-30-09_12-3-09_s1.CEL	0.4863
GPphhRminus_11-4-09_s2.CEL	0.46187
GSM1027584_062508WT.CEL	0.73327
GSM1027585_071008WT.CEL	0.7746
GSM1027586_062508plcHR.CEL	0.75076
GSM1027587_071008plcHR.CEL	0.66461
GSM1027588_062508gbdR.CEL	0.77261
GSM1027589_071008gbdR.CEL	0.6013
GSM1067456_PAO1_CK_1.CEL	0.48952
GSM1067457_PAO1_PAA_1.CEL	0.34543
GSM1067458_PAO1_CK_2.CEL	0.46849
GSM1067459_PAO1_PAA_2.CEL	0.50443
GSM1112046_PGAS_25_1A.CEL	0.44769
GSM1112047_PGAS_25_2A.CEL	0.43247
GSM1112048_PGAS_25_4A.CEL	0.33681
GSM1112049_PGAS_37_1B.CEL	0.48974
GSM1112050_PGAS_37_2B.CEL	0.4821
GSM1112051_PGAS_37_3A.CEL	0.47964
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	0.67381
GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	0.72325
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0.6766
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0.75994
GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	0.70429
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	0.66803
GSM1141729_PA01_none_PC_.CEL	0.67535
GSM1141730_PA01_ZnO_PZO_.CEL	0.44213
GSM1143375_A1_Pae_G1a_.CEL	0.61164
GSM1143376_A2_Pae_G1a_.CEL	0.57712
GSM1143377_A3_Pae_G1a_.CEL	0.56816
GSM1143378_B1_Pae_G1a_.CEL	0.58425
GSM1143379_B2_Pae_G1a_.CEL	0.54288
GSM1143380_B3_Pae_G1a_.CEL	0.56704
GSM1143381_WT1_Pae_G1a_.CEL	0.59167
GSM1143382_WT2_Pae_G1a_.CEL	0.57552
GSM1143383_WT3_Pae_G1a_.CEL	0.59269
GSM1146022_pJN105_1.CEL	0.56252
GSM1146023_pJN105_2.CEL	0.47099
GSM1146024_phaF_1.CEL	0.57029
GSM1146025_phaF_2.CEL	0.60287
GSM1177842_PAO1-1.CEL	0.60412
GSM1177843_PAO1-2.CEL	0.57863
GSM1177844_PAO1-3.CEL	0.55392
GSM1177845_PAO1-AMV-1.CEL	0.55161
GSM1177846_PAO1-AMV-2.CEL	0.56771
GSM1177847_PAO1-AMV-3.CEL	0.52534
GSM1181847_gc_WT1_1.CEL	0.36125
GSM1181848_gc_WT2_3.CEL	0.44452
GSM1181849_gc_Delta1_2.CEL	0.33783
GSM1181850_gc_Delta2_4.CEL	0.3625
GSM1191066_sphR-pyr-1.CEL	0.15718
GSM1191067_sphR-pyr-2.CEL	0.12563
GSM1191068_sphR-surf-1.CEL	0.21249
GSM1191069_sphR-surf-2.CEL	0.20843
GSM1191070_WT-pyr-1.CEL	0.25184
GSM1191071_WT-pyr-2.CEL	0.17246
GSM1191072_WT-surf-1.CEL	0.25496
GSM1191073_WT-surf-2.CEL	0.23041
GSM1206643_WT-PYR-1.CEL	0.21797
GSM1206644_WT-PYR-2.CEL	0.19127
GSM1206645_WT-CHO-1.CEL	0.074781
GSM1206646_WT-CHO-2.CEL	0.11018
GSM1206647_WT-DTC-1.CEL	0.095145
GSM1206648_WT-DTC-2.CEL	0.20206
GSM1206649_WT-ETC-1.CEL	0.10924
GSM1206650_WT-ETC-2.CEL	0.13676
GSM1206651_WT-PRC-1.CEL	0.10321
GSM1206652_WT-PRC-2.CEL	0.12168
GSM1206653_dgcA-CHO-1.CEL	0.15727
GSM1206654_dgcA-CHO-2.CEL	0.16031
GSM1237734_M9_H103_2_51059600653056031211409890238138.CEL	0.40944
GSM1237735_M9_H103_3_51059600653061050411410396750551.CEL	0.32591
GSM1237736_M9_H103_4_51059600653061050411410396750502.CEL	0.35793
GSM1237737_M9_PAOSX_1_51059600653060050411410396750419.CEL	0.31675
GSM1237738_M9_PAOSX_3_51059600653060050411410396750359.CEL	0.3782
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	0.45889
GSM1244967_PAO1-22-replicate-01.CEL	0.73464
GSM1244968_PAO1-22-replicate-02.CEL	0.78223
GSM1244969_PAO1-22-replicate-03.CEL	0.81868
GSM1244970_PAO1-37-replicate-01.CEL	0.88957
GSM1244971_PAO1-37-replicate-02.CEL	0.91979
GSM1244972_PAO1-37-replicate-03.CEL	0.94504
GSM1246481_PA14bvlR_pME6032_rep1.CEL	0.52843
GSM1246482_PA14bvlR_pME6032_rep2.CEL	0.59876
GSM1246483_PA14bvlR_pME6032_rep3.CEL	0.63169
GSM1246484_PA14bvlR_pMEbvlR_rep1.CEL	0.59019
GSM1246485_PA14bvlR_pMEbvlR_rep2.CEL	0.63203
GSM1246486_PA14bvlR_pMEbvlR_rep3.CEL	0.59782
GSM1267086_HZI1981_G1a.CEL	0.62801
GSM1267087_HZI1950_Pae_G1a.CEL	0.61424
GSM1267088_HZI1951_Pae_G1a.CEL	0.44981
GSM1267089_HZI1952_Pae_G1a.CEL	0.48975
GSM1267090_HZI1953a_Pae_G1a.CEL	0.47104
GSM1267091_HZI1954_Pae_G1a.CEL	0.34431
GSM1267092_HZI1955_Pae_G1a.CEL	0.26257
GSM1267093_HZI1956_Pae_G1a.CEL	0.24658
GSM1267094_HZI1958_Pae_G1a.CEL	0.25467
GSM1267095_HZI1959_Pae_G1a.CEL	0.31021
GSM1267096_HZI1960a_Pae_G1a.CEL	0.26934
GSM1267097_HZI1961_Pae_G1a.CEL	0.26741
GSM1267098_HZI1962_Pae_G1a.CEL	0.27946
GSM1267099_HZI1963_Pae_G1a.CEL	0.30863
