	0	1
GSM307126.CEL	4.9803	0
GSM155240.CEL	5.2091	0
GSM261932.CEL	5.1335	0
GSM954576_Nomura_PA01-1_Pae_G1a_.CEL	5.0004	0
GSM92165.CEL	5.0992	0
GSM537320.CEL	4.772	0
GSM821087_HZI0142_Pae_G1a.CEL	4.959	0
GSM854793.CEL	4.9453	0
GSM823341.CEL	4.9381	0
GSM1027584_062508WT.CEL	5.1494	0
GSM1608069_Biofilm+12hrcipro_rep3.CEL	4.9213	0
GSM1958027_L-lysine_2.CEL	5.2972	0
GSM838207_OXYR-LB-2_Pae_G1a.CEL	5.1258	0
GSM774140_B12-0_2.CEL	5.2949	0
GSM261923.CEL	5.2382	0
GSM2070509_OCio-14-PAO1-2-d94-Pae_G1a-b1.CEL	5.3172	0
Pae_Fe02_14.CEL	4.6448	0
GSM546247.CEL	5.3274	0
GSM864520.CEL	5.1447	0
GSM307122.CEL	5.1281	0
GSM854798.CEL	4.9789	0
GSM254432.CEL	5.3459	0
GSM156175.CEL	5.1118	0
GSM267248.CEL	5.2775	0
GSM774095_CF66-1992b.CEL	5.4076	0
GSM1206644_WT-PYR-2.CEL	4.985	0
GSM821506.CEL	5.4702	0
GSM1267101_HZI1967_Pae_G1a.CEL	5.2903	0
GSM774106_CF173-1984a.CEL	5.4387	0
GSM537321.CEL	4.9943	0
GSM871973.CEL	5.2107	0
GSM356957.CEL	5.2476	0
GSM155241.CEL	5.4715	0
GSM334315.CEL	5.5547	0
GSM711452.CEL	5.4045	0
GSM1420995_anr_control2.CEL	5.6143	0
GSM774103_CF114-1973a.CEL	5.4994	0
control2aerobic_Pae_G1a.CEL	5.0514	0
GSM864518.CEL	5.2921	0
GSM717424.CEL	5.1033	0
GSM774121_CF333-1997a.CEL	5.522	0
GSM871970.CEL	5.3824	0
GSM823343.CEL	5.2434	0
H_3.CEL	5.091	0
GSM1146022_pJN105_1.CEL	5.4904	0
GSM637574.CEL	5.0664	0
GSM541646.CEL	5.3894	0
Pae_Fe03_16.CEL	5.1043	0
GSM774130_CF333-2007a.CEL	5.6044	0
GSM356958.CEL	5.3455	0
GSM1267097_HZI1961_Pae_G1a.CEL	5.5374	0
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	5.6491	0
GSM546261.CEL	5.6222	0
GSM267257.CEL	5.4619	0
GSM1112051_PGAS_37_3A.CEL	5.4096	0
GSM429478.CEL	5.444	0
GSM591603.CEL	5.6585	0
GSM897999_MHH0110_Pae_G1a.CEL	5.6741	0
GSM2026894_L-Glu.CEL	5.788	0
GSM546273.CEL	5.722	0
