	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299
GSM199985.CEL	0	0	3.4402	0.55042	0	0.3883	0	0	0	0.50565	0	0	0	0	0.18421	1.3737	4.5995	0.72667	2.9131	3.5306	2.4565	1.9482	0	2.8473	0.39481	0.1732	5.6548	0	0	0	0	0.21957	0	0	0.47614	0	1.3284	0	0	1.6012	0	0	0	0	0	6.3855	0	0	2.5235	0	0	0	0	0	0.36491	1.3776	0.26539	1.5999	0	0	1.4845	0	0	2.8632	0.22352	0	0	0	0	0	0.33315	0	0	0	0	0	0	0	0	0	0	2.2468	0	3.0476	0	0	2.6057	0	2.3862	0	0	0.021584	0	0.75299	0	0	3.3537	0.59291	5.9153	0	0	0	0	0	0	5.4769	0.77962	0	1.5222	0	0	0	0	4.3253	0	0	0	0	0.71302	0	0	0	0	4.4606	0	0	0	0	0	0	0.69583	0	0.25676	0	2.3343	0	0	2.0661	0	2.517	0.26716	0	0	0	0	1.1385	3.7785	0	0	6.6378	0	0	0.35659	0	1.1201	0	0	0	0.52704	0	1.3967	2.3662	0	3.0831	0	1.8737	0	0.18089	1.8725	0	0	0	0.077966	4.497	0	0	0.33337	3.5347	0	0	0	0	0	0	0	0	0	4.2489	7.414	0	0.54351	0.19404	0.78763	0	3.4493	2.1828	2.0706	1.5314	0	0	0	0.0085686	5.9119	0	2.991	2.2991	0	0	3.8657	0	0	0	0	1.2857	2.4493	0.54041	1.4659	1.3105	0	5.7538	0.64604	0.92087	0	0.88267	3.0848	0.16692	0	0	0	0	0	1.3207	0	0.93159	0	0	0	0	0	0	0	1.0387	0	0	1.6024	0	0.10218	0.0042517	2.8644	0	0	0.66275	3.1815	6.476	4.5938	0	0	1.5674	0	0	0	0	5.5454	0.068241	1.791	5.2204	1.8193	0.21292	0	0	0	0.17229	0	0	0	2.1456	1.6792	2.3265	1.9063	4.4196	0.14947	0	2.7733	2.2948	0.14595	0	0	2.0057	0	0	0	0	0	0	0	0	0	0.43138	0	2.2037
GSM2055818_7629_B-_20130705.CEL	1.0171	0	1.3552	0.76146	0	0.62883	0	0	0	0	0	0	0	0	0	1.7429	3.3511	0.56706	0	4.9589	2.243	1.344	0.92446	6.222	0.66379	0	1.8037	0	2.9688	0	3.0501	0.39712	0	0.11613	3.6124	0	1.0724	0	0	1.1606	0	1.2198	0	0.28256	2.7855	4.6577	1.3468	0	2.128	0.031272	0	0.055725	0	0.61544	2.4949	0.21361	0.0015871	0.75537	0.71219	1.0199	2.7882	0.64007	0	0	0	0	0	0	0.19572	0	0.384	0	0	1.1935	1.3522	0	0	0	0	0	2.8081	1.5561	0	0	0	0.8853	0	0	0	4.7323	0	2.8223	0	0	0	0	0	0	3.9924	0	2.3011	1.386	0	0.0063617	0.042467	2.5498	0.82054	0	2.8477	0	0	4.9391	0	0	0	0	0	0	0	0.61757	0	0	0	5.2572	0	0	0	0.7495	0	0.61731	0.41957	0	0.55341	0	0	1.4792	1.7165	4.2401	0	0	0.41393	0	0	0	0	3.1321	1.4672	0	0	7.9537	0	2.6806	0.78163	0	0.6964	2.8529	0	1.5573	1.3483	0	3.7837	0	0	0	0	0.13283	0	0	5.3132	0	0.44942	3.3553	0.71034	3.1867	0	0.72896	0.58205	0.85191	0	0	0	0	0.30786	0	0.87098	0	0.08003	0.23056	6.7934	3.8759	1.0147	0	0	0.040735	1.9106	0	0	0	0.32269	0	0.28004	0.54081	1.2584	0.2883	3.5579	0	1.3587	0	4.4546	2.2479	0	0	3.1602	3.7946	4.2255	2.1996	2.011	1.0021	0	1.7986	1.0024	0.76373	0	0	0	0	0	0.46432	2.1218	0	0	2.7908	0.26897	0	0	1.3483	0.27642	0	0.26331	0	1.8905	1.4161	2.3115	3.1337	0.57944	0.11097	2.7051	0	0	0	0	2.7579	3.1059	0	1.0937	0	0	0.30429	0	0.9249	0	0.26137	0	1.3859	0.778	3.0996	0	1.0903	0	0	0.39767	0	0	0	0.31311	0	0.90715	1.1625	0	4.3588	5.3688	0.52796	0.48085	0	0.80959	0	0	2.8291	0	0.10558	3.2238	0	0	0.44898	0	0	0	3.6237	1.3936	2.0388
GSM900179_F2_Pae_G1a_.CEL	5.4277	0	0.99376	5.902	0	4.7567	0	3.1171	2.4797	0	0	0.47208	0	1.2974	0	0.037239	0.84528	0	0	6.3572	0.38604	0	2.2228	1.7547	0	0	3.2139	3.427	0	0.95446	0	0.64154	0	0	0	2.2945	0	0	0	0	4.2534	0	0	0.66806	0	2.4172	0	0	0	0	0	0	0	0	3.6604	0	0	4.5413	0	0	0	0	0	0	0.22242	3.7811	2.8333	0	1.3165	0	0.66336	0	0	0.61592	0	0	0.32692	0	0	0	0	0	0	1.0919	0.46991	1.4143	1.3935	0	0.94366	1.3269	0	0.41728	0	1.5213	0.56162	0	2.3049	4.8199	1.3082	0.50282	2.4573	0	4.2099	0	0	0	0.5329	0	0	0.91415	0	0	0	0	0	3.2332	3.4182	0	0	0	0.13672	0	3.9326	1.9803	0	1.8402	0	0.79242	0	0	3.0069	0	0	0	0	0	0	0	1.2388	0	3.2358	0	3.0628	0.55137	0	0	0	0.092839	0	1.1736	0.68253	0	0	0	0.49835	0.66694	0	1.1064	0	0.71756	0	1.9807	1.9489	0.2109	4.463	0	0	0	1.0768	1.4105	0.95612	0	0	2.5834	0	0.016363	0	0	0	1.8409	0	2.841	2.478	0	0	0	0.35577	0	3.5377	0	0	0.076828	0	1.8235	4.4893	0	0	0	0	0.32102	3.2027	1.9557	2.5736	0	6.0409	1.9277	0	0.92758	0	0	0.34056	0	0	0	1.4725	0.49885	4.8812	0	0	0.62562	0	1.8878	1.586	0	0.0763	0	0	0	0.31432	1.9112	0.60679	3.5445	0	0	0	0	0	0.52556	0.077241	0	0	0	0	0.17343	0.75713	0	1.1321	4.8266	0.21314	0.16447	0	1.0605	5.7155	1.3994	0	0	0.20203	2.5908	0	0	0	0	0	0	0	1.0533	0	0	1.1347	0	0.0095882	0	0	0	0	0	4.1881	1.3626	0	4.4368	0	0	2.0514	0.33837	6.9131	0	2.2237	0	1.4411	0	1.0094	1.789	0	0.18163	0	0	0.53785	0	4.4516	0
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	0	0	4.152	0	0	0	0	0	2.4523	0	0	0.33308	0	0.15518	0.077911	1.1421	0.9517	2.1046	1.045	5.8949	3.3554	0	1.2281	2.0285	1.466	0	0	2.7403	0	0	0	0	0	0.04292	0.88862	5.41	3.2205	1.7713	0	0	0.29001	0.5873	0.53898	0	0	0	2.2418	0	4.1096	0	3.038	0	0.26499	0	0	0	0	4.5468	0	0.17904	0.14338	4.0341	0	3.9588	3.1114	4.6749	0	0	5.987	0	0	2.5265	0	1.3199	1.0179	0	0	0	0	0	0.084981	0	0.51601	4.5283	0	0.72946	0.39138	0	0.024968	0	0	0	0	0.61324	4.6466	0.20198	4.0813	0.33317	0	4.6829	0	0	0.73282	3.8311	0	0.28344	0	0	2.2064	1.92	0	0	0	2.3574	0	3.322	0	4.1517	3.6129	0	0	2.8014	0	3.2094	0	0	0	0	1.4676	0	0	0	0	0	0	0	0	1.405	0	0	0.17822	0	5.277	0	0	1.5002	0.35787	0	0	1.5364	0	2.8934	3.4301	0	0	0	0	0	0	0	2.6291	0	2.676	0.73168	0	0	2.806	0.05295	0	0	0.76321	0	0	4.6613	0	0	0	0	0	0.23804	0	2.4367	0.71076	1.8231	0	3.8024	0	0	4.453	0.1216	0.16434	0	0.029334	1.8709	3.1072	3.1787	0	0	1.307	0	0	0	0	0	1.5939	1.885	0.24097	0	0	0	0.080837	0	0	0	0	0.58253	5.5462	1.0461	0	0	0	1.8564	2.0948	0	3.8151	0	0	0	0.34242	0	0	0	0	0	0	2.6053	0.34004	0	0	0	0	0.65106	0	0	0.42307	0	1.431	0	0	0	2.9283	0.27168	2.7984	0	3.799	0	0.90918	0.17834	0	0	0	0.55305	0	0.71358	2.7187	0	1.9305	0	0	0	0	0	0	0	0	3.7538	0.886	0	0	4.5454	0.31912	0	0	2.6475	4.2611	0	0	0.43501	0	4.2863	0	0	0	0	0	0	0	0.31912	0	0
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0	0.55379	0	0	0	0.83808	0	0	3.1375	0	0	0.70487	0	0	0	1.1421	4.3927	2.7311	0	6.2884	0	3.5264	2.7418	6.4116	3.8967	3.579	1.6042	2.3688	0	0	0.48559	0.37014	0.6216	0	3.859	0	0.034423	5.3561	0	0.58576	0	0	2.7251	0	0	2.8406	0.019646	0	0	2.008	0	0	0	1.1804	1.7178	0	0	2.9941	1.8732	2.8337	0.40731	0	5.3397	0	1.0663	0	0	0	0	0	0	0.21381	0	2.595	0	0	3.0681	0	0	0	0.96123	1.529	0	0	0	0.62854	0	0	0.30164	0.80676	0	2.2044	0	0.043172	1.3432	0	0	0.2584	0	0	3.5218	0	0	0.53043	4.6363	0	0.56197	0.066486	0.64594	0	0.79772	0	0.70682	0	0.92908	0.048736	0	0	0.04214	0	0	4.3176	0	1.8677	0	0	0	4.0406	0	2.3042	0.70533	0	0.15273	0	0	0	0	0	2.9665	0	0.29611	0	0.36108	1.2669	1.0592	0	0	1.6925	0	2.263	0	1.8443	2.897	0	1.309	4.0398	0	0	0	0.82896	2.9594	0	1.8197	0	0	3.3774	0	0.1667	6.8593	0	0.44183	0.077416	0	3.4047	0	0	0.82897	0.79004	0	0	0	3.9312	0.51561	0	0.95099	0	4.0676	0.61776	5.0215	2.3785	0	0	0	0	0.011523	0	1.1105	0	0	0	0	0.45248	1.0084	0.20898	3.9861	0	2.5709	0	0	3.1915	0	0.53524	2.3399	0	5.3376	0	0.17878	2.5849	0	0	0	0	0	0	0.17104	0.20111	0.55549	3.8103	0	0	0	0	0.8383	0	0	0	1.539	0	2.2295	0.805	4.8973	0	3.1312	3.0123	0.51791	0.68568	5.583	0	0	0	0	2.2955	2.2681	0	0	0	0	0	0	2.1244	2.9576	0	0	2.1107	2.4699	0.48005	0	3.3207	0	0.47983	4.9197	0	0	0	0	0	0	0.83168	0	4.6883	2.6324	0	0.27526	0.30188	2.1061	0	0	0	5.1467	0.27436	0	0	0	2.6704	0	0	0	4.1531	0.85843	0
GSM821495.CEL	0	1.4565	2.184	0.04264	0	0	0	0	1.3699	5.5047	0	0	0	0.048392	1.1513	0.14194	5.829	0.02409	0	3.3741	2.2447	0	0	0.855	0.31186	0	1.5791	0	0	0	0.17979	0	0	0	2.4819	1.8228	3.0751	1.6602	0	0.44078	0	0.35855	0	0	0	3.1941	0.88253	0.071323	2.7565	0	0	0	0	0	0.074247	0	0	4.9775	0	0	0	5.9444	0.45018	0	0.77352	0	0	0	0	0	0	0.19732	1.0824	1.6007	0.24568	0	0	0	0	0	0.93191	0.10999	0.14935	3.0071	0	0	1.2314	0	3.6851	0	0	0	0.093435	0	0.99428	0	2.0952	0.57831	0	1.1882	0	0	0	0	0	4.4761	0	0	0	0	0	0	0	4.1972	0	0	0	0.83472	3.6232	0	0	6.7321	0.016252	4.9008	0.091231	0	0	0.10917	3.6438	0	1.5867	0	2.8071	0	1.1078	0.48996	0	0	0	0	2.5243	0	0	0	0	3.8413	0	0	0	4.4381	0	0	0	0	0	0	0	0	0.028956	0	2.852	4.4533	5.2091	0.88597	0	1.8905	0.50376	0	0	0	0	4.6788	0	5.9328	0	0	0.18401	0	0	0	0	0	0	0	0	2.9094	0	0	5.1547	0.58964	0	2.9277	0.63983	0	2.5216	3.8353	0	0	1.3207	0	0	0	2.1081	0	1.5104	2.4963	0	0	0	1.3188	0	0	0	0	3.8767	0	1.7456	0.24761	0	3.0776	0	0	0	0	5.2615	0	0.017477	0	0	0	0	0	0	0	4.3768	0	0	0	0	2.9603	0	0	0	0	0.24141	0	3.9346	0.77306	0.091222	0	0	0.4711	0.051973	4.7926	3.0584	0	2.1661	0.47561	0.43338	0	0	0	0	1.6199	0.67874	4.4192	4.7928	0	0	0	0.59713	0	0	0	0	0.054474	0	0	0	2.5906	0	0	3.2993	3.2751	3.8156	0	0	0	0	0.8095	0	0	0	0	0	0	0	0.47249	0	4.3699
GSM822689_wtBSM_A.CEL	2.7325	0	2.8077	0.96287	0	0	0	0	1.867	4.2619	0	0	0	0	0.40191	2.3259	4.3534	4.5715	2.3192	5.4294	0	0	0	3.326	0.47217	2.6084	1.5646	0.34012	0	0	0	0	0	1.9239	2.6623	2.5112	0.70985	4.0304	1.6449	2.4497	0	1.8564	0	0.38178	1.1615	0	0	0.035692	0	4.0425	0	0	0	0	0.85046	0	0	2.249	0	4.6101	0	2.1582	0	0.13653	1.8965	0	0	1.4256	0.28325	2.5119	0	0	3.5832	2.4511	0	0	0	0.61899	0	0	0	0.18172	1.71	0	1.341	0.11806	0.73259	0	0.0063192	0	0	0	2.9702	0	0.038574	0	0.77402	3.1838	0.19138	0	0.92454	0	0.64725	0.1465	1.1991	3.7663	0.43432	0.29936	0	0	1.4188	0	0	0	2.0191	3.8168	0	0	1.1839	0	0.080613	5.7382	0	5.2974	0	0	0.044207	0.6519	1.2733	0.4143	0	0	3.6846	0	0.89746	0	0	1.3826	1.0038	3.1866	0.62868	0.39818	0	0	0.33434	0	0	0.6222	0	5.5423	0	0	0	0	3.2543	0.65506	0	0	0	2.7413	2.883	2.5769	2.193	0.015231	0.29981	0.71188	0	0	1.8338	0.0073824	0	1.123	0	5.5783	0	0	0.36351	0	0	0	0	0	0	0	0.2459	0	0	0	5.4137	0	0	4.967	0	0	3.4724	0.30796	3.5889	0	0	0	0	2.6896	1.1283	1.1435	0.56845	0.70519	0	0	0	0	0	0	0	0	3.7701	0	0.98741	0.4809	0.36537	0	3.7408	0	3.3883	0	3.8579	0	0	4.0187	0	0	0	0	0	0.60029	1.4054	0	0.55278	0	0.9795	0.81887	0.15402	0.0051591	0	0	0.10355	0	1.8384	1.5787	0	0.17768	0	4.7746	1.04	2.797	0.35312	0	0	0.60154	0	0	0	0.88596	0.81975	2.1847	1.1236	0	2.8116	0	0	0.16312	0.37339	0	0	0	0	0	0.14981	0	0	4.581	0	0.35575	0.911	0.087987	2.8546	0	0	0	3.8591	0	0	0	0	0.1521	0.13768	0	0	1.514	1.3748	2.2114
GSM560759.CEL	0	0	3.6686	0	0	0	0	0	3.4743	0.17289	0	2.2693	0	0	2.0698	0	2.9805	0	0.75205	6.207	0	0	0	3.0726	0	0	3.145	1.5184	0	0	0	0.34603	0	1.6616	0	0.70671	0	0	3.5401	0	4.5244	0	0	1.0055	0.038947	0	0	0	0	1.6425	3.2867	0	0	0	0	0	0	4.7677	2.0782	1.2468	0	0	0	2.7494	4.8053	0	0	0	0.36888	1.8612	0.27044	0	0	0	0	2.437	0.66966	0	0	2.7406	0	0	0	5.9099	0	0.1766	1.8506	0.60154	4.0659	0	0	0.27652	0.30475	0	2.8281	0	2.3431	0	0	0.46307	0	0	0.92883	0.69819	1.7336	0	0	0.29875	0	1.745	0.90188	0	0	0	0	0	1.7255	0	0	0	3.0903	0	2.9309	1.5004	0.28751	0	0	2.7922	0	2.5366	0	4.6073	0.81466	0.67149	0	0	0	0	0	0	0	0	2.0456	0	0	0.71086	2.3136	3.1326	0	0	3.134	0	0	0	3.144	0	0	0	0	0.65989	0	2.4937	0	3.4289	0	1.7687	0	1.2919	1.7156	0.44431	0	2.1674	0	3.8637	0.62323	0	0.25264	0	0	0	0	0	0.57285	3.4977	0	0.12189	0	0	5.9854	0	0.023912	0	0	1.6594	4.3902	0	0	0	0.34346	0	0	1.7719	0	0	6.3505	3.0975	1.9252	0	0	0	0	0	0	1.0572	3.2864	0	3.2374	0.62408	0.43701	0	0	0	0	5.6647	1.3713	0.89219	0	1.6586	0	0	0	0.098835	0	2.611	0	0	0	0	0	0	0	4.2789	0	0	3.7132	0	0	0	3.1395	0	1.6653	2.8671	6.0719	1.7844	5.4071	0	2.6342	0.0032415	0	0	0	0	0	0	0	0	2.2212	0.18579	0	0	0	0	0	0.058563	0	0	0	0	0	6.3521	0.047548	0	0	0	2.4161	0.56714	0	0	0	0.10785	0.54481	0	0	0	0.014145	0	3.1487	0.97855	0	0
GSM2070494_OCio-14-MutS_A_d94_cipro_2-Pae_G1a-a1.CEL	0.97054	0	0.12037	4.6381	0	0.24667	2.2951	3.7952	2.8771	0	0	0.031593	0	0.055827	0	2.5623	0	0	0	9.4032	0	0	0	3.6929	0	0.25159	2.1397	4.5923	0	0	2.0263	0.14503	0	0	2.7794	0	0	0	3.4537	0.2193	0.2615	3.8506	0	0	0	0	0	0	0	1.6063	0	2.85	0	0	0	0	0	3.0145	0	4.7499	0	0.81372	0.57953	0	0	0.71064	0	3.7381	0	0	2.3811	0	0.018035	1.6073	0	0	3.7533	0	0	0	0	0	0	0	0.75377	2.3087	4.5005	0	0.33804	3.4017	0	0	0	0	0	0.46822	0	0.39373	0	2.0599	3.8323	0	0	0	0	2.9884	0.982	0.16413	3.0267	0.91172	3.127	0	0.18536	0.92931	0	0.14303	0	0	0.81511	0.59007	0	0	0	1.9532	0	0	3.9521	2.5578	0	0	0	0	0	0	0	2.67	0	0	0	0	0	0	0.59262	0	0	0	2.4331	0	0	0	0.097153	0	0	0.56271	2.7144	3.032	0	0	0	0	2.2457	1.0856	0	0	0.085048	0	0	0.19569	4.4132	0	0	2.555	0	3.5974	0	0	0.57874	0	0	0	0	0.89141	1.0259	0	0.18027	0.19521	0	0	5.3458	0	0.00021887	3.0511	1.1465	2.7629	2.403	0.39617	0	0.31477	2.065	0	0	1.465	0.84382	0.33611	8.2953	0	0	0	0	0	0	0	1.4542	0	2.9867	0.35401	5.5041	0.44354	0	1.8644	0	0	2.5091	0	0	0	0	2.2737	0	0	1.4348	2.8158	3.0363	0	0	0	0.57739	0	0.43578	0	0	1.011	2.2779	0.50098	0.20434	2.7139	0	2.1823	0	0	0	0	1.9442	0	0	0	0	4.6599	1.2914	0	1.9156	0	0.53573	0.95965	0	0	0	0	1.5898	0	0	0.24228	0	0	1.2485	0	3.5558	4.7241	0	5.9597	2.105	0	0.75633	2.6705	2.5609	0	0	1.1044	0	0.83761	0.72816	3.7041	0	0	0.56088	0	3.0084	1.6834	2.0975	2.6742
GSM1267104_HZI1970_Pae_G1a.CEL	0.3426	0	1.2644	0.44562	1.8673	0	0	0	0	0	0.038277	0.61176	0.45002	5.0354	0.14681	2.21	0.57577	3.9397	0	4.765	0	2.2164	0.61357	4.6469	0	3.1236	0	0.36355	0	0	0	3.3829	0	0	3.7983	2.1191	3.339	0	0	1.6359	0	3.7637	0.91237	0.38742	0	4.4043	3.9815	0	0	0	0	0	0	1.5631	0.040115	0	0	2.4194	0	0	2.3562	4.0103	4.3872	0	0	0	2.7381	0	0	0	0.31802	3.9899	0	2.9681	0	0	0.49977	0	0	0	0.84526	0.61023	0	0	0	0.037292	0	0	0	0	0	0.205	0.54005	0.44029	0	0.12441	1.3249	1.226	0	0	1.9636	2.8559	0	4.0283	0	0	0.55184	0	0	0	0	0.17701	0.18476	0	0	2.6208	0	1.8199	4.2831	1.8356	0	1.0012	1.1364	4.9423	0	0	0	0	0.91259	0	0	0	0	0	0	0	0	0.60156	4.394	0	0.59441	0	0	0	0	1.4927	0	0	0	0.61032	0.29617	0	0	0	3.2117	0	0.90732	0	0.58388	1.025	3.6862	0.90124	0.38826	0	0	2.8884	0	0.053915	0.92751	0	0	1.9783	0.2695	3.0762	0	0.52728	0	1.3763	0	0	0	0	0	0	0.074434	3.1349	3.4842	0	5.1846	0	0	0	0.55684	0.013744	0.14768	4.3995	0	0	0	2.2388	0	0	0	0	1.5824	0.24579	0	0.054549	0	0	0	0.45113	1.8353	0	2.1643	0.78602	2.9766	0	2.6891	3.2762	0	0.24297	4.7862	0	0	0	0.076294	0	0	0	0.23701	0.53898	0	0	0.013458	0	3.7694	0.73581	0.29613	0.1988	1.2906	0	0.80114	1.0113	1.2673	0	1.018	0.30463	0	4.3525	0.27031	1.5138	3.4398	3.8421	0	0	0.17487	0	1.3733	0.19496	1.6847	0	0	0	1.8667	0.25008	0	0	0	1.4143	0	3.0565	0	0	0.3219	4.2799	1.957	0	0	4.0333	2.0225	0	0	3.6025	2.8863	0	0	0	3.775	0	0.35674	1.6643	0	0	0	0	0	0	0.80241	0
