	0
GSM2055818_7629_B-_20130705.CEL	0.7035375275832547
GSM637574.CEL	0.46829475785094193
GSM822694_delta_cbrBBSM_B.CEL	0.7221196548462522
GSM900179_F2_Pae_G1a_.CEL	0.43562753871146387
GSM462061.CEL	0.34050897312639977
GSM234928.CEL	0.754000472185567
GSM711454.CEL	0.7489574159124281
GSM573323.CEL	0.8331682111165019
GSM560758.CEL	0.5258771315831328
GSM596819.CEL	0.7131916909019922
GSM1553188_Persisters_T1.CEL	0.3097125048699271
GSM617296.CEL	0.7786088369684189
GSM562113_Koh_PAK_H2O_2.CEL	0.5603701264066764
GSM1608070_Biofilm+12hrtobra_rep1.CEL	0.528431258232477
GSM1027588_062508gbdR.CEL	0.7985583713587631
Pae_Fe03_18.CEL	-0.022899455140963285
GSM711452.CEL	0.7897599918758618
GSM954581_Nomura_PA2449-2_Pae_G1a_.CEL	0.7697492902172703
GSM741203.CEL	0.8644988999227776
GSM432860.CEL	0.801752161471701
GSM980542_MHH1377.CEL	0.7848639519466847
Pae_Fe02_14.CEL	-0.05768729020861433
GSM871967.CEL	0.20905886955955882
GSM2026897_D-Arg_02.CEL	0.7692014950698658
GSM994501_HM4-replicate-03.CEL	0.4218164956952413
GSM261924.CEL	0.6747477431698182
GSM546250.CEL	0.6813190592817262
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0.6290239682948746
GSM2070483_OCio-03-MutS-3-start-Pae_G1a-c1.CEL	0.8041958345073777
GSM2045179_MT2.CEL	0.741384495868275
GSM567542.CEL	0.7893260444363468
GSM244071.CEL	0.7701379296526655
GSM774130_CF333-2007a.CEL	0.7380956083407085
GSM774109_CF173-2002a.CEL	0.6068543861750341
Overhage13004_(Pae_G1a).CEL	0.7471620198077118
GSM717422.CEL	0.4240839559915981
GSM2070488_OCio-11-PAO1_Ad94_cipro_2-Pae_G1a-a1.CEL	0.735411530212844
GSM197237.CEL	0.7784633020137561
Overhage13001_(Pae_G1a).CEL	0.6757211554579555
GSM842839_Wright_1_WT-log-1_Pae_G1a.CEL	0.6589214414769445
GSM822708_wtLB_A.CEL	0.7635405735288167
GSM1177845_PAO1-AMV-1.CEL	0.7843715881628867
GSM2070516_OCio-06-MutS-3-d94-Pae_G1a-c1.CEL	0.727965981244555
GSM567543.CEL	0.6717357059052608
GSM462063.CEL	0.7969705616794129
H_1.CEL	0.08078104598648686
GSM794229_A30.CEL	0.32649798947157366
GSM838214_PAO1-LB-3_Pae_G1a.CEL	0.8530296208198912
120330-10978D_24_(Pae_G1a).CEL	0.6506930760886485
GSM774104_CF114-1973b.CEL	0.7347865614377717
GSM1517348_MK-2.CEL	0.7487810966346429
GSM1191072_WT-surf-1.CEL	0.6321229266090871
GSM1662223_PAO1_1.CEL	0.707678129203268
GSM261928.CEL	0.6891548959910011
GSM1958033_AMV_2.CEL	0.5815814525158891
GSM822712_delta_cbrBLB_A.CEL	0.8416121209274766
GSM560754.CEL	0.6467717063594791
GSM252562.CEL	0.7548302641681511
GSM629178.CEL	0.7142595122579289
GSM871972.CEL	0.3947906249220709
GSM1419142_BC2.CEL	0.3060922528895244
GSM774120_CF333-1991c.CEL	0.7289452144329396
GSM774139_B12-0_1.CEL	0.7264386689600536
GSM842843_Wright_5_WT-stat-2_Pae_G1a.CEL	0.6322964523500737
GSM1958037_Glutaric_acid_2.CEL	0.7066116926688181
GSM2070485_OCio-02-PAO1_Ad94_2-Pae_G1a-a1.CEL	0.7070975797375839
GSM242677.CEL	0.8218010014898656
GSM551149.CEL	0.7330454489505073
GSM1181850_gc_Delta2_4.CEL	0.8331482743018002
GSM208616.CEL	0.7540768892597778
GSM823345.CEL	0.5427717007726997
GSM663162_Pae-Mix-1_5-22-07_S2.CEL	0.7385287412286737
GSM546266.CEL	0.6439740495922445
Van_Delden_Kohler_0311_PT5_3.CEL	0.7969099619566011
GSM1267101_HZI1967_Pae_G1a.CEL	0.7133692423913387
GSM897996_MHH0095_Pae_G1a.CEL	0.7357856424947257
GSM424831.CEL	0.30673697742257455
GSM1306130_Nomura_PAO1_KG-3_Pae_G1a_.CEL	0.6298278461089971
GSM537320.CEL	0.23651786353169918
GSM1937531_50-12_A.021511_Pae_G1a_.CEL	0.7342369386607608
GSM823342.CEL	0.279976805743298
