	0	1	2	3	4	5	6	7	8	9
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	0.026189	1.1625	0	4.0673	5.6796	5.2016	0	0	0.33336	4.4442
GSM567682.CEL	0.03451	0.083888	0.30048	0	0	8.6674	2.3396	0	0	0
GSM637595.CEL	0.03451	0.083888	0.30048	0	0	8.6674	2.3396	0	0	0
GSM617295.CEL	0	0	4.1922	0	4.6456	4.3307	0	3.3876	0.87964	2.9462
MBU_JGOLD_PAO11.CEL	0.76693	0	0	4.6232	9.3363	1.4874	2.3423	1.0271	0	0.096051
anaerobic_NO3_2.CEL	0	0	4.2927	1.995	9.5408	3.4063	0	0.26185	0	3.9491
GSM838212_PAO1-LB-1_Pae_G1a.CEL	0	0	0	3.526	5.2857	4.3973	0	3.8377	2.3945	4.6641
GSM954578_Nomura_PA01-3_Pae_G1a_.CEL	0.046499	1.4135	0	4.6239	5.8099	5.5266	0	0	0.49691	4.592
GSM821499.CEL	0	0	0	4.1032	4.2799	0.15899	0	0.76164	0	9.1216
GSM864519.CEL	0	1.2688	1.2523	2.7262	5.9144	5.3383	0	3.5259	0	0
GSM541647.CEL	0.22342	0.52297	1.5623	0	7.4906	0	3.1697	3.7035	0.53486	0.18457
GSM838213_PAO1-LB-2_Pae_G1a.CEL	0	0	0	3.1894	5.3317	5.0033	0	3.7447	2.0365	4.7334
GSM1608070_Biofilm+12hrtobra_rep1.CEL	0	3.309	1.4261	2.1683	3.7183	0.91887	2.8869	0.82345	0	0
GSM1244969_PAO1-22-replicate-03.CEL	0	0	0	0.64829	1.5807	10.511	0	0	0	2.8713
GSM546258.CEL	4.7406	2.7227	7.6901	3.072	0	0	0	5.3325	0	1.3088
GSM617296.CEL	0	0	4.3468	0	5.2384	3.6943	0	4.4503	1.8214	4.1162
GSM954581_Nomura_PA2449-2_Pae_G1a_.CEL	0	2.9405	0	6.3825	2.1729	3.9437	0	0.17058	0	3.3691
GSM821503.CEL	0	1.2981	0	4.9611	0.85664	0	0	1.2314	0	5.9052
GSM685450.CEL	0	0	0	0.68029	0	8.4212	0.91298	0.7395	0	0.60302
GSM573327.CEL	0	0	0	9.6107	0.35748	3.4774	0	6.4615	0	1.3666
