	PA2845
GSM1421000_dnr_NO1.CEL	0
GSM774151_B38-2M_1.CEL	0.0011157
AKGlu_plus_nt_7-8-09_s1.CEL	0.0067774
GSM432865.CEL	0.0085699
GSM774133_B6-0_1.CEL	0.0095515
GSM1420998_dnr_control1.CEL	0.0097816
GSM546278.CEL	0.010848
PA14_cDNA_labeled_4-09-08_S2.CEL	0.010848
GSM774152_B38-2M_2.CEL	0.012865
GSM774112_CF173-2005a.CEL	0.014646
GSM740020.CEL	0.01618
GSM774153_B38-2M_3.CEL	0.017116
GSM774135_B6-0_3.CEL	0.017724
GSM774138_B6-4_3.CEL	0.019403
GSM774130_CF333-2007a.CEL	0.02068
GSM774154_B38-2NM_1.CEL	0.023803
GSM774149_B38-1_2.CEL	0.024364
GSM432860.CEL	0.024377
GSM774157_B38-6M_1.CEL	0.024389
GSM546277.CEL	0.02557
GSM774158_B38-6M_2.CEL	0.026165
GSM774118_CF333-1991a.CEL	0.028849
GSM774156_B38-2NM_3.CEL	0.030156
GSM774150_B38-1_3.CEL	0.03438
GSM774093_CF66-1973c.CEL	0.036578
Overhage13003_(Pae_G1a).CEL	0.036699
Overhage3005_(Pae_G1a).CEL	0.036733
GSM462353.CEL	0.037589
GSM774155_B38-2NM_2.CEL	0.039453
MSC_01.CEL	0.039698
GSM717419.CEL	0.041912
GSM1420990_PAO1_control1.CEL	0.04294
GSM462354.CEL	0.043002
Overhage13001_(Pae_G1a).CEL	0.043121
GSM252560.CEL	0.044488
GSM774089_CF43-1973b.CEL	0.044585
GSM774087_CF30-1979c.CEL	0.044667
GSM774086_CF30-1979b.CEL	0.04697
GSM432861.CEL	0.047405
GSM1237738_M9_PAOSX_3_51059600653060050411410396750359.CEL	0.048293
GSM774090_CF43-1973c.CEL	0.048547
GSM774148_B38-1_1.CEL	0.048655
GSM1421007_fhpR_control2.CEL	0.049019
GSM774159_B38-6M_3.CEL	0.050023
GSM1246484_PA14bvlR_pMEbvlR_rep1.CEL	0.050051
GSM546258.CEL	0.052023
GSM740019.CEL	0.052393
GSM366976.CEL	0.052587
Overhage13004_(Pae_G1a).CEL	0.052735
HH-PA14_7-6-09_7-8-09_s1.CEL	0.054149
GSM546279.CEL	0.054149
GPphhRminus_11-4-09_s2.CEL	0.054409
GSM318716.CEL	0.05473
GSM432864.CEL	0.055161
GSM432871.CEL	0.055212
GSM774100_CF105-1973a.CEL	0.055303
GSM1421003_EXdnr_control2.CEL	0.055391
GSM774088_CF43-1973a.CEL	0.055492
GSM641846.CEL	0.056272
Overhage5001_Pae_G1a.CEL	0.056311
GSM546254.CEL	0.056794
Overhage13002_(Pae_G1a).CEL	0.056932
GSM546274.CEL	0.057394
GSM432863.CEL	0.057465
GSM774122_CF333-1997b.CEL	0.057473
GSM774124_CF333-2003a.CEL	0.058045
GSM1420996_anr_NO1.CEL	0.058225
GSM774121_CF333-1997a.CEL	0.058824
GSM1420995_anr_control2.CEL	0.059436
GSM1889279_L-Hyp_02.CEL	0.060045
GSM774125_CF333-2003b.CEL	0.061064
GSM774091_CF66-1973a.CEL	0.062001
GSM541640.CEL	0.062339
GSM2026895_D-Arg_01.CEL	0.062657
GSM251201.CEL	0.062837
GSM1889281_D-Hyp_02.CEL	0.063321
GSM2026897_D-Arg_02.CEL	0.063502
GSM546253.CEL	0.06364
GSM1608060_Planktonic_2.CEL	0.065295
GSM251204.CEL	0.06597
GSM794226_A27.CEL	0.066305
GSM1958037_Glutaric_acid_2.CEL	0.066569
GSM794227_A28.CEL	0.06697
GSM546269.CEL	0.066996
GSM1177846_PAO1-AMV-2.CEL	0.067488
GSM261926.CEL	0.06805
GSM1608061_Planktonic_3.CEL	0.068228
GSM155242.CEL	0.068765
GSM546252.CEL	0.070157
GSM546250.CEL	0.070303
GSM198187.CEL	0.071806
GSM610407.CEL	0.072165
GSM1608062_Planktonic_4.CEL	0.072175
GSM198190.CEL	0.072217
GSM1889278_L-Hyp_01.CEL	0.072619
05_PA14000-4-2_5-10-07_S2.CEL	0.073053
GSM774092_CF66-1973b.CEL	0.073965
GSM1267113_HZI1979_G1a.CEL	0.074036
GPphhRminus_11-30-09_12-3-09_s1.CEL	0.074139
GSM629178.CEL	0.074627
GSM591496.CEL	0.07472
GSM1067457_PAO1_PAA_1.CEL	0.075075
GSM1143381_WT1_Pae_G1a_.CEL	0.075408
GSM1889280_D-Hyp_01.CEL	0.075408
142_2014wt_anaero.CEL	0.075467
GSM251202.CEL	0.075715
GSM774136_B6-4_1.CEL	0.076325
GSM1421008_fhpR_NO1.CEL	0.076362
143b_2014wt_anaero.CEL	0.076775
GSM252562.CEL	0.077077
GSM252559.CEL	0.078075
Nag_cDNA_2-26-09_s1.CEL	0.078232
GSM546260.CEL	0.078638
GSM774162_PAO1c.CEL	0.079074
GSM1420999_dnr_control2.CEL	0.079611
GSM2070488_OCio-11-PAO1_Ad94_cipro_2-Pae_G1a-a1.CEL	0.079657
GSM92190.CEL	0.080045
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	0.08089
GSM597331.CEL	0.081173
GSM1246486_PA14bvlR_pMEbvlR_rep3.CEL	0.081375
GSM546256.CEL	0.081385
GSM546273.CEL	0.081419
GSM567542.CEL	0.081773
GSM546275.CEL	0.081888
GSM774107_CF173-1984b.CEL	0.081931
GSM155243.CEL	0.081951
GSM617297.CEL	0.082079
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0.08209
GSM774137_B6-4_2.CEL	0.082304
GSM1246485_PA14bvlR_pMEbvlR_rep2.CEL	0.082467
GSM610406.CEL	0.082479
GSM546271.CEL	0.082561
GSM92189.CEL	0.082646
glu_plus_nt_2_8-25-09_s2.CEL	0.082983
GSM774098_CF66-2008b.CEL	0.083375
GSM92173.CEL	0.083504
GSM774119_CF333-1991b.CEL	0.083555
GSM1421006_fhpR_control1.CEL	0.083639
GSM92172.CEL	0.083642
GSM591602.CEL	0.08392
PA14-Aro_10-5-07_s2.CEL	0.084555
Overhage3006_(Pae_G1a).CEL	0.084644
GSM432862.CEL	0.08469
GSM567544.CEL	0.084827
GSM1421002_EXdnr_control1.CEL	0.084927
GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	0.085593
GSM822695_delta_crcZBSM_A.CEL	0.085808
GSM208605.CEL	0.08583
control1aerobic_Pae_G1a.CEL	0.086714
GSM597330.CEL	0.086796
GSM591601.CEL	0.087099
GSM208609.CEL	0.08718
GSM597221.CEL	0.087619
GSM198191.CEL	0.087663
GSM774143_B12-4_2.CEL	0.087703
GSM774099_CF66-2008c.CEL	0.087747
GSM546249.CEL	0.087757
GSM243221.CEL	0.087956
aerobic_NO3_2.CEL	0.088138
GSM1027589_071008gbdR.CEL	0.088222
GSM1246482_PA14bvlR_pME6032_rep2.CEL	0.08832
GSM252561.CEL	0.088361
GSM462064.CEL	0.088468
GSM307119.CEL	0.088698
GSM735749_PA14_WT_adenosine.CEL	0.088731
GSM1420994_anr_control1.CEL	0.089324
GSM1420991_PAO1_control2.CEL	0.089821
GSM155240.CEL	0.089882
GSM774104_CF114-1973b.CEL	0.090084
GSM1177847_PAO1-AMV-3.CEL	0.090162
GSM1420997_anr_NO2.CEL	0.090246
GSM546276.CEL	0.090632
GSM842850_Wright_12_4203-stat-3_Pae_G1a.CEL	0.09094
GSM251206.CEL	0.091181
GSM1420992_PAO1_NO1.CEL	0.091477
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0.091647
GSM774102_CF105-1973c.CEL	0.09175
GSM1181850_gc_Delta2_4.CEL	0.091792
GSM1177845_PAO1-AMV-1.CEL	0.091858
GSM898000_MHH0111_Pae_G1a.CEL	0.091943
GSM208608.CEL	0.092451
GSM155241.CEL	0.092494
FT2_anaerobic_Pae_G1a.CEL	0.092617
GSM1420993_PAO1_NO2.CEL	0.09289
GSM208612.CEL	0.093226
GSM546266.CEL	0.093419
GSM567543.CEL	0.093473
GSM208610.CEL	0.09361
GSM335182.CEL	0.093647
GSM2070510_OCio-15-PAO1-3-d94-Pae_G1a-c1.CEL	0.093765
GSM208617.CEL	0.093775
GSM1953894_BiofilmInoculum2.CEL	0.093889
GSM1958029_D-Lysine_2.CEL	0.093985
GSM546251.CEL	0.094092
GSM1027585_071008WT.CEL	0.094127
GSM242671.CEL	0.094378
GSM541641.CEL	0.094464
GSM1421009_fhpR_NO2.CEL	0.094476
GSM1181847_gc_WT1_1.CEL	0.09474
GSM774101_CF105-1973b.CEL	0.094772
GSM546268.CEL	0.09482
GSM546267.CEL	0.094869
GSM641849.CEL	0.094905
GSM774126_CF333-2003c.CEL	0.094967
GSM1421005_EXdnr_NO2.CEL	0.095115
aerobic_NO3_1.CEL	0.095414
GSM1421001_dnr_NO2.CEL	0.095486
GSM156174.CEL	0.095574
GSM617294.CEL	0.095603
GSM155231.CEL	0.095719
GSM1191067_sphR-pyr-2.CEL	0.095812
GSM617286.CEL	0.095839
GSM774097_CF66-2008a.CEL	0.095932
GSM546262.CEL	0.096008
GSM375702.CEL	0.096101
GSM1421004_EXdnr_NO1.CEL	0.096314
GSM774108_CF173-1984c.CEL	0.096538
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	0.096601
GSM1181848_gc_WT2_3.CEL	0.096794
GSM1267107_HZI1973_Pae_G1a.CEL	0.096798
GSM349047.CEL	0.096951
GSM546257.CEL	0.097428
GSM767703.CEL	0.097567
GSM462355.CEL	0.098084
GSM1027588_062508gbdR.CEL	0.098267
GSM2026894_L-Glu.CEL	0.098423
GSM546265.CEL	0.098608
GSM251205.CEL	0.098879
Overhage10001_Pae_G1a.CEL	0.098969
GSM242676.CEL	0.099349
GSM994496_PAO1-replicate-01.CEL	0.099394
GSM1244970_PAO1-37-replicate-01.CEL	0.099394
GSM822710_delta_crcLB_A.CEL	0.099493
GSM774115_CF243-2002a.CEL	0.099899
GSM774128_CF333-2005b.CEL	0.099916
GSM774120_CF333-1991c.CEL	0.10011
GSM92170.CEL	0.10014
GSM1191066_sphR-pyr-1.CEL	0.10019
GSM774142_B12-4_1.CEL	0.10028
GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	0.10047
GSM774105_CF114-1973c.CEL	0.10061
GSM1246481_PA14bvlR_pME6032_rep1.CEL	0.10071
GSM823341.CEL	0.10078
GSM546263.CEL	0.10105
GSM92178.CEL	0.10111
GSM1267102_HZI1968_Pae_G1a.CEL	0.10111
GSM546247.CEL	0.10144
GSM767704.CEL	0.10146
GSM2070489_OCio-12-PAO1_Ad94_cipro_3-Pae_G1a-a1.CEL	0.10151
GSM637591.CEL	0.10181
GSM854792.CEL	0.10208
GSM822689_wtBSM_A.CEL	0.10227
GSM774161_PAO1b.CEL	0.10263
GSM349042.CEL	0.10274
GSM2055818_7629_B-_20130705.CEL	0.10277
GSM375703.CEL	0.10282
GSM546246.CEL	0.10297
GSM546255.CEL	0.10338
GSM1191071_WT-pyr-2.CEL	0.10349
GSM546245.CEL	0.10355
GSM1206650_WT-ETC-2.CEL	0.10355
GSM842842_Wright_4_WT-stat-1_Pae_G1a.CEL	0.10369
GSM546248.CEL	0.10375
GSM462063.CEL	0.10378
KP_PA14_5-28_5-30-08_s2.CEL	0.10396
GSM349048.CEL	0.10398
GSM774127_CF333-2005a.CEL	0.10402
GSM842849_Wright_11_4203-stat-2_Pae_G1a.CEL	0.10406
GSM1177843_PAO1-2.CEL	0.10436
GSM838215_PAO1-PM-1_Pae_G1a.CEL	0.10443
GSM92188.CEL	0.10446
GSM1310895_PA14_wild-type.CEL	0.10448
GSM1143383_WT3_Pae_G1a_.CEL	0.10448
GSM774096_CF66-1992c.CEL	0.10453
MSC_03.CEL	0.10487
Nag_cDNA_1-30-09_S2.CEL	0.1052
GSM774095_CF66-1992b.CEL	0.10554
GSM546259.CEL	0.10556
GSM92166.CEL	0.10568
fos3_anaerobic_Pae_G1a.CEL	0.10604
GSM1267108_HZI1974_G1a.CEL	0.10639
GSM629176.CEL	0.10642
control2_anaerobic_Pae_G1a.CEL	0.10651
GSM567541.CEL	0.10667
GSM774116_CF243-2002b.CEL	0.1069
GSM821498.CEL	0.10719
GSM774144_B12-4_3.CEL	0.10738
GSM243223.CEL	0.10753
GSM432867.CEL	0.10757
GSM774094_CF66-1992a.CEL	0.10777
MSC_07.CEL	0.10806
fos1aerobic_Pae_G1a.CEL	0.10813
