	PA2018
0.1_12hr_CSV86(Pae_G1a).CEL	0.27559
0.1_2hr_CSV86(Pae_G1a).CEL	0.43162
0.1_6hr_CSV86(Pae_G1a).CEL	0.64103
0.1_7hr_CSV86(Pae_G1a).CEL	0.44433
0.1_9hr_CSV86(Pae_G1a).CEL	0.36837
05_PA14000-4-2_5-10-07_S2.CEL	0.13271
1_12hr_CSV86(Pae_G1a).CEL	0.21707
1_2hr_CSV86(Pae_G1a).CEL	0.23264
1_6hr_CSV86(Pae_G1a).CEL	0.55677
1_7hr_CSV86(Pae_G1a).CEL	0.37568
1_9hr_CSV86(Pae_G1a).CEL	0.43603
120330-10978D_22_(Pae_G1a).CEL	0.060873
120330-10978D_23_(Pae_G1a).CEL	0.05126
120330-10978D_24_(Pae_G1a).CEL	0.11574
120330-10978D_M1_(Pae_G1a).CEL	0.18609
120330-10978D_M3_(Pae_G1a).CEL	0.067072
120330-10978D_M4_(Pae_G1a).CEL	0.1492
142_2014wt_anaero.CEL	0.24215
143b_2014wt_anaero.CEL	0.22211
144_2014wt_anaero.CEL	0.25027
145_2014dR_anaero.CEL	0.27119
146_2014dR_anaero.CEL	0.20927
147_2014dR_anaero.CEL	0.28199
20mM_CF600.CEL	0.4655
20mM_KT2440.CEL	0.15295
2mM_CF600.CEL	0.40435
2mM_KT2440.CEL	0.36167
54375-4-05.CEL	0.16533
aerobic_NO3_1.CEL	0.049383
aerobic_NO3_2.CEL	0.060031
AKGlu_plus_nt_7-8-09_s1.CEL	0.095249
anaerobic_NO3_1.CEL	0.14113
anaerobic_NO3_2.CEL	0.11926
control1_anaerobic_Pae_G1a.CEL	0.61697
control1aerobic_Pae_G1a.CEL	0.43236
control2_anaerobic_Pae_G1a.CEL	0.59889
control2aerobic_Pae_G1a.CEL	0.36367
control3_anaerobic_Pae_G1a.CEL	0.5654
control3aerobic_Pae_G1a.CEL	0.48791
DB1.CEL	0.13733
DB3.CEL	0.14587
DC1.CEL	0.14749
DC2.CEL	0.098952
DC3.CEL	0.16017
dPA54375-18-05.CEL	0.17676
ETJan12B_1376_2012PAO1wt-aero.CEL	0.29012
ETJan12B_1377_2012-PAO2wt-aero.CEL	0.4378
ETJan12B_1378_2012-PAO3wt-aero.CEL	0.46918
ETJan12B_1379_2012PAO4dR-aero.CEL	0.46251
ETJan12B_1380_2012PAO5dR-aero.CEL	0.32995
ETJan12B_1381_2012PAO6_2dR-aero.CEL	0.41189
fos1_anaerobic_Pae_G1a.CEL	0.49499
fos1aerobic_Pae_G1a.CEL	0.48999
fos2_anaerobic_Pae_G1a.CEL	0.52036
fos2aerobic_Pae_G1a.CEL	0.43385
Fos3_aerobic_wdh_Pae_G1a.CEL	0.50264
fos3_anaerobic_Pae_G1a.CEL	0.50968
FT1_anaerobic_Pae_G1a.CEL	0.56174
FT1aerobic_Pae_G1a.CEL	0.40401
FT2_aerobic_wdh_Pae_G1a.CEL	0.40941
FT2_anaerobic_Pae_G1a.CEL	0.63549
FT3_anaerobic_Pae_G1a.CEL	0.61935
FT3aerobic_Pae_G1a.CEL	0.42349
Glu_6Hour_(Pae_G1a).CEL	0.37475
glu_plus_nt_2_8-25-09_s2.CEL	0.063402
GPphhRminus_11-30-09_12-3-09_s1.CEL	0.14499
GPphhRminus_11-4-09_s2.CEL	0.16382
GSM1027584_062508WT.CEL	0.026388
GSM1027585_071008WT.CEL	0.058371
GSM1027586_062508plcHR.CEL	0.027299
GSM1027587_071008plcHR.CEL	0.099821
GSM1027588_062508gbdR.CEL	0.018008
GSM1027589_071008gbdR.CEL	0.063053
GSM1067456_PAO1_CK_1.CEL	0.11252
GSM1067457_PAO1_PAA_1.CEL	0.12641
GSM1067458_PAO1_CK_2.CEL	0.10584
GSM1067459_PAO1_PAA_2.CEL	0.16328
GSM1112046_PGAS_25_1A.CEL	0.27848
GSM1112047_PGAS_25_2A.CEL	0.36407
GSM1112048_PGAS_25_4A.CEL	0.40531
GSM1112049_PGAS_37_1B.CEL	0.33778
GSM1112050_PGAS_37_2B.CEL	0.36079
GSM1112051_PGAS_37_3A.CEL	0.23296
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	0.096953
GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	0.12564
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0.078562
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0.12168
GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	0.14598
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	0.024792
GSM1141729_PA01_none_PC_.CEL	0.089014
GSM1141730_PA01_ZnO_PZO_.CEL	0.081178
GSM1143375_A1_Pae_G1a_.CEL	0.15115
GSM1143376_A2_Pae_G1a_.CEL	0.21224
GSM1143377_A3_Pae_G1a_.CEL	0.18478
GSM1143378_B1_Pae_G1a_.CEL	0.1612
GSM1143379_B2_Pae_G1a_.CEL	0.09505
GSM1143380_B3_Pae_G1a_.CEL	0.16851
GSM1143381_WT1_Pae_G1a_.CEL	0.12994
GSM1143382_WT2_Pae_G1a_.CEL	0.12698
GSM1143383_WT3_Pae_G1a_.CEL	0.15968
GSM1146022_pJN105_1.CEL	0.23888
GSM1146023_pJN105_2.CEL	0.34338
GSM1146024_phaF_1.CEL	0.28738
GSM1146025_phaF_2.CEL	0.15654
GSM1177842_PAO1-1.CEL	0.063333
GSM1177843_PAO1-2.CEL	0.087135
GSM1177844_PAO1-3.CEL	0.036401
GSM1177845_PAO1-AMV-1.CEL	0.079739
GSM1177846_PAO1-AMV-2.CEL	0.053067
GSM1177847_PAO1-AMV-3.CEL	0.012032
GSM1181847_gc_WT1_1.CEL	0.16379
GSM1181848_gc_WT2_3.CEL	0.14559
GSM1181849_gc_Delta1_2.CEL	0.11293
GSM1181850_gc_Delta2_4.CEL	0.12879
GSM1191066_sphR-pyr-1.CEL	0.14795
