	0	1
GSM199985.CEL	5.3775	-1.3585
GSM2055818_7629_B-_20130705.CEL	4.4991	-3.8279
GSM900179_F2_Pae_G1a_.CEL	6.1162	1.5982
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	5.6989	-0.24694
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	4.2726	-3.8513
GSM821495.CEL	5.4024	-1.4087
GSM822689_wtBSM_A.CEL	5.1636	-2.2196
GSM560759.CEL	6.2449	1.5198
GSM2070494_OCio-14-MutS_A_d94_cipro_2-Pae_G1a-a1.CEL	5.1905	-2.2585
GSM1267104_HZI1970_Pae_G1a.CEL	4.9906	-2.6814
GSM838219_PAO1-5344-3_Pae_G1a.CEL	5.6587	-1.1214
GSM208615.CEL	5.2092	-1.2503
GSM1553190_Persisters_T2.CEL	6.5294	3.1766
GSM1419147_BC_FOX.CEL	5.8549	1.1007
GSM1027584_062508WT.CEL	4.9274	-1.5659
GSM774159_B38-6M_3.CEL	4.4653	-2.5521
GSM625978.CEL	6.0566	2.4393
GSM267252.CEL	5.7337	0.0060828
142_2014wt_anaero.CEL	5.2391	-2.6275
GSM567543.CEL	4.2242	-3.736
GSM307126.CEL	5.8202	-0.86859
GSM1244970_PAO1-37-replicate-01.CEL	5.3055	0.69749
GSM864520.CEL	5.7401	-0.038054
GSM980539_MHH1372.CEL	5.3862	-0.31333
GSM898002_MHH0123_Pae_G1a.CEL	5.134	-1.0131
control3_anaerobic_Pae_G1a.CEL	5.4595	-1.0105
Pae_Fe02_15.CEL	7.0366	4.0745
GSM307122.CEL	5.8672	0.23139
GSM567669.CEL	5.9196	2.4876
GSM717420.CEL	5.4031	-1.2577
GSM842841_Wright_3_WT-log-3_Pae_G1a.CEL	4.8778	-2.1253
Tob2_aerobic_wdh_Pae_G1a.CEL	6.1432	0.89478
GSM625973.CEL	5.805	2.8213
GSM637597.CEL	6.6315	4.5943
GSM1306129_Nomura_PAO1_KG-2_Pae_G1a_.CEL	4.8457	-1.5633
GSM290749.CEL	5.6396	-1.2661
GSM717424.CEL	6.6822	3.0818
GSM551151.CEL	5.8548	1.0435
GSM252561.CEL	5.3226	-0.62012
GSM307125.CEL	5.8091	-0.31587
GSM774118_CF333-1991a.CEL	4.1427	-2.9293
GSM897998_MHH0107_Pae_G1a.CEL	4.9591	-1.8425
GSM774104_CF114-1973b.CEL	4.0629	-3.2434
GSM994500_HM4-replicate-02.CEL	5.3521	1.5249
GSM838218_PAO1-5344-1_Pae_G1a.CEL	5.4371	-1.1738
SJ16_Treated_1.CEL	6.6154	3.3672
GSM1267089_HZI1952_Pae_G1a.CEL	5.1947	-1.9689
GSM1143376_A2_Pae_G1a_.CEL	4.7496	-2.5833
GSM1958032_AMV_1.CEL	5.2856	0.13696
GSM1141730_PA01_ZnO_PZO_.CEL	5.4013	0.090792
GSM267256.CEL	5.794	0.47307
GSM537321.CEL	6.2013	1.6859
GSM541648.CEL	4.9392	-1.0292
GSM1958033_AMV_2.CEL	4.5253	-1.9773
GSM541642.CEL	5.0303	-0.97857
GSM1419155_BC3_CAZ.CEL	5.905	1.6524
GSM2070481_OCio-01-MutS-1-start-Pae_G1a-a1.CEL	4.5741	-2.5306
GSM821092_HZI0148_Pae_G1a.CEL	4.9969	-1.9891
GSM1420993_PAO1_NO2.CEL	4.2607	-3.8096
GSM1244968_PAO1-22-replicate-02.CEL	5.5066	1.5194
