	0	1	2	3	4	5	6	7	8	9
GSM156172.CEL	7.5245	0.57081	0.075511	0	0	3.4382	0.70805	0	5.4177	0
Fos3_aerobic_wdh_Pae_G1a.CEL	0	0	0.068326	0.20663	0	1.2653	2.738	0	7.7233	0
144_2014wt_anaero.CEL	0	4.5251	0	7.0532	0	1.3854	1.5799	0	7.6189	0
GSM1206645_WT-CHO-1.CEL	0	0	0.14375	3.1991	0	0	6.2529	0.6086	8.1804	1.9941
GSM1206647_WT-DTC-1.CEL	0	0	0.20522	3.0434	0	0	6.362	0.59935	8.0043	1.4608
GSM1206651_WT-PRC-1.CEL	0	0	0.10756	2.975	0	0	6.3282	0.52834	8.3196	1.4596
GSM252501.CEL	5.0974	2.2845	0.023913	0	0	1.0995	4.1848	0	2.6189	0
GSM1206649_WT-ETC-1.CEL	0	0	0.24022	2.8697	0	0	6.2193	0.5538	8.1219	1.7583
GSM1206646_WT-CHO-2.CEL	0	0	0.063222	3.0657	0	0	6.3784	0.3884	8.1573	1.5459
GSM432865.CEL	6.6412	4.2141	0	4.5145	0	0	0.37624	0	0	0
control3_anaerobic_Pae_G1a.CEL	0.21655	2.4658	0.3205	0.16468	0	0.26012	0	0	9.3659	0
GSM1206652_WT-PRC-2.CEL	0	0	0.15663	3.1182	0	0	6.4167	0.67379	8.4762	1.6551
GSM1191067_sphR-pyr-2.CEL	0.41418	0	0.94039	2.5048	0	0	5.3968	1.6963	8.2619	2.3529
FT2_anaerobic_Pae_G1a.CEL	0.20018	2.2329	0.25867	0	0	0	0	0	8.7767	0
Tob1_anaerobic_Pae_G1a.CEL	0.20437	1.3827	0	0	0	0.063911	0	0	8.6783	0
GSM1206650_WT-ETC-2.CEL	0	0	0.12579	2.605	0	0	5.9822	0.44729	7.6817	1.5203
control2aerobic_Pae_G1a.CEL	0	0	0.1715	0.1101	0	0.0035346	0	0	8.965	0.04049
GSM252505.CEL	5.0478	2.1972	0.10354	0	0	0.93669	3.7322	0	2.6449	0.016001
GSM1191066_sphR-pyr-1.CEL	0.13523	0	1.1994	2.6744	0	0	4.7434	1.813	8.553	1.8953
GSM1206653_dgcA-CHO-1.CEL	0	0	0.16551	3.0475	0	0.11999	6.6152	0.31147	8.5777	1.0634
GSM1618386_Wound2.CEL	0	0	0	0	3.6744	3.5853	5.7517	0	1.6321	0
GSM1206654_dgcA-CHO-2.CEL	0	0	0.11261	3.1514	0	0.0076578	6.3589	0.42714	8.5751	1.2946
ETJan12B_1381_2012PAO6_2dR-aero.CEL	0	5.9058	0	7.571	0	2.5948	4.7061	0	8.2086	0
fos1aerobic_Pae_G1a.CEL	0	0	0.30281	0.061701	0	0	0	0	8.7605	0
fos2aerobic_Pae_G1a.CEL	0	0	0.074762	0	0	0	0	0	8.5132	0
GSM1191071_WT-pyr-2.CEL	0.23842	0	0.90782	2.9755	0	0	5.3404	1.8385	8.1804	2.0174
0.1_12hr_CSV86(Pae_G1a).CEL	0	0	0	4.0301	0	3.9172	8.3394	0	0	0.60254
GSM208611.CEL	0	4.5339	0.27627	5.852	0	0	0	0	0	3.9108
MSC_02.CEL	6.0793	5.1905	0	4.6985	0.33915	0	0.24825	0	1.9153	0
GSM567680.CEL	0	1.4323	0	0.4501	0	6.1333	2.008	0	4.5792	0
GSM208610.CEL	0.89334	5.9889	0.39766	5.341	0	0	0.10002	0	0	3.4342
ETJan12B_1378_2012-PAO3wt-aero.CEL	0	5.4199	0	6.7948	0	3.3127	5.6691	0	7.5278	0
FT1_anaerobic_Pae_G1a.CEL	0.11072	1.887	0.24911	0	0	0	0	0	8.9038	0
20mM_CF600.CEL	0	0	0	4.3102	0	4.184	8.5103	0	0	0.36655
control1aerobic_Pae_G1a.CEL	0	0	0.41135	0.10873	0	0	0	0	8.9281	0
Tob2_anaerobic_Pae_G1a.CEL	0.03704	1.8257	0.22345	0	0	0	0	0	9.1039	0
147_2014dR_anaero.CEL	0.093342	4.1988	0.14427	7.6012	0	0.95652	1.0573	0.031448	7.829	0
