	0	1	2	3	4	5	6	7	8	9
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	0	0	0	0	3.4624	0.23269	0	4.5435	0	7.0245
GSM567682.CEL	0	0	2.3661	0.38033	0	8.2779	1.4551	1.4492	0.93967	0
GSM637595.CEL	0	0	2.3661	0.38033	0	8.2779	1.4551	1.4492	0.93967	0
GSM617295.CEL	0	0.34874	5.0943	0.9287	1.1616	1.2308	0	1.1633	0	4.1622
MBU_JGOLD_PAO11.CEL	4.1786	0	2.5526	0.045387	7.0604	7.1225	0	0	0	6.299
anaerobic_NO3_2.CEL	0	0	5.6982	0.25421	4.1434	3.7696	0	0	0.97697	7.2441
GSM838212_PAO1-LB-1_Pae_G1a.CEL	0.13421	0	4.0701	0	0.60429	3.5824	0	5.8026	4.1418	5.5359
GSM954578_Nomura_PA01-3_Pae_G1a_.CEL	0	0	0	0	3.3838	0.17577	0	4.9721	0	7.2899
GSM821499.CEL	0.70658	0.61448	4.1432	0	6.1491	0.56987	0.041831	6.76	1.5857	4.1873
GSM864519.CEL	0	0	0.086186	2.1599	0	4.4289	0.2602	2.8052	0	4.5205
GSM541647.CEL	0.30829	0	5.9975	1.7978	5.6993	4.6473	2.0684	0	1.4812	1.6561
GSM838213_PAO1-LB-2_Pae_G1a.CEL	0	0	4.2076	0	0.61447	3.6676	0	5.7422	3.7831	5.7841
GSM1608070_Biofilm+12hrtobra_rep1.CEL	1.0629	4.0271	5.8018	1.3525	4.7727	3.7216	3.2963	0	0	0
GSM1244969_PAO1-22-replicate-03.CEL	0	0	0	0	0	8.1834	0.079865	6.158	0	0.096721
GSM546258.CEL	3.9568	5.0787	8.7195	0	0	0	0	0	0.33536	0
GSM617296.CEL	0	0.39319	5.0139	1.9608	1.6089	0.58402	0	1.8146	0	5.0584
GSM954581_Nomura_PA2449-2_Pae_G1a_.CEL	0	0	0	0	0	0.83553	0	3.2722	0	5.4872
GSM821503.CEL	1.5385	2.1246	4.9791	0	2.2857	2.5017	0	5.4018	1.2978	0.21809
GSM685450.CEL	0	0	1.5173	0.0092183	0	7.2538	1.4118	3.7336	0.58224	0.12249
