	PA1532
0.1_6hr_CSV86(Pae_G1a).CEL	0
GSM717424.CEL	0.096991
143b_2014wt_anaero.CEL	0.14954
GSM807323.CEL	0.15888
GSM871967.CEL	0.15924
GSM261917.CEL	0.16692
GSM261919.CEL	0.16695
2mM_CF600.CEL	0.16788
ETJan12B_1377_2012-PAO2wt-aero.CEL	0.17161
GSM807324.CEL	0.17615
SJ16_Treated_1.CEL	0.1805
GSM429476.CEL	0.18312
GSM1191066_sphR-pyr-1.CEL	0.19807
GSM807325.CEL	0.19914
144_2014wt_anaero.CEL	0.20183
GSM871975.CEL	0.20352
H_1.CEL	0.20666
145_2014dR_anaero.CEL	0.20796
GSM807322.CEL	0.20841
Pae_Fe02_13.CEL	0.20883
0.1_7hr_CSV86(Pae_G1a).CEL	0.20961
GSM1191072_WT-surf-1.CEL	0.2114
GSM1553187_Persisters_C1.CEL	0.21825
1_6hr_CSV86(Pae_G1a).CEL	0.22591
GSM1618385_Wound1.CEL	0.22776
1_2hr_CSV86(Pae_G1a).CEL	0.22847
ETJan12B_1381_2012PAO6_2dR-aero.CEL	0.23243
GSM807327.CEL	0.23335
MBU_JGOLD_pakA2.CEL	0.23625
Pae_Fe02_15.CEL	0.23659
GSM807326.CEL	0.24364
GSM1553188_Persisters_T1.CEL	0.2482
1_12hr_CSV86(Pae_G1a).CEL	0.25116
1_7hr_CSV86(Pae_G1a).CEL	0.25377
GSM261916.CEL	0.25597
GSM597217.CEL	0.25755
GSM625976.CEL	0.26857
GSM567668.CEL	0.2686
GSM637583.CEL	0.2686
GSM597218.CEL	0.27467
FT2_aerobic_wdh_Pae_G1a.CEL	0.27745
GSM637573.CEL	0.27901
GSM567666.CEL	0.27901
Pae_Fe03_17.CEL	0.27908
GSM1191069_sphR-surf-2.CEL	0.27951
GSM871977.CEL	0.2826
ETJan12B_1378_2012-PAO3wt-aero.CEL	0.28285
GSM1191068_sphR-surf-1.CEL	0.28343
146_2014dR_anaero.CEL	0.28391
147_2014dR_anaero.CEL	0.28761
0.1_12hr_CSV86(Pae_G1a).CEL	0.28829
GSM1206648_WT-DTC-2.CEL	0.28831
SJ01_Treated_1.CEL	0.28841
GSM617301.CEL	0.28984
Pae_Fe03_16.CEL	0.28989
142_2014wt_anaero.CEL	0.29397
Tob3aerobic_Pae_G1a.CEL	0.29616
MBU_JGOLD_PAO12.CEL	0.29711
H_5.CEL	0.29921
GSM625973.CEL	0.30006
PAO1_Control_1.CEL	0.30214
PA01_Control_1.CEL	0.30214
GSM1206653_dgcA-CHO-1.CEL	0.30293
JS-G164.9.07.CEL	0.30383
GSM865129_schurr_5511_Pae_G1a_.CEL	0.30836
GSM871971.CEL	0.30861
L_13.CEL	0.31151
