	0
GSM2045180_WT1.CEL	0.6616008571968603
GSM1267095_HZI1959_Pae_G1a.CEL	0.7462930651418924
GSM307114.CEL	0.8237125088703203
GSM1517347_MK-1.CEL	0.8229227602286567
GSM187282.CEL	0.6575571876772218
GSM591602.CEL	0.7983225279895837
GSM1027589_071008gbdR.CEL	0.6792640524079913
GSM617288.CEL	0.7607071492429384
120330-10978D_M3_(Pae_G1a).CEL	0.6941969529990168
GSM617289.CEL	0.737034366457181
GSM1889280_D-Hyp_01.CEL	0.829973953714843
GSM641849.CEL	0.7824159850302064
GSM1306128_Nomura_PAO1_KG-1_Pae_G1a_.CEL	0.595493065491436
GSM871964.CEL	0.6939933370048966
GSM1961578_F1-4.CEL	0.6995579801074889
GSM261928.CEL	0.7196513025020743
GSM208618.CEL	0.7283283996292569
GSM267249.CEL	0.832142513980073
GSM794230_A31.CEL	0.2700853590298702
GSM567694.CEL	0.3511421649725902
GSM774148_B38-1_1.CEL	0.8132119228361875
GSM2070516_OCio-06-MutS-3-d94-Pae_G1a-c1.CEL	0.7897228862416674
GSM1206648_WT-DTC-2.CEL	0.5372637784186445
GSM267257.CEL	0.7095077099795724
GSM1206644_WT-PYR-2.CEL	0.5374629823160657
GSM864516.CEL	0.7128209625042984
GSM1112046_PGAS_25_1A.CEL	0.38396733302104535
GSM2070480_OCio-12-PAO1-3-start-Pae_G1a-c1.CEL	0.7880384281915912
GSM242676.CEL	0.815121100744135
GSM45591.CEL	0.5611477786548859
GSM1191067_sphR-pyr-2.CEL	0.6290729776762279
GSM2070519_OCio-09-MutS-3-d94-cipro-Pae_G1a-c1.CEL	0.7728608075432283
GSM429476.CEL	0.5688572126622531
GSM897999_MHH0110_Pae_G1a.CEL	0.8227740249401031
GSM1027587_071008plcHR.CEL	0.6312483164860054
GSM1937527_1-38_A.021511_Pae_G1a_.CEL	0.8552275084547731
GSM356959.CEL	0.4360890515549118
GSM567683.CEL	0.3954230994720023
GSM2070517_OCio-07-MutS-1-d94-cipro-Pae_G1a-a1.CEL	0.7640571953013289
GSM208602.CEL	0.7957035480115426
GSM546268.CEL	0.8205183049399587
GSM243223.CEL	0.8134251080172742
GSM567671.CEL	0.3345493377318968
GSM838208_OXYR-LB-4_Pae_G1a.CEL	0.7871692318948145
GSM1958037_Glutaric_acid_2.CEL	0.7800636910173774
GSM244071.CEL	0.8114811107181712
JS-A164.9.07.CEL	0.08416646269293547
GSM546266.CEL	0.7736151116599201
GSM356961.CEL	0.5012905435197251
GSM980540_MHH1373.CEL	0.7546128579735456
GSM290751.CEL	0.7218389240314684
GSM711449.CEL	0.7878768670647325
GSM871971.CEL	0.4732422610166169
GSM261930.CEL	0.5358711839021152
GSM199984.CEL	0.7350399999780113
MBU_JGOLD_pakA1.CEL	0.5189368552430694
GSM954580_Nomura_PA2449-1_Pae_G1a_.CEL	0.6302428944021309
GSM2070511_OCio-16-PAO1-1-d94-cipro-Pae_G1a-a1.CEL	0.7834326460450274
GSM1191070_WT-pyr-1.CEL	0.6573148127151967
GSM597220.CEL	0.8560196303116651
GSM546275.CEL	0.7909478623420632
GSM1937529_50-38_A.021511_Pae_G1a_.CEL	0.8591568486896071
GSM2070502_OCio-07-MutS-B-D94-1-Pae_G1a-a1.CEL	0.7356562427697793
GSM573322.CEL	0.7216849188688552
GSM625979.CEL	0.2899980885673627
GSM854798.CEL	0.5054310144512749
GSM307116.CEL	0.3672156435185602
Nag_cDNA_1-30-09_S2.CEL	0.7420462974768204
GSM156175.CEL	0.6601080527872693
GSM567677.CEL	0.34048562517661696
GSM774110_CF173-2002b.CEL	0.6524722442769201
GSM774142_B12-4_1.CEL	0.7726410744469657
GSM807325.CEL	0.1255852945135957
GSM1419150_PAO_CAZ.CEL	0.7809718018097656
GSM637586.CEL	0.11781589065010906
GSM954577_Nomura_PA01-2_Pae_G1a_.CEL	0.6337694243431622
20mM_KT2440.CEL	-0.15688084961978027
control2aerobic_Pae_G1a.CEL	0.6071911350179167
GSM767705.CEL	0.6460395176635837
Overhage5001_Pae_G1a.CEL	0.7476967372088481
H_1.CEL	0.16639332513327404
GSM617296.CEL	0.7856929752093964
MBU_PAER_pak2.CEL	0.744702974387024
GSM774157_B38-6M_1.CEL	0.7530176694685942
GSM429478.CEL	0.4707952835395192
GSM424836.CEL	0.24672320423284802
