	PA2845
0.1_12hr_CSV86(Pae_G1a).CEL	0.56157
0.1_2hr_CSV86(Pae_G1a).CEL	0.61918
0.1_6hr_CSV86(Pae_G1a).CEL	0.36748
0.1_7hr_CSV86(Pae_G1a).CEL	0.12049
0.1_9hr_CSV86(Pae_G1a).CEL	0.59828
05_PA14000-4-2_5-10-07_S2.CEL	0.073053
1_12hr_CSV86(Pae_G1a).CEL	0.46916
1_2hr_CSV86(Pae_G1a).CEL	0.44573
1_6hr_CSV86(Pae_G1a).CEL	0.37359
1_7hr_CSV86(Pae_G1a).CEL	0.33871
1_9hr_CSV86(Pae_G1a).CEL	0.16872
120330-10978D_22_(Pae_G1a).CEL	0.12602
120330-10978D_23_(Pae_G1a).CEL	0.15016
120330-10978D_24_(Pae_G1a).CEL	0.21533
120330-10978D_M1_(Pae_G1a).CEL	0.17781
120330-10978D_M3_(Pae_G1a).CEL	0.13099
120330-10978D_M4_(Pae_G1a).CEL	0.14781
142_2014wt_anaero.CEL	0.075467
143b_2014wt_anaero.CEL	0.076775
144_2014wt_anaero.CEL	0.14254
145_2014dR_anaero.CEL	0.11196
146_2014dR_anaero.CEL	0.11146
147_2014dR_anaero.CEL	0.11781
20mM_CF600.CEL	0.78257
20mM_KT2440.CEL	0.3185
2mM_CF600.CEL	0.11917
2mM_KT2440.CEL	0.20186
54375-4-05.CEL	0.12521
aerobic_NO3_1.CEL	0.095414
aerobic_NO3_2.CEL	0.088138
AKGlu_plus_nt_7-8-09_s1.CEL	0.0067774
anaerobic_NO3_1.CEL	0.11384
anaerobic_NO3_2.CEL	0.11752
control1_anaerobic_Pae_G1a.CEL	0.16592
control1aerobic_Pae_G1a.CEL	0.086714
control2_anaerobic_Pae_G1a.CEL	0.10651
control2aerobic_Pae_G1a.CEL	0.25631
control3_anaerobic_Pae_G1a.CEL	0.18701
control3aerobic_Pae_G1a.CEL	0.18128
DB1.CEL	0.41532
DB3.CEL	0.41193
DC1.CEL	0.23853
DC2.CEL	0.28016
DC3.CEL	0.33838
dPA54375-18-05.CEL	0.13083
ETJan12B_1376_2012PAO1wt-aero.CEL	0.3566
ETJan12B_1377_2012-PAO2wt-aero.CEL	0.20108
ETJan12B_1378_2012-PAO3wt-aero.CEL	0.30267
ETJan12B_1379_2012PAO4dR-aero.CEL	0.20353
ETJan12B_1380_2012PAO5dR-aero.CEL	0.19925
ETJan12B_1381_2012PAO6_2dR-aero.CEL	0.23285
fos1_anaerobic_Pae_G1a.CEL	0.17244
fos1aerobic_Pae_G1a.CEL	0.10813
fos2_anaerobic_Pae_G1a.CEL	0.13893
fos2aerobic_Pae_G1a.CEL	0.15338
Fos3_aerobic_wdh_Pae_G1a.CEL	0.22143
fos3_anaerobic_Pae_G1a.CEL	0.10604
FT1_anaerobic_Pae_G1a.CEL	0.12634
FT1aerobic_Pae_G1a.CEL	0.15995
FT2_aerobic_wdh_Pae_G1a.CEL	0.23883
FT2_anaerobic_Pae_G1a.CEL	0.092617
FT3_anaerobic_Pae_G1a.CEL	0.11211
FT3aerobic_Pae_G1a.CEL	0.19404
Glu_6Hour_(Pae_G1a).CEL	0.16038
glu_plus_nt_2_8-25-09_s2.CEL	0.082983
GPphhRminus_11-30-09_12-3-09_s1.CEL	0.074139
GPphhRminus_11-4-09_s2.CEL	0.054409
GSM1027584_062508WT.CEL	0.12031
GSM1027585_071008WT.CEL	0.094127
GSM1027586_062508plcHR.CEL	0.12296
GSM1027587_071008plcHR.CEL	0.11405
